system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,Mean_EVI,Mean_NDBI,Mean_NDVI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,split,srad,temp,wind,.geo
0000000000000000195c,33,32,29,60,48,200,34,0,134,1142,-146,39,-1,-84,62,-38,-5,15,7,4,323,100,-32,-47,92,-62,-26,-2,822,-102,-9,2,-83,37,-5,-3,1.8543341,323.58334,0.076667786,100144.0,0.007846667,0.3448353532108557,165.41667,285.92,3.1053307,"{""type"":""Point"",""coordinates"":[119.10245982360885,36.04934829782316]}"
00000000000000000de2,38,34,34,43,41,205,35,1,63,-29,-69,0,22,-6,7,-33,0,7,8,-1,389,11,-8,5,-5,7,-8,-2,147,-62,-10,21,-10,3,-26,0,0.0,337.0,0.076667786,100644.0,0.0078123338,0.484340574636013,156.91667,287.75333,2.0179973,"{""type"":""Point"",""coordinates"":[117.13083707912041,35.0770100994119]}"
00000000000000000e7f,35,32,32,54,43,201,32,1,72,58,-130,21,28,-19,27,-35,0,13,9,2,755,19,11,28,28,25,-28,-4,42,-111,2,25,-28,15,-27,0,1.1329604,337.0,0.076667786,100644.0,0.0078123338,0.5015380145952834,156.91667,287.75333,2.0179973,"{""type"":""Point"",""coordinates"":[117.19309058892757,35.06138095021958]}"
00000000000000000ebf,39,37,38,53,50,202,42,1,57,155,-90,13,25,14,26,-52,0,11,10,1,1063,22,0,-22,-1,-27,4,-5,247,-79,3,31,11,22,-42,0,1.4635997,337.0,0.076667786,100644.0,0.0078123338,0.541042091642855,156.91667,287.75333,2.0179973,"{""type"":""Point"",""coordinates"":[117.13218372763855,35.02580624201519]}"
000000000000000011cb,35,34,32,40,41,199,31,1,126,-416,-97,13,0,-27,6,33,2,13,12,1,695,25,17,9,44,-11,-36,-4,1015,-64,36,-6,21,-7,-26,-4,4.2497582,371.75,0.2641678,99876.0,0.012405334,0.997803167790148,141.58333,292.83002,5.883331,"{""type"":""Point"",""coordinates"":[117.95845515284205,30.294829338239666]}"
00000000000000000149,26,21,15,46,23,188,10,0,355,2058,-119,26,4,-33,-10,19,-9,24,0,11,327,69,32,14,34,-24,-12,-3,2401,-114,-11,-3,-9,-14,10,-10,22.559252,370.25,0.2641678,99820.0,0.012263667,0.5105957213529937,142.58333,292.63333,5.9513307,"{""type"":""Point"",""coordinates"":[117.92288044463766,30.371904899948472]}"
0000000000000000122e,31,27,25,35,30,187,21,1,189,951,-98,25,-16,-12,10,9,-4,11,13,1,3544,34,16,-30,60,-28,-57,-19,405,-99,6,3,-17,19,0,-1,5.1092615,370.25,0.2641678,99820.0,0.012263667,0.5316228777808336,142.58333,292.63333,5.9513307,"{""type"":""Point"",""coordinates"":[117.9417469011948,30.399662804006176]}"
0000000000000000014a,25,20,15,41,26,188,13,0,561,504,-153,4,16,-34,-28,-27,-1,24,2,10,-468,56,0,-5,-13,-14,-6,1,270,-110,-14,22,-14,-29,-43,0,13.107428,364.91666,0.2641678,98217.336,0.011854334,0.46096694200838295,141.83333,291.80667,6.0433307,"{""type"":""Point"",""coordinates"":[118.07865022173773,30.32501299327044]}"
000000000000000014a5,30,28,30,46,48,198,39,1,9,98,-60,-49,24,-25,29,3,0,14,10,4,303,79,25,-68,-3,-57,20,-1,76,-47,-32,-4,-13,18,0,0,1.8543341,348.41666,0.13916779,101302.0,0.009968334,0.5232426419199193,162.75,289.02,2.7959971,"{""type"":""Point"",""coordinates"":[120.93852589607259,32.13493981535886]}"
00000000000000000b6d,39,37,34,49,45,201,35,1,6,-24,-49,-10,11,-2,31,-26,0,11,10,0,-200,63,14,-21,2,-21,20,0,-370,-49,-10,9,-9,30,-27,2,0.0,358.16666,0.13916779,101308.0,0.010083,0.9869474457534713,145.33333,289.70334,2.7859974,"{""type"":""Point"",""coordinates"":[119.80988282843488,31.438294457779005]}"
000000000000000002e4,33,28,25,40,26,186,14,0,4,425,-116,-32,-11,-50,72,-72,-1,22,-2,9,-245,109,53,-17,-2,-46,31,0,-347,-76,-49,-5,-66,67,-38,2,4.7536616,351.41666,0.13916779,101384.0,0.009813334,0.7507114344018423,158.33333,289.34,3.4759972,"{""type"":""Point"",""coordinates"":[120.1688493814394,31.972704341731323]}"
000000000000000002f5,30,28,24,66,32,192,18,0,4,83,-92,-58,37,-1,160,-101,1,37,-5,22,-453,53,58,-32,-64,-73,59,1,220,-71,-46,6,-14,131,-90,0,0.92740995,349.75,0.13916779,101377.336,0.009872001,0.8464559471179945,160.33333,289.17667,3.0013306,"{""type"":""Point"",""coordinates"":[120.68088795540662,32.07618669987865]}"
00000000000000000250,31,27,23,55,33,197,19,0,6,-734,-107,-31,16,-29,40,-41,4,19,3,5,-164,97,19,-13,14,-27,7,0,-515,-98,-32,1,-24,24,-35,3,3.254688,359.58334,0.13916779,101302.0,0.010154667,0.29810686353948423,140.83333,289.70334,1.9813305,"{""type"":""Point"",""coordinates"":[119.56032923797879,31.35151589217789]}"
00000000000000000255,30,25,18,47,23,198,12,0,3,120,-68,-8,36,-27,131,-89,0,23,-2,9,-293,98,23,-44,8,-66,22,0,-552,-62,-5,26,-43,105,-76,4,2.1710892,359.08334,0.13916779,101294.664,0.0101293335,0.5713728899993595,143.83333,289.76666,2.656664,"{""type"":""Point"",""coordinates"":[119.89450318912613,31.35151589217789]}"
000000000000000014b4,33,30,25,44,29,193,21,1,6,1137,-48,-35,-9,-27,-6,-38,-4,23,5,11,1124,74,47,-64,40,-47,6,-6,712,-14,-29,2,-41,7,-37,-2,0.0,344.91666,0.13916779,101324.0,0.009743334,0.46626519179732406,164.83333,288.65,2.580664,"{""type"":""Point"",""coordinates"":[120.71161116166485,32.64239889254415]}"
0000000000000000115f,30,26,22,48,36,195,20,1,11,1552,-151,-42,-6,-21,-11,-18,-6,22,5,8,-1115,50,12,6,-2,-22,-44,5,488,-140,-49,11,-16,-10,-20,-1,1.4299723,354.5,0.13916779,101278.0,0.009631334,0.7597366188739768,154.16667,289.76334,2.2339973,"{""type"":""Point"",""coordinates"":[118.41066596797518,31.58462877704994]}"
0000000000000000119d,40,40,44,54,55,200,47,1,13,584,-62,-13,-8,-3,33,-4,-2,9,11,-1,278,-13,-22,-18,-25,-61,-34,-1,510,-53,-6,-7,-2,15,-12,-2,5.5058208,354.5,0.13916779,101278.0,0.009631334,0.8660172906414446,154.16667,289.76334,2.2339973,"{""type"":""Point"",""coordinates"":[118.4969049823488,31.593524683651562]}"
0000000000000000070c,35,31,28,42,24,197,16,1,12,494,-109,-5,-8,-27,0,-35,-1,15,7,3,79,56,-13,-3,-11,-49,-7,-1,115,-98,-12,0,-34,0,-16,0,1.4286616,356.41666,0.13916779,101304.0,0.0101293335,0.8219656950029198,157.16667,290.1433,2.5293307,"{""type"":""Point"",""coordinates"":[118.1101805252866,31.436680263197655]}"
0000000000000000149e,40,36,36,41,44,206,39,1,5,109,-11,-11,0,-12,-5,3,0,3,16,-6,-310,55,-7,-27,-39,-9,20,1,-63,-10,-11,-4,-11,-4,1,0,2.3699064,354.0,0.13916779,101286.0,0.009912,0.6549401958346995,153.41667,289.47333,3.3659973,"{""type"":""Point"",""coordinates"":[119.93331074559431,31.7889091145104]}"
0000000000000000042d,31,29,21,72,44,199,25,0,6,530,-38,-10,18,-19,62,14,0,35,2,18,-750,43,7,-32,-25,-36,4,2,1662,-9,35,-29,-8,7,-18,-7,1.1032752,344.16666,0.13916779,101314.0,0.009642,0.8291306937716524,163.91667,288.54333,2.592664,"{""type"":""Point"",""coordinates"":[120.63561470241099,32.80005041028874]}"
00000000000000000100,29,22,16,41,19,187,9,0,277,-806,-133,12,8,-20,25,-52,5,22,-5,11,1169,-20,-38,-38,-23,-26,51,-7,-1675,-117,3,21,-15,58,-88,10,36.195263,359.83334,0.20166779,98608.0,0.01047,0.7900940854189424,140.75,289.61667,1.6126639,"{""type"":""Point"",""coordinates"":[118.45028062173397,29.749909353104364]}"
00000000000000000104,29,23,18,56,35,192,15,0,159,-290,-104,-4,32,-76,49,-79,3,30,-3,16,627,44,-7,-37,-29,-4,43,-4,-1335,-80,9,35,-40,55,-102,8,1.8543341,359.83334,0.20166779,98608.0,0.01047,0.2703326290124275,140.75,289.61667,1.6126639,"{""type"":""Point"",""coordinates"":[118.45971162046202,29.766350058688417]}"
000000000000000001ad,29,24,18,42,25,187,13,0,485,-440,-66,10,0,-46,-28,26,3,19,1,6,-245,15,11,-5,40,-8,-17,0,-410,-40,-15,-7,-49,-30,-4,3,15.019397,364.0,0.20166779,100728.0,0.011574,0.3386703968884923,151.16667,291.43332,4.690664,"{""type"":""Point"",""coordinates"":[117.89027103863381,30.814417170290326]}"
000000000000000004b1,30,26,23,50,35,195,19,0,5,-80,-135,-51,98,-42,53,-64,1,27,1,15,-104,122,23,-73,3,-75,9,0,-195,-107,-52,75,-19,5,-33,2,2.7802885,340.83334,0.10333444,101306.0,0.009150667,0.6667717069441498,165.58333,288.34,2.290664,"{""type"":""Point"",""coordinates"":[119.43662931565517,33.70851644521042]}"
000000000000000002d2,33,28,23,36,23,188,13,0,5,479,-83,-58,19,-30,53,-37,-1,15,0,3,1157,88,-2,3,19,-32,-8,-7,12,-79,-44,2,-27,36,-31,0,1.8543341,353.75,0.13000111,101292.0,0.009939333,0.28078023611754066,153.58333,289.44666,3.0639973,"{""type"":""Point"",""coordinates"":[119.76703086731128,31.844692468689008]}"
0000000000000000149b,34,30,27,48,33,196,22,1,6,436,-100,-36,21,-64,46,-35,-1,18,4,5,-356,72,0,-25,16,-40,-3,1,-14,-87,-34,10,-55,27,-26,0,2.15169,353.75,0.13000111,101292.0,0.009939333,0.5446354893289518,153.58333,289.44666,3.0639973,"{""type"":""Point"",""coordinates"":[119.74978306443657,31.88619332219342]}"
00000000000000000434,32,28,24,41,27,182,16,0,1,785,-87,-50,64,-25,68,4,-2,26,-1,12,-569,24,42,-55,-39,-42,-20,1,-260,-42,-56,73,-31,82,4,2,1.4421225,344.0,0.13000111,101332.0,0.009547001,0.6462027981765764,162.83333,288.50665,2.6293306,"{""type"":""Point"",""coordinates"":[120.57928733790385,32.90326968147391]}"
00000000000000000589,38,38,37,57,54,200,44,1,12,95,-74,8,14,0,22,-34,0,14,12,2,-54,35,17,-18,-10,-69,-5,0,201,-86,2,0,2,11,-34,0,0.92740995,353.91666,0.13000111,101226.0,0.009612667,0.7543206026779893,154.66667,289.72,2.1079972,"{""type"":""Point"",""coordinates"":[118.33412995749381,31.801033410274716]}"
0000000000000000023e,35,32,31,32,20,194,15,0,32,-1389,-46,-8,20,-9,11,5,7,9,9,-1,-4070,35,31,12,28,-15,0,20,-1715,-53,-11,18,-1,3,1,9,0.0,354.0,0.13000111,100781.336,0.009638334,0.7454945753572141,147.91667,289.22998,1.8933306,"{""type"":""Point"",""coordinates"":[119.02322605699021,31.563069023456528]}"
000000000000000010e1,37,34,33,53,36,201,26,1,16,374,-85,7,-17,-29,1,-25,-1,12,10,0,368,41,5,-12,1,-47,-29,-2,-39,-66,-12,-21,-26,-7,-4,0,4.713378,358.5,0.13000111,101290.0,0.010536334,0.6743414058556492,156.91667,290.48334,3.0026639,"{""type"":""Point"",""coordinates"":[117.82505222662616,31.35879314509711]}"
000000000000000001bf,32,31,32,55,58,196,33,0,91,47,-84,-2,14,-16,13,14,0,12,12,1,1157,44,-13,-10,14,-9,14,-6,602,-84,-12,2,-8,14,4,-2,13.825489,358.33334,0.19250111,100964.0,0.010514334,0.9874396844408582,148.0,289.87,2.8273306,"{""type"":""Point"",""coordinates"":[118.6677643574137,30.94538988643215]}"
000000000000000001c0,29,24,19,43,23,193,10,0,81,-260,-113,3,3,-19,26,-9,2,20,2,6,543,28,-3,-14,2,-22,12,-4,209,-98,-35,-8,17,22,-25,0,3.7307544,358.33334,0.19250111,100964.0,0.010514334,0.9734083071969841,148.0,289.87,2.8273306,"{""type"":""Point"",""coordinates"":[118.69686890998955,30.907661432418944]}"
000000000000000014fd,34,29,28,55,45,196,36,1,24,-92,-107,-15,25,5,-3,-20,1,17,9,6,-26,64,21,-53,6,-10,11,0,-440,-81,-19,14,10,-9,-5,3,2.229084,342.83334,0.10333445,101116.0,0.008825667,0.8352759538959814,163.0,288.78,2.2153306,"{""type"":""Point"",""coordinates"":[117.8048435806519,33.720912746139]}"
00000000000000000c79,37,35,36,55,58,201,49,1,89,209,-55,-3,11,-34,6,-1,0,11,11,0,926,81,-39,-22,20,-35,14,-5,79,-43,-15,5,-35,-3,11,0,2.931174,328.75,0.10333445,100611.336,0.008315001,0.9803429100091622,168.0,286.79333,2.8139973,"{""type"":""Point"",""coordinates"":[119.13587632690341,35.29880578581031]}"
00000000000000000cb2,36,35,35,54,49,202,40,1,58,-37,-69,-4,4,-43,8,0,0,11,9,0,731,69,-42,-22,29,-36,-3,-4,-138,-49,-19,0,-39,-4,10,1,3.8730092,328.75,0.10333445,100611.336,0.008315001,0.7167029577174129,168.0,286.79333,2.8139973,"{""type"":""Point"",""coordinates"":[119.14854017389517,35.23574517871248]}"
00000000000000001363,33,29,29,54,52,201,35,1,40,-34,-146,4,5,-1,21,-28,1,16,10,4,-651,68,-43,-57,-56,-49,-21,3,-2,-121,-1,2,10,16,-4,0,2.1537383,352.16666,0.10333445,100936.0,0.009502667,0.6136421362486466,155.25,289.72,2.5873306,"{""type"":""Point"",""coordinates"":[115.11393662253523,32.22360012160452]}"
00000000000000000497,37,32,27,28,13,189,8,0,10,715,-88,-15,33,14,23,-18,-3,1,-2,-6,-126,26,-28,-5,37,8,-13,0,698,-99,-7,35,29,29,-19,-3,0.0,345.75,0.10333445,101266.0,0.009376667,0.28024302202629603,157.25,288.67334,2.3773305,"{""type"":""Point"",""coordinates"":[118.52951438835267,33.36545104656251]}"
0000000000000000049a,42,41,36,25,6,187,4,0,10,-1522,-8,-46,3,-51,12,-9,7,-10,-10,-17,602,-5,-15,-3,52,32,-8,-5,-1691,-11,-42,4,-54,28,1,8,0.0,345.75,0.10333445,101266.0,0.009376667,0.5541355802482728,157.25,288.67334,2.3773305,"{""type"":""Point"",""coordinates"":[118.54783683458126,33.31155389212951]}"
0000000000000000049e,31,29,24,61,38,197,19,0,13,-407,-48,-100,103,21,89,-52,3,27,0,13,-674,44,103,-76,-35,-91,44,2,-527,-50,-84,76,24,56,-46,4,2.1609945,345.75,0.10333445,101266.0,0.009376667,0.8082536348329155,157.25,288.67334,2.3773305,"{""type"":""Point"",""coordinates"":[118.57936713813018,33.36895589999052]}"
0000000000000000050e,29,26,21,65,38,192,19,0,21,132,-156,10,61,-26,45,-102,0,26,0,12,55,115,-20,-32,-24,-59,1,-1,-130,-118,-24,63,-27,19,-65,1,0.92740995,339.58334,0.10333445,101160.0,0.008800333,0.9082026117003785,165.25,288.3,1.9113306,"{""type"":""Point"",""coordinates"":[118.5133412288318,34.06317104749624]}"
00000000000000000028,27,24,24,47,51,190,29,0,979,-59,-173,40,-17,-78,-51,22,1,27,6,14,799,228,27,12,41,4,-80,-4,-459,-97,-1,-32,-123,-37,-5,3,20.598043,324.16666,0.10333445,93163.336,0.007566001,0.3483473169365041,162.5,285.99667,2.194664,"{""type"":""Point"",""coordinates"":[111.9829520632519,33.67967943869779]}"
0000000000000000197f,25,21,19,48,48,192,20,0,783,-384,-198,7,13,-96,-14,16,3,30,5,17,944,211,22,2,24,19,-70,-5,-831,-123,-6,-22,-117,-23,-9,5,37.20336,324.16666,0.10333445,93163.336,0.007566001,0.8880479624262398,162.5,285.99667,2.194664,"{""type"":""Point"",""coordinates"":[111.93848144844588,33.619044582573025]}"
000000000000000004f9,29,25,18,68,38,196,16,0,23,1618,-138,29,116,0,97,-153,-6,26,-1,11,-904,95,-70,-67,-75,-69,91,3,1322,-116,13,95,-41,78,-125,-5,2.42016,341.25,0.10333445,101118.0,0.008796334,0.7359842629934202,163.5,288.52664,2.0059972,"{""type"":""Point"",""coordinates"":[118.138745526635,33.97828314074179]}"
00000000000000000569,32,30,26,64,58,203,36,0,63,-99,-95,3,33,-83,79,-71,1,23,11,8,564,26,-13,-40,-2,-103,22,-3,343,-64,-19,22,-73,36,-46,0,3.8507175,332.83334,0.10333445,100201.336,0.008086667,0.3880792081340543,166.5,287.44333,1.8099972,"{""type"":""Point"",""coordinates"":[118.58395109401316,34.61886867987772]}"
00000000000000000c03,38,35,35,51,51,201,39,1,47,-294,-88,14,18,28,1,-26,2,11,12,0,540,35,-3,-41,-34,-14,-13,-3,21,-62,-6,14,18,-6,-22,0,0.0,335.66666,0.10333445,100833.336,0.008067,0.7842191766433727,164.75,287.96332,1.8093306,"{""type"":""Point"",""coordinates"":[118.11179471986797,34.83258001606622]}"
00000000000000000e36,41,35,36,52,52,200,42,1,51,-21,-100,0,28,10,14,-42,0,14,13,3,390,10,-11,-15,-26,-6,-12,-2,230,-85,-2,10,-2,3,-37,0,1.4614187,335.66666,0.10333445,100833.336,0.008067,0.5566733838970755,164.75,287.96332,1.8093306,"{""type"":""Point"",""coordinates"":[118.18348368750421,34.82099081242831]}"
00000000000000000fd1,34,32,32,54,46,202,36,1,131,371,-116,12,22,-23,7,-12,-1,16,5,5,247,61,-7,0,20,-26,17,-1,545,-97,-6,28,-36,5,-6,-2,0.0,329.33334,0.10333445,99774.0,0.008595333,0.4105680460708897,173.75,288.16333,5.461331,"{""type"":""Point"",""coordinates"":[117.37499961640287,35.921336424780826]}"
00000000000000001a55,31,27,23,68,42,198,21,0,128,2251,-47,18,104,-6,13,-118,-10,30,0,14,-969,56,-17,-121,-109,-59,91,4,2214,-32,0,85,-4,3,-91,-10,2.4693742,329.33334,0.10333445,99774.0,0.008595333,0.8836529678017013,173.75,288.16333,5.461331,"{""type"":""Point"",""coordinates"":[117.36960856322924,35.90840057262478]}"
000000000000000018bc,31,29,28,61,50,198,31,0,507,281,-193,12,47,-36,12,-30,0,24,5,12,1092,106,-18,-62,11,13,-27,-6,553,-171,-2,47,-19,5,-44,-1,14.855788,337.75,0.10333445,96974.0,0.0082600005,0.8305272784008403,150.08333,287.27667,2.3499973,"{""type"":""Point"",""coordinates"":[112.64698355572685,33.582395231014765]}"
000000000000000008bd,36,33,31,51,44,199,31,1,51,77,-124,-19,45,-31,18,-56,0,18,9,7,-1319,54,1,-17,12,-9,36,6,-175,-106,-47,36,-25,-5,-30,1,1.4511403,344.08334,0.10333445,100786.664,0.009065,0.9780370535771021,154.08333,288.32333,1.9159973,"{""type"":""Point"",""coordinates"":[114.86492704240769,33.824399563387374]}"
000000000000000009cb,31,27,24,56,38,197,23,1,53,-847,-164,-35,60,-32,28,-35,5,22,4,10,-170,99,24,-27,35,6,22,0,-658,-140,-61,56,-28,2,-8,4,1.4518415,344.08334,0.10333445,100786.664,0.009065,0.4737560314043362,154.08333,288.32333,1.9159973,"{""type"":""Point"",""coordinates"":[114.83932288415878,33.89419787217696]}"
00000000000000001452,34,29,26,52,46,202,35,1,52,-268,-112,-34,54,-31,19,-38,2,18,9,6,-628,63,3,-8,21,8,20,2,-370,-96,-53,49,-23,3,-23,2,1.117017,344.08334,0.10333445,100786.664,0.009065,0.5002464826205992,154.08333,288.32333,1.9159973,"{""type"":""Point"",""coordinates"":[114.81156498010107,33.878301176921426]}"
000000000000000015a3,33,29,30,56,50,201,33,0,267,-567,-133,21,-16,-65,60,-45,3,17,6,5,-321,71,-1,-9,61,-33,-1,1,-486,-111,-3,-11,-70,42,-35,3,7.768246,338.33334,0.10333445,96630.0,0.008384667,0.7032137647383956,155.08333,287.7033,2.522664,"{""type"":""Point"",""coordinates"":[112.0371167637481,33.22261712161853]}"
0000000000000000047c,32,29,27,56,54,196,30,0,26,286,-112,10,-3,-22,43,-51,0,18,8,8,1091,118,35,-66,58,-30,-16,-6,-307,-84,-14,-15,-28,28,-28,2,0.0,344.16666,0.10333445,101108.0,0.009053334,0.4529240227741075,160.08333,288.72,2.3319972,"{""type"":""Point"",""coordinates"":[118.15491422705477,33.555176878184525]}"
00000000000000000939,35,31,27,53,42,199,29,1,41,805,-125,-40,39,-18,7,-71,-3,19,5,7,-219,60,-10,-34,-11,-24,6,0,-8,-101,-51,29,-3,4,-50,1,2.2144763,347.91666,0.10333445,100902.0,0.009202,0.8067377316841935,151.33333,288.87665,2.4606638,"{""type"":""Point"",""coordinates"":[115.02527631628956,33.14958596456519]}"
00000000000000000997,34,30,27,58,49,200,31,1,43,32,-132,-48,25,23,27,-76,1,24,4,10,-463,65,10,-41,-23,-41,6,1,-638,-115,-43,22,26,16,-50,4,1.8543341,347.91666,0.10333445,100902.0,0.009202,0.8185136514540442,151.33333,288.87665,2.4606638,"{""type"":""Point"",""coordinates"":[115.03928681179953,33.136917658472356]}"
0000000000000000099c,33,28,25,53,36,199,23,1,45,382,-159,-44,40,-10,9,-43,0,24,2,12,73,79,-24,-27,-23,-28,-22,-1,-372,-130,-52,23,3,-7,-33,3,1.1070634,347.91666,0.10333445,100902.0,0.009202,0.3796917064248285,151.33333,288.87665,2.4606638,"{""type"":""Point"",""coordinates"":[115.05114802060166,33.10296160395036]}"
00000000000000000aeb,35,30,26,54,37,199,25,1,45,596,-140,-31,32,18,14,-52,-2,20,4,8,-208,55,-20,-40,-48,-30,4,0,-41,-123,-29,25,26,5,-39,1,1.1071264,347.91666,0.10333445,100902.0,0.009202,0.9439813082827136,151.33333,288.87665,2.4606638,"{""type"":""Point"",""coordinates"":[115.06030701416543,33.108085111060774]}"
0000000000000000182c,32,30,32,57,57,200,36,0,38,199,-55,-105,67,88,122,-238,0,35,6,15,-343,-17,35,-34,-158,-72,118,0,-639,-26,-113,61,90,78,-173,4,1.4445068,347.91666,0.10333445,100902.0,0.009202,0.9027019207473621,151.33333,288.87665,2.4606638,"{""type"":""Point"",""coordinates"":[115.00991471316044,33.1514721643108]}"
000000000000000005d3,33,29,26,62,39,199,23,1,40,1445,-175,-29,20,-42,2,-26,-6,24,0,11,-11,99,-11,-20,6,-11,-43,0,151,-137,-48,-3,-38,-26,7,0,1.4447247,347.75,0.10333445,100946.0,0.009129333,0.34716764925931143,151.58333,288.87332,2.9079974,"{""type"":""Point"",""coordinates"":[115.4141545191606,33.173839015194886]}"
000000000000000010f9,36,38,38,58,61,199,49,1,44,394,-97,-21,15,9,-17,-28,-1,16,8,4,44,103,-15,-5,-52,7,-15,0,489,-75,-26,18,-10,-8,-45,-1,0.0,354.08334,0.10333445,100882.0,0.009478667,0.564971328297998,151.58333,289.73666,2.670664,"{""type"":""Point"",""coordinates"":[117.64287565308763,31.94790728077312]}"
00000000000000000412,33,29,26,51,34,199,20,0,8,-800,-41,-43,108,45,-11,-48,5,17,2,5,-8,55,9,-60,-45,-74,18,0,-1012,-32,-46,89,53,-36,-30,6,2.8861294,346.75,0.10333445,101244.0,0.009536333,0.9899356539083572,157.58333,288.78333,2.4499972,"{""type"":""Point"",""coordinates"":[118.80008372207364,33.09703545865033]}"
