system:index,Built,DEM,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,Landsat_B1,Landsat_B10,Landsat_B11,Landsat_B2,Landsat_B3,Landsat_B4,Landsat_B5,Landsat_B6,Landsat_B7,Landsat_B8,Landsat_B9,Mean_EVI,Mean_NDBI,Mean_NDVI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,Sentinel_B1,Sentinel_B10,Sentinel_B11,Sentinel_B12,Sentinel_B2,Sentinel_B3,Sentinel_B4,Sentinel_B5,Sentinel_B6,Sentinel_B7,Sentinel_B8,Sentinel_B8A,Sentinel_B9,lrad,prec,pres,shum,split,srad,temp,wind,.geo
00000000000000001e9f,1,83,345,-104,4,31,-3,35,-22,0,52,204,200,48,45,56,74,91,81,49,0,14,-3,7,781,-25,-1,-14,2,-7,37,-2,-160,-73,-6,8,1,23,-11,0,0.92740995,1868.0,17.0,2393.0,1731.0,1568.0,1441.0,1491.0,1689.0,2210.0,2504.0,2463.0,2697.0,662.0,347.16666,0.076667786,100448.0,0.008103,0.8444288917629074,148.66667,289.48666,2.0719972,"{""type"":""Point"",""coordinates"":[113.90741089589805,34.811376990557086]}"
000000000000000005ba,1,122,-265,-73,13,12,-8,3,-1,1,42,203,200,37,34,35,50,48,41,40,0,13,-6,5,-258,-14,-15,-7,8,7,16,0,192,-49,-8,4,-20,-11,5,0,0.0,2031.0,21.0,2764.0,2270.0,1830.0,1622.0,1989.0,1934.0,2265.0,2527.0,2118.0,2722.0,407.0,347.41666,0.076667786,100197.336,0.008174334,0.4576421106738232,149.25,289.54666,2.030664,"{""type"":""Point"",""coordinates"":[113.6015344000359,34.75298952136326]}"
000000000000000005bb,1,101,-813,-85,6,20,5,6,0,3,43,202,199,39,33,31,44,45,39,29,0,14,-5,5,-655,-47,6,-5,12,15,6,2,-638,-59,-10,8,-9,-1,6,2,2.4399936,1842.0,20.0,1723.0,1410.0,1604.0,1260.0,1156.0,1179.0,1436.0,1608.0,1724.0,1748.0,380.0,347.41666,0.076667786,100197.336,0.008174334,0.8836659778337143,149.25,289.54666,2.030664,"{""type"":""Point"",""coordinates"":[113.67097598074122,34.779217953759634]}"
000000000000000005bc,1,109,-784,-109,-5,24,-35,9,0,3,42,201,199,37,33,33,46,39,30,31,0,19,-8,7,-273,10,-11,-2,9,24,-1,0,-163,-69,-26,11,-44,-7,13,1,2.257564,1898.0,20.0,1685.0,1095.0,1445.0,1242.0,1166.0,1168.0,1904.0,2125.0,2161.0,2365.0,463.0,347.41666,0.076667786,100197.336,0.008174334,0.500033883506203,149.25,289.54666,2.030664,"{""type"":""Point"",""coordinates"":[113.62480198933278,34.790089242127934]}"
000000000000000001ad,1,60,1314,-137,1,56,15,19,-94,-3,52,188,186,46,38,37,53,44,34,38,1,31,-13,13,-459,30,8,0,-33,88,50,0,590,-107,-10,80,2,21,-36,-1,0.0,1841.0,20.0,2050.0,1721.0,1611.0,1434.0,1503.0,1569.0,1982.0,2175.0,2109.0,2330.0,833.0,341.66666,0.076667786,100632.0,0.008540667,0.9027615646896854,152.91667,288.32,2.3499973,"{""type"":""Point"",""coordinates"":[115.29494937069884,34.891779041651766]}"
000000000000000002c1,1,68,932,-233,-16,58,-59,33,-73,-2,35,197,195,29,25,19,64,41,24,24,0,38,-15,15,-363,93,6,-17,27,63,42,0,21,-177,-36,87,-50,28,-17,0,0.92740995,1764.0,18.0,2006.0,1650.0,1645.0,1372.0,1384.0,1488.0,1858.0,2062.0,2060.0,2130.0,849.0,341.66666,0.076667786,100632.0,0.008540667,0.4538799943584697,152.91667,288.32,2.3499973,"{""type"":""Point"",""coordinates"":[115.25299814798801,34.861862932684204]}"
0000000000000000039e,1,67,1078,-175,0,58,-16,31,-69,-2,34,196,195,28,24,22,52,43,29,27,0,31,-13,13,-875,63,0,5,-6,59,56,2,1344,-128,-8,83,-33,23,-40,-3,0.92740995,1768.0,20.0,2276.0,2019.0,1767.0,1514.0,1549.0,1709.0,1976.0,2107.0,2120.0,2277.0,858.0,341.66666,0.076667786,100632.0,0.008540667,0.5854719475162677,152.91667,288.32,2.3499973,"{""type"":""Point"",""coordinates"":[115.28129560327316,34.810213165182134]}"
0000000000000000118f,0,68,2261,-226,-15,97,-49,40,-71,-6,34,199,196,29,25,22,76,42,26,22,0,39,-16,16,-1440,125,3,-42,18,40,60,4,1126,-167,-22,108,-59,36,-28,-2,1.4614865,1767.0,20.0,1896.0,1425.0,1510.0,1315.0,1265.0,1448.0,2073.0,2279.0,2320.0,2373.0,961.0,341.66666,0.076667786,100632.0,0.008540667,0.7021254861375381,152.91667,288.32,2.3499973,"{""type"":""Point"",""coordinates"":[115.27707283457555,34.82736732693474]}"
00000000000000001cde,1,69,723,-199,9,45,-34,33,-46,-1,35,199,197,30,27,26,69,52,35,31,0,33,-13,14,130,96,14,9,0,27,39,-1,378,-143,-14,80,-29,17,-17,0,1.1293572,1742.5,20.0,2151.5,1670.0,1459.5,1234.5,1244.0,1405.5,1815.5,2003.5,1901.0,2145.0,839.0,341.66666,0.076667786,100632.0,0.008540667,0.8044415205530304,152.91667,288.32,2.3499973,"{""type"":""Point"",""coordinates"":[115.2022446597977,34.800059792083445]}"
00000000000000001189,0,434,667,-363,40,18,-43,-28,60,-1,34,188,187,26,18,14,27,24,14,16,1,36,-14,15,-1445,99,-41,-26,95,46,-28,4,531,-266,-40,56,-19,-22,59,0,22.651558,1240.8,16.0,1168.0,585.0,947.6,713.8571428571429,530.0,713.0,1357.0,1458.0,1454.0,1607.0,650.5,308.33334,0.076667786,97648.664,0.006228667,0.9291369084159022,155.16667,284.16,2.1399972,"{""type"":""Point"",""coordinates"":[117.29468674732927,40.25966272619413]}"
00000000000000001d1c,1,86,561,-191,-35,63,-45,48,-52,0,36,200,198,31,28,26,64,46,33,28,0,36,-12,14,-343,72,17,-46,29,0,30,0,225,-130,-39,28,-33,19,-25,0,1.463053,1686.0,16.0,1955.0,1449.0,1412.0,1215.0,1099.0,1316.0,2018.0,2366.0,2207.0,2496.0,568.0,346.58334,0.076667786,100340.664,0.008055001,0.42203823842342536,148.83333,289.43,2.090664,"{""type"":""Point"",""coordinates"":[113.90516350896712,34.97469156663954]}"
0000000000000000038d,1,119,1110,-124,-2,27,-64,48,-33,-3,47,205,202,44,44,46,72,69,56,39,0,21,-8,9,-2020,25,-21,-1,54,20,73,6,284,-60,-23,25,-27,10,9,0,1.8543341,1902.5,18.0,2407.0,1975.5,1791.0,1640.5,1774.5,1875.0,2160.0,2399.5,2235.0,2536.0,713.5,334.83334,0.076667786,100239.336,0.008105334,0.6804212179545024,166.0,288.17667,1.8926638,"{""type"":""Point"",""coordinates"":[118.07245207127339,35.30949425103542]}"
00000000000000000f32,0,59,-467,-270,104,113,43,137,-167,3,34,200,198,29,25,21,77,50,26,22,0,47,-17,19,884,92,-27,-77,-76,0,129,-3,-936,-171,26,125,46,85,-76,4,1.8543341,1776.0,20.0,2192.0,1622.0,1493.0,1339.0,1285.0,1536.0,2369.0,2625.0,2526.0,2790.0,918.0,343.08334,0.076667786,100683.336,0.008594667,0.5276091615422882,151.66667,288.48334,2.2499974,"{""type"":""Point"",""coordinates"":[115.20682415657957,34.60081377971232]}"
00000000000000001d00,1,62,125,-207,23,23,-10,55,-71,0,34,201,198,28,25,22,69,50,33,27,0,33,-12,14,254,68,4,-15,-10,37,60,-1,-104,-153,-4,70,-24,47,-50,1,1.4593085,1745.0,19.0,2049.0,1664.0,1455.0,1268.0,1286.0,1395.0,1900.0,2034.0,2076.0,2139.0,800.0,343.08334,0.076667786,100683.336,0.008594667,0.2864742663735732,151.66667,288.48334,2.2499974,"{""type"":""Point"",""coordinates"":[115.23826527810743,34.62084852074545]}"
00000000000000001da7,1,61,617,-192,0,30,-21,56,-62,-1,35,199,197,30,25,24,60,46,31,23,0,34,-12,14,-529,43,7,-4,-4,42,52,1,820,-149,-21,71,-48,49,-43,-2,0.92740995,1771.0,17.0,2012.0,1603.0,1471.0,1276.0,1299.0,1446.0,1904.0,2075.0,2015.0,2175.0,931.0,343.08334,0.076667786,100683.336,0.008594667,0.5317937384976583,151.66667,288.48334,2.2499974,"{""type"":""Point"",""coordinates"":[115.26701310259897,34.63261608842549]}"
00000000000000000246,1,87,108,-146,20,1,-47,22,-29,0,38,203,201,35,34,36,62,60,49,29,0,23,-7,10,-1009,74,-6,-32,-28,17,-12,3,-158,-74,-4,-17,-39,7,-10,1,1.4662147,1721.0,16.0,2436.0,2073.0,1602.0,1574.0,1652.0,1729.0,2002.0,2117.0,2183.0,2266.0,671.0,335.33334,0.076667786,100522.0,0.008254,0.5337205436107144,163.5,287.91,1.8799973,"{""type"":""Point"",""coordinates"":[117.0394790167374,35.2682609435942]}"
0000000000000000055d,1,30,-21,-129,-17,36,-3,17,-61,0,46,205,201,42,40,43,66,65,57,41,0,23,-7,11,1323,83,-3,-18,6,16,11,-4,470,-69,-25,21,-11,10,-35,-1,1.4821404,1867.0,18.0,2187.0,1825.0,1695.5,1579.5,1707.5,1740.0,2044.0,2322.5,2156.5,2406.5,672.0,337.58334,0.076667786,101338.0,0.007985667,0.5860058810945543,158.75,288.78998,2.6259973,"{""type"":""Point"",""coordinates"":[116.69488414642815,36.67996328700358]}"
00000000000000000087,1,79,472,-127,10,21,-25,31,-58,0,49,204,201,44,39,38,62,52,43,38,0,20,-9,9,-133,2,-4,-26,12,-5,58,0,3,-92,-2,19,-6,14,-22,0,1.4759098,1797.0,15.0,1895.0,1514.0,1492.0,1329.0,1311.0,1413.0,1941.0,2135.0,1960.0,2189.0,510.0,339.58334,0.076667786,100166.664,0.0073590004,0.9832279756800232,144.16667,288.32666,2.7679973,"{""type"":""Point"",""coordinates"":[114.30967532013153,36.14043881414295]}"
00000000000000001ee3,1,71,-148,-64,-5,12,-8,1,-18,1,52,205,202,48,46,48,64,62,55,49,0,15,-7,6,150,-15,-13,-3,-1,35,5,0,30,-42,-7,10,-5,-3,-9,0,1.4755592,1923.5,15.5,2161.0,1960.0,1915.0,1858.5,2068.5,1818.5,2079.0,2220.0,2278.5,2375.0,619.0,339.58334,0.076667786,100166.664,0.0073590004,0.4146483539324861,144.16667,288.32666,2.7679973,"{""type"":""Point"",""coordinates"":[114.38791916631634,36.10971560788471]}"
000000000000000009ea,1,68,941,-141,-7,32,-29,42,-70,-2,45,204,201,43,40,41,68,58,49,39,0,26,-11,11,-765,23,-3,-3,12,18,22,2,670,-87,-20,29,-16,15,-36,-1,3.006993,1768.0,16.0,2089.0,1686.0,1626.0,1554.0,1638.0,1665.0,2105.0,2210.0,2088.0,2352.0,646.0,339.83334,0.076667786,100324.664,0.0073743337,0.5821533937141411,144.0,288.31665,2.810664,"{""type"":""Point"",""coordinates"":[114.46185106178247,36.06452707780909]}"
00000000000000001dde,1,67,428,-175,-14,39,-43,20,-49,0,43,203,200,40,36,34,68,47,34,33,0,28,-13,12,-371,45,0,-21,17,29,-1,0,317,-113,-27,37,-26,0,-19,0,1.8543341,1763.0,16.0,1876.0,1519.0,1509.0,1337.0,1347.0,1384.0,1933.0,2235.0,2061.0,2412.0,630.0,339.83334,0.076667786,100324.664,0.0073743337,0.38275270996232624,144.0,288.31665,2.810664,"{""type"":""Point"",""coordinates"":[114.4259196254938,36.04818001334715]}"
00000000000000000c50,0,99,861,-204,26,-4,-42,-3,0,-1,36,194,193,30,28,26,42,49,22,26,0,29,-8,12,-167,87,-35,2,-57,29,6,0,178,-120,-15,7,-43,-5,4,0,5.1673017,1495.5,15.0,2578.0,1664.0,1206.5,1216.0,1248.5,1453.5,2000.0,2213.5,2113.5,2342.0,790.5,356.75,0.13916779,100464.0,0.009662334,0.4727907431375631,139.25,289.62665,2.1693306,"{""type"":""Point"",""coordinates"":[114.78407908120766,31.918802728197278]}"
0000000000000000183d,0,20,1704,-146,-179,132,-1,132,-94,-4,34,196,194,29,25,18,92,37,17,21,0,50,-20,20,-274,120,96,-76,-25,-80,6,0,1544,-57,-161,78,0,53,-31,-4,0.0,1554.0,17.0,1822.0,1105.0,1296.5,1207.0,1206.5,1447.5,1983.5,2201.5,2106.0,2411.0,861.0,347.0,0.13916779,101214.664,0.00975,0.7161311760742682,157.0,288.86667,2.6693306,"{""type"":""Point"",""coordinates"":[118.31086236819694,33.07421823855985]}"
00000000000000001846,0,17,2267,-177,-70,68,-27,18,-49,-6,36,197,194,29,24,19,66,35,18,21,0,39,-15,14,-916,190,6,-45,4,-17,-3,2,2648,-88,-91,40,-36,-18,-11,-8,0.0,1532.0,17.0,1610.0,1059.0,1223.0,1033.0,959.0,1054.0,1474.0,1607.0,1675.0,1779.0,820.0,347.0,0.13916779,101214.664,0.00975,0.3383642309360704,157.0,288.86667,2.6693306,"{""type"":""Point"",""coordinates"":[118.35200649361711,33.026786780654355]}"
00000000000000001831,0,11,2715,-177,5,78,29,36,-44,-9,46,188,186,41,36,30,24,9,6,33,0,5,-17,2,637,-32,35,-9,48,-11,-9,-3,3351,-140,0,63,30,37,-42,-11,0.0,1651.0,14.0,257.5,162.5,1401.0,1321.5,1106.0,1111.5,884.0,872.5,758.5,692.0,267.0,347.0,0.13916779,101262.664,0.009757001,0.3842995366422107,157.33333,288.88,2.6573305,"{""type"":""Point"",""coordinates"":[118.11044807134981,33.03469276682212]}"
000000000000000006bb,1,25,947,-111,-36,46,1,8,-28,-2,39,204,202,35,31,30,58,50,39,29,0,25,-10,10,-358,62,25,-23,-73,-37,28,0,-336,-61,-34,30,-1,-22,-7,1,3.8632755,1421.0,14.5,1762.0,1432.5,1270.0,1202.5,1085.0,1227.0,1632.5,1789.5,1801.5,1829.5,551.0,354.16666,0.13916779,101050.0,0.009960667,0.7338699126742894,147.16667,289.41,2.244664,"{""type"":""Point"",""coordinates"":[116.41721592383006,32.38979081786645]}"
0000000000000000061d,1,48,1363,-207,74,-28,-40,35,-47,-3,37,202,198,30,27,29,57,48,36,23,0,24,-11,10,-1103,145,-49,3,-74,-21,38,3,140,-121,25,-1,-36,16,-14,0,2.1887872,1493.5,14.0,2503.5,2137.5,1405.5,1314.5,1491.0,1595.5,1981.0,2178.0,1934.5,2226.0,572.0,354.91666,0.13916779,100946.0,0.010019667,0.38002125188427816,145.08333,289.40668,2.0079973,"{""type"":""Point"",""coordinates"":[116.23575280646008,32.104484155163824]}"
000000000000000016ca,0,41,971,-277,104,-37,-109,90,-72,-2,34,197,194,28,23,20,53,27,11,22,0,36,-16,15,-661,207,-53,-1,-55,28,60,1,59,-146,28,-13,-99,33,-30,0,1.4347541,1403.0,11.5,1353.5,755.0,1158.5,1080.0,987.5,1278.5,1698.5,1878.0,1781.0,2014.5,515.0,354.91666,0.13916779,100946.0,0.010019667,0.36165853795999103,145.08333,289.40668,2.0079973,"{""type"":""Point"",""coordinates"":[116.2042225029112,32.1149942563468]}"
000000000000000005cb,1,30,-399,-89,-10,0,-25,-15,0,2,44,200,194,39,30,27,38,26,17,28,1,18,-10,6,128,21,-27,-33,5,-20,-10,-1,177,-45,-21,-7,-35,-4,-3,0,4.288932,1799.0,15.0,1436.0,1145.0,1403.0,1221.0,1064.0,1241.0,1753.0,1910.0,1821.0,1953.0,614.0,357.16666,0.13916779,100972.0,0.010155667,0.3670441598441676,146.0,289.88,2.0773306,"{""type"":""Point"",""coordinates"":[117.28471619737378,31.81379089838863]}"
0000000000000000061a,1,51,1010,-151,0,23,-20,21,-88,-2,35,195,193,30,24,21,33,16,8,26,0,32,-13,12,401,100,-1,-74,41,-29,-57,-2,473,-81,-47,-7,-63,39,-67,0,1.44131,1605.5,18.0,2303.5,1790.0,1406.0,1274.5,1383.5,1565.5,1856.0,2074.5,2019.0,2260.5,873.0,347.66666,0.13916779,101043.336,0.00977,0.45783627577843644,156.58333,288.9,2.6353307,"{""type"":""Point"",""coordinates"":[117.86368141905214,32.81810531045414]}"
00000000000000001767,0,43,1863,-203,30,0,-32,118,-113,-5,35,198,195,29,26,22,69,30,15,23,0,40,-16,16,-211,162,-30,-33,-133,-44,72,0,648,-106,-16,14,-32,37,-46,-1,1.096085,1391.0,12.0,1555.0,710.0,1157.0,1042.0,963.0,1166.0,1750.0,1913.0,1902.0,2112.0,545.0,353.91666,0.13916779,100866.0,0.009938334,0.8304372005662211,146.66667,289.34332,2.1033306,"{""type"":""Point"",""coordinates"":[116.4420977077083,32.21183255392447]}"
00000000000000001a37,1,58,363,-164,-24,23,-74,2,-32,0,37,198,196,30,28,24,56,40,26,26,0,31,-11,12,-113,78,-45,-48,6,-20,-11,0,592,-97,-34,-3,-72,-2,-22,-1,2.183193,1602.0,14.0,1710.0,1225.5,1272.0,1086.5,972.5,1180.0,1742.0,1956.0,1970.5,2066.0,665.5,356.08334,0.13916779,100829.336,0.010079334,0.7092035224683763,145.66667,289.66,1.9046639,"{""type"":""Point"",""coordinates"":[117.05376151741157,31.869306706504027]}"
00000000000000000725,1,60,306,-75,14,-13,3,-22,19,0,43,194,192,37,31,31,38,39,34,30,0,12,-7,5,-1165,-4,2,-12,-59,-8,-24,3,-72,-57,-5,0,-10,5,-11,0,7.501773,1661.0,16.0,1543.0,1366.0,1692.0,1466.0,1342.0,1345.0,1450.0,1571.0,1535.0,1536.0,545.0,365.16666,0.20166779,100221.336,0.011788,0.4791906950655065,142.83333,290.70334,2.8853307,"{""type"":""Point"",""coordinates"":[118.97849235522203,30.62702790762033]}"
0000000000000000167b,0,8,395,-2,-14,81,8,53,-81,0,39,194,192,32,28,22,62,35,19,24,0,35,-14,12,180,-18,3,-45,-45,-41,99,-1,-623,17,-17,84,33,30,-58,3,2.8539734,1491.0,10.0,514.0,284.5,1158.5,965.5,674.5,746.5,865.0,892.0,606.5,864.0,325.5,357.66666,0.20166779,101284.0,0.009946668,0.5345929515551777,146.08333,290.02667,2.5313306,"{""type"":""Point"",""coordinates"":[118.61574894362526,31.346936395395996]}"
00000000000000001683,0,8,647,-82,-7,38,-39,31,-12,-1,45,193,191,39,33,27,43,24,14,31,0,20,-13,7,618,85,23,0,30,-10,56,-2,-445,-42,-13,50,-14,17,-11,2,6.327053,1505.5,11.0,1383.5,726.5,1158.5,976.5,729.5,1071.5,1417.0,1595.0,1504.0,1805.5,642.0,357.66666,0.20166779,101284.0,0.009946668,0.3233519491598287,146.08333,290.02667,2.5313306,"{""type"":""Point"",""coordinates"":[118.68096775563293,31.303277336981715]}"
000000000000000015ca,0,1365,-1122,-173,8,10,-119,-31,126,5,29,191,190,23,20,15,73,43,19,18,1,49,-17,18,1124,86,13,48,-33,-13,-68,-4,-1626,-50,-34,-14,-120,-73,156,7,22.032898,1020.0,12.0,1631.0,697.0,740.0,659.0,387.0,816.0,1918.0,2326.0,2312.0,2702.0,986.0,308.83334,0.20166779,85994.0,0.0070490004,0.8800743596963211,142.58333,281.3633,2.1859972,"{""type"":""Point"",""coordinates"":[116.16505821835877,31.040881535491696]}"
000000000000000015d5,0,919,-997,-200,-14,32,-114,-48,97,5,30,194,193,24,20,14,83,46,20,18,0,53,-18,21,264,138,28,19,-4,-10,-37,-1,-1356,-74,-39,16,-133,-57,101,6,34.000248,1092.0,13.0,1720.0,790.0,779.0,761.0,544.0,939.0,2039.0,2420.0,2522.0,2828.0,871.0,308.83334,0.20166779,85994.0,0.0070490004,0.7246587108507347,142.58333,281.3633,2.1859972,"{""type"":""Point"",""coordinates"":[116.12642902593277,31.046540134728517]}"
0000000000000000190b,0,3,-444,-126,-55,41,-102,50,-15,2,39,201,199,34,30,29,59,48,31,30,0,26,-11,10,-423,117,-17,7,31,-32,-4,0,-916,-60,-52,43,-52,8,-1,3,6.459553,1598.0,21.0,2150.0,1463.5,1309.0,1179.5,1107.0,1256.0,1460.5,1632.5,1621.5,1795.5,832.0,344.0,0.13000111,101444.0,0.009704,0.9032935585177113,158.0,288.28,2.5153306,"{""type"":""Point"",""coordinates"":[119.83072020765762,33.419798570201905]}"
00000000000000000a54,1,18,1741,-66,-91,105,45,59,-62,-4,37,202,200,32,30,29,72,53,37,29,0,41,-15,16,102,70,14,-52,-74,-36,28,-1,1119,-18,-93,69,35,18,-28,-2,1.8543341,1634.0,21.0,2141.0,1539.0,1369.5,1218.5,1256.0,1417.0,1854.5,2016.0,1950.0,2114.0,892.5,344.25,0.13000111,101245.336,0.009559,0.3298628744217237,158.41667,288.5533,2.680664,"{""type"":""Point"",""coordinates"":[118.43051788586513,33.54682052281037]}"
00000000000000001b02,1,26,671,-109,-47,45,7,46,-40,-1,43,205,202,39,35,36,60,63,58,41,0,28,-9,10,274,32,11,-24,-85,-62,1,-1,373,-57,-33,20,-7,9,-24,0,0.0,1800.5,13.0,2700.5,2443.5,1779.0,1584.5,1687.0,1689.0,1920.0,2162.0,2147.0,2364.5,592.5,354.75,0.13000111,101227.336,0.010063667,0.35009728033605536,149.16667,289.58667,2.1099973,"{""type"":""Point"",""coordinates"":[116.80645531388642,32.25585279952409]}"
00000000000000001bb0,1,26,700,-124,-55,47,6,44,-36,-1,43,203,200,39,33,34,61,63,56,43,0,31,-9,11,1102,41,20,-26,-93,-55,0,-4,369,-67,-40,22,-14,5,-22,0,1.436032,1794.0,14.0,2686.0,2315.0,1600.0,1457.5,1723.0,1815.5,2047.0,2272.0,2046.0,2421.0,631.5,354.75,0.13000111,101227.336,0.010063667,0.8823272840172386,149.16667,289.58667,2.1099973,"{""type"":""Point"",""coordinates"":[116.80825233161096,32.25405578179955]}"
00000000000000000a58,1,2,805,-93,-68,60,-42,48,-66,-1,37,196,194,33,30,27,60,50,38,28,0,37,-14,15,-276,67,-5,-9,3,-18,18,0,-153,-20,-73,64,-4,-3,-26,1,0.92740995,1656.0,19.0,1893.5,1564.5,1387.5,1185.0,1185.5,1433.5,1888.0,1993.0,1875.5,2071.0,939.0,345.25,0.13000111,101598.664,0.009774,0.7800456242469422,157.83333,288.47333,2.494664,"{""type"":""Point"",""coordinates"":[119.84078439873527,33.30705911826763]}"
000000000000000018c4,0,43,1777,-64,-42,105,-19,94,-123,-4,35,197,195,29,25,21,82,38,23,24,0,48,-18,19,1055,49,0,-71,-55,-23,48,-4,2001,-21,-66,45,-41,61,-97,-5,1.4459535,1601.0,20.0,2065.0,1261.0,1332.0,1207.0,1177.0,1399.0,1948.0,2290.0,2194.0,2480.0,891.0,345.25,0.13000111,101246.664,0.009620001,0.8449059528683791,158.66667,288.69666,2.6519973,"{""type"":""Point"",""coordinates"":[118.14143882367127,33.30014305253374]}"
00000000000000000e63,0,29,2957,-209,23,-12,-72,72,-63,-8,35,200,196,30,28,25,75,46,25,26,0,41,-16,17,-635,133,-6,-34,-57,-74,95,1,1151,-126,-14,2,-72,6,-8,-2,1.0979059,1481.0,13.0,1724.5,932.5,1199.5,1110.0,1034.0,1223.0,2188.5,2678.5,2490.0,2826.5,653.5,355.5,0.13000111,101098.664,0.010012333,0.6692282720226111,143.16667,289.46667,2.200664,"{""type"":""Point"",""coordinates"":[115.82819097017514,32.36239410099407]}"
00000000000000001b5f,1,73,-92,-110,-13,17,-33,23,-21,1,43,199,197,40,33,31,43,42,37,31,1,22,-7,8,-252,39,-37,-27,-20,-14,-40,0,382,-50,-20,4,-35,20,-23,0,1.4349117,1775.0,15.0,1863.0,1629.0,1452.0,1302.0,1393.0,1381.5,1652.0,1786.0,1862.0,1883.0,587.0,353.75,0.13000111,100675.336,0.009987334,0.9814537637997203,149.25,289.45334,2.1053305,"{""type"":""Point"",""coordinates"":[117.1393717985367,32.13233570034364]}"
0000000000000000191e,0,-2,2287,-86,-151,142,-10,82,-69,-6,33,196,194,27,24,17,79,32,18,19,0,45,-18,18,-1934,114,80,-49,-4,-60,21,5,1467,-17,-127,120,9,22,-15,-4,1.8543341,1642.5,23.0,2173.5,1669.0,1465.0,1340.0,1419.0,1643.0,2085.0,2280.5,2351.0,2598.5,1111.5,344.16666,0.13000111,101516.664,0.00973,0.26505180923743477,158.08333,288.26666,2.8739972,"{""type"":""Point"",""coordinates"":[120.18887966337147,33.461210241685265]}"
0000000000000000177b,0,57,2829,-115,-42,40,29,112,-102,-8,36,202,200,31,30,29,71,63,38,25,0,40,-14,15,-896,46,-3,-59,-64,-59,10,2,2631,-50,-46,0,-4,79,-50,-8,2.8723745,1571.5,14.0,2091.5,1358.0,1283.5,1148.5,1099.0,1365.0,2061.5,2374.0,2323.0,2637.0,780.0,352.41666,0.13000111,100866.664,0.009945334,0.3813889996676425,151.91667,289.39667,2.3613305,"{""type"":""Point"",""coordinates"":[117.30025616454503,32.36849861033624]}"
00000000000000001830,0,26,4869,-145,-92,85,-54,78,-103,-15,39,199,197,34,31,27,65,41,22,32,0,35,-14,14,-2268,72,27,-56,-26,-66,-17,7,4272,-93,-68,14,-77,61,-88,-14,0.0,1766.0,20.0,2355.5,1647.5,1433.0,1305.0,1408.5,1657.5,1874.5,2033.5,1997.5,2226.0,846.5,347.41666,0.13000111,101234.0,0.009770334,0.6144465027879056,157.5,288.89334,2.6513307,"{""type"":""Point"",""coordinates"":[117.71384224635318,32.91647307969315]}"
0000000000000000177c,0,193,-40,-256,-41,48,-144,-14,33,1,35,194,192,28,21,16,57,38,17,20,0,45,-16,18,-282,141,-3,-16,38,-36,-81,0,884,-131,-72,-10,-179,-20,17,-1,7.535184,1437.0,18.5,1828.0,856.5,1082.0,898.5,641.0,983.0,1423.0,1652.0,1547.0,1868.0,902.0,344.83334,0.13000111,99622.664,0.009514334,0.3872508033216485,155.16667,288.34,2.578664,"{""type"":""Point"",""coordinates"":[117.53606680555438,32.64266643860736]}"
000000000000000018d4,0,12,1262,-193,-76,42,-167,-5,-18,-3,42,185,184,35,29,24,41,23,14,27,0,34,-19,13,189,60,26,-19,33,18,-14,-1,2205,-117,-90,17,-145,-25,-15,-6,1.4463767,1521.5,17.0,859.0,522.5,1217.5,1013.5,857.5,1095.0,1414.5,1542.0,1013.0,1608.0,541.0,345.33334,0.13000111,101283.336,0.009640667,0.5622076201535087,158.33333,288.70667,2.6699972,"{""type"":""Point"",""coordinates"":[118.21555354228057,33.34353010578377]}"
00000000000000001860,0,-1,244,-128,-35,58,-98,-2,-9,0,39,190,189,33,29,23,43,24,15,27,0,35,-17,13,752,51,10,-40,-31,-2,27,-3,492,-56,-56,76,-28,-66,35,0,0.92740995,1524.0,16.5,1368.5,820.0,1305.5,1165.0,1040.5,1200.0,1624.5,1760.5,1875.0,1961.0,682.5,345.83334,0.13000111,101556.0,0.009779001,0.5816614712051864,157.33333,288.57333,2.3859973,"{""type"":""Point"",""coordinates"":[119.73765876867222,33.258013465780785]}"
00000000000000000609,1,26,660,-135,-40,28,-12,53,-54,-1,39,200,198,34,31,29,72,57,39,34,0,35,-10,14,-91,57,3,-51,-22,-32,-7,0,996,-81,-33,1,-36,40,-43,-2,2.9885042,1664.5,13.5,2410.0,1848.5,1697.0,1661.0,1747.5,1767.0,2190.5,2394.0,2409.0,2624.0,725.5,353.83334,0.13000111,101166.664,0.010024667,0.5908407108466425,150.66667,289.50665,2.2379973,"{""type"":""Point"",""coordinates"":[116.97497811999932,32.34487429295508]}"
