system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,Mean_EVI,Mean_NDBI,Mean_NDVI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,split,srad,temp,wind,.geo
00000000000000001e7c,31,31,31,64,61,201,40,0,99,633,-76,-35,43,-8,11,-50,-3,16,9,4,-199,65,12,6,-4,-37,-27,0,943,-67,-54,43,-14,0,-45,-5,1.4378675,345.25,0.11000111,100000.664,0.009036,0.9750819476434718,149.0,288.28333,2.4719973,"{""type"":""Point"",""coordinates"":[113.80958267788652,32.45213350969467]}"
0000000000000000098d,31,30,29,66,54,200,34,1,73,700,-122,-28,56,-37,18,-52,-3,22,9,9,-406,85,21,-18,8,-12,-6,2,712,-101,-27,48,-48,12,-55,-3,1.4407461,344.5,0.109167784,100502.664,0.009019334,0.456066618803475,149.0,288.1433,2.2413306,"{""type"":""Point"",""coordinates"":[114.33186380697346,32.75854955678431]}"
00000000000000001dc6,28,26,22,66,40,199,24,0,82,480,-190,-5,45,-9,-11,-2,-1,23,0,11,-339,87,4,-15,9,-17,-20,1,950,-173,-3,32,-13,-28,7,-5,0.0,341.83334,0.090834446,100426.664,0.008747667,0.988285216354357,149.0,287.68332,2.2066638,"{""type"":""Point"",""coordinates"":[113.6492334040046,33.36545104656251]}"
00000000000000000961,39,42,48,76,79,201,63,1,70,267,-55,-29,15,19,15,-65,0,16,16,4,-237,78,7,15,-58,-4,-46,1,192,-50,-26,17,6,12,-72,0,3.5421603,346.25,0.11750112,100540.0,0.009134,0.8095751463395906,149.0,288.47665,2.4539974,"{""type"":""Point"",""coordinates"":[114.39196357097182,32.493366817135886]}"
00000000000000001543,28,26,21,77,43,199,23,0,72,1072,-99,-42,38,46,49,-141,-5,25,5,11,-481,95,39,-49,-69,-21,27,2,978,-90,-44,53,13,37,-130,-5,1.8543341,346.25,0.11750112,100540.0,0.009134,0.6969790655488652,149.0,288.47665,2.4539974,"{""type"":""Point"",""coordinates"":[114.36905716886027,32.454291714604544]}"
00000000000000000a9e,30,27,23,66,39,199,22,0,65,1564,-50,-34,130,2,28,-154,-9,28,3,14,-1920,23,64,-62,-49,6,48,12,985,-54,-36,108,5,17,-139,-5,0.0,342.83334,0.09583445,100634.0,0.008867667,0.9661684291423792,149.0,287.8333,2.0579972,"{""type"":""Point"",""coordinates"":[114.04835862109644,33.1137437102976]}"
000000000000000013db,30,27,24,60,44,200,27,1,66,592,-137,1,69,-19,2,-66,-2,20,7,9,-633,91,20,-11,13,4,-10,3,522,-136,-4,62,-13,-7,-65,-2,1.1070354,342.83334,0.09583445,100634.0,0.008867667,0.8434291254604105,149.0,287.8333,2.0579972,"{""type"":""Point"",""coordinates"":[114.06182956537889,33.10080785814156]}"
000000000000000005bd,31,30,28,55,50,199,34,1,30,502,-109,-8,-12,-56,21,6,-2,16,10,5,430,21,-63,-59,-8,-23,-11,-3,769,-112,-8,-17,-56,12,15,-4,9.255425,353.25,0.21250111,100085.336,0.008760334,0.9564906134364441,149.0,289.44998,1.9593306,"{""type"":""Point"",""coordinates"":[116.07522516853605,30.19430782319183]}"
0000000000000000190c,32,31,30,65,53,201,28,0,90,1114,-137,-41,69,-31,58,-88,-6,20,4,6,-1280,39,16,-42,-64,-71,85,8,1554,-120,-41,50,-38,35,-69,-10,0.92740995,350.16666,0.08500112,100448.664,0.009519667,0.6911011598351102,150.0,288.84,1.6326638,"{""type"":""Point"",""coordinates"":[112.31119540999815,32.36966689481224]}"
00000000000000001a49,32,33,32,68,65,200,43,0,83,1593,-116,-25,41,-18,56,-74,-10,19,5,5,-1310,48,19,-56,-61,-63,54,8,1830,-108,-32,31,-29,29,-49,-12,0.0,349.41666,0.08416778,100375.336,0.009459667,0.3317229786101489,150.0,288.71332,1.6333306,"{""type"":""Point"",""coordinates"":[112.35889441396685,32.442162959739164]}"
00000000000000001b94,30,26,22,54,49,200,24,0,90,1423,-166,-37,35,-73,96,-95,-8,22,3,8,-752,48,39,-49,-27,-82,57,4,1693,-141,-48,36,-67,58,-64,-10,2.874469,349.41666,0.08416778,100375.336,0.009459667,0.6649118384526056,150.0,288.71332,1.6333306,"{""type"":""Point"",""coordinates"":[112.30391815707893,32.481510067434776]}"
00000000000000000adb,25,21,17,73,39,195,17,0,1239,1414,-250,107,-41,-78,-14,59,-8,27,1,19,-513,236,-1,13,53,2,-51,2,1721,-235,110,-48,-80,-6,43,-10,30.049828,305.83334,0.072501116,88000.664,0.006506,0.773310149502587,150.0,281.79,0.9299972,"{""type"":""Point"",""coordinates"":[111.23779614531162,33.82898351927032]}"
00000000000000001629,31,30,32,62,52,202,39,0,95,1225,-123,-122,81,18,40,-85,-7,21,5,8,-620,39,73,-46,-91,-72,57,3,1483,-119,-82,54,-6,26,-63,-9,0.0,348.08334,0.080001116,100244.664,0.009295667,0.4186788017000641,150.0,288.53665,1.816664,"{""type"":""Point"",""coordinates"":[112.55104599656194,32.54888262525129]}"
00000000000000001838,29,27,24,64,52,201,33,0,96,1206,-161,-52,61,-40,78,-98,-7,23,5,9,-614,54,43,-25,-68,-104,70,3,1440,-144,-43,40,-47,53,-68,-9,3.8637836,348.08334,0.080001116,100244.664,0.009295667,0.31360405262620505,150.0,288.53665,1.816664,"{""type"":""Point"",""coordinates"":[112.5286746865768,32.53702587555017]}"
000000000000000006d1,35,41,48,64,59,201,42,1,52,453,-39,9,-27,-18,25,-8,-2,9,9,-1,570,-5,-33,-54,-62,-25,-21,-4,579,-37,1,-25,-16,9,-5,-3,5.6668906,354.66666,0.19000112,100845.336,0.009028667,0.6399293289618067,150.0,289.59998,1.6626639,"{""type"":""Point"",""coordinates"":[116.44928577860648,30.55462102471447]}"
00000000000000000bd3,29,27,22,62,32,196,16,0,49,1239,-141,-6,-5,-68,48,-9,-7,19,0,5,-152,67,-21,-41,-51,-66,-9,0,1384,-120,-19,-25,-52,34,-8,-8,7.5520253,354.66666,0.19000112,100845.336,0.009028667,0.550088742041924,150.0,289.59998,1.6626639,"{""type"":""Point"",""coordinates"":[116.42556782010317,30.5535463813606]}"
00000000000000001680,30,25,22,42,34,193,18,0,178,527,-132,0,2,-39,-3,-8,-2,16,3,5,327,82,-49,-2,-11,-41,-11,-3,1187,-143,5,-1,-62,-15,-11,-7,18.116785,344.25,0.097501114,99358.0,0.008951334,0.557712715083784,150.0,288.13333,2.336664,"{""type"":""Point"",""coordinates"":[113.43040747890781,32.44916820749412]}"
00000000000000000981,33,31,29,57,54,201,39,1,102,7,-122,-25,31,-29,21,-27,1,15,6,3,38,37,29,-18,-21,-53,0,-1,455,-119,-23,20,-49,20,-14,-2,3.7847023,347.41666,0.07833445,100197.336,0.009265667,0.6446052348567338,150.0,288.42334,1.8113306,"{""type"":""Point"",""coordinates"":[112.5284071405136,32.66611239194638]}"
0000000000000000196f,30,28,26,67,50,199,29,0,74,783,-154,-4,19,-53,37,-87,-4,17,8,5,-309,115,-30,0,-24,-24,3,1,927,-123,-23,15,-51,20,-93,-5,2.3807673,347.0,0.12250111,100518.664,0.009230001,0.40690109842423217,150.0,288.65,2.5119972,"{""type"":""Point"",""coordinates"":[114.35045825836633,32.2834278804386]}"
00000000000000001795,28,24,18,45,28,194,14,0,230,745,-173,30,0,-59,3,43,-3,26,2,14,-882,53,-39,-40,29,-12,-25,5,1320,-192,36,-13,-69,12,55,-7,7.7858243,340.58334,0.14833444,97282.0,0.008897333,0.579005967331919,150.0,287.40332,1.7819972,"{""type"":""Point"",""coordinates"":[115.25488434773364,31.46093331382735]}"
00000000000000001c98,26,21,17,51,31,192,15,0,768,310,-229,49,-7,-56,-45,51,0,24,0,15,-514,119,-27,5,32,-14,-56,2,712,-243,47,-26,-68,-42,49,-3,41.02526,316.66666,0.07500111,92618.0,0.0070683337,0.3594683998044699,151.0,283.79,1.7233306,"{""type"":""Point"",""coordinates"":[112.48555963849104,33.86455376837365]}"
00000000000000001995,30,25,21,45,24,192,12,0,234,621,-182,19,0,-36,11,35,-2,24,0,12,-549,56,-43,-15,45,-1,-27,2,865,-200,28,-19,-50,9,48,-4,12.890002,343.5,0.14333445,98584.0,0.009143334,0.8731538773742137,151.0,287.95,1.976664,"{""type"":""Point"",""coordinates"":[115.24976529972425,31.682996546288944]}"
00000000000000000926,29,26,22,62,41,200,23,1,49,102,-151,-26,47,-46,38,-58,1,23,7,12,-557,124,21,-32,14,-12,-7,3,333,-149,-28,45,-58,21,-53,0,3.4358962,344.66666,0.10833445,100815.336,0.009126667,0.8631281043810768,151.0,288.25333,2.096664,"{""type"":""Point"",""coordinates"":[114.65957206159332,32.864190119841496]}"
0000000000000000097e,33,35,34,61,51,201,33,1,48,677,-82,-38,57,-5,16,-66,-3,18,12,7,-893,63,44,-12,-31,-15,23,6,707,-80,-31,44,-15,20,-71,-3,2.3928401,344.66666,0.10833445,100815.336,0.009126667,0.9403491665067016,151.0,288.25333,2.096664,"{""type"":""Point"",""coordinates"":[114.60836820419661,32.818644861681605]}"
000000000000000013d6,36,34,35,50,45,202,38,1,65,362,-89,-26,34,4,4,-38,-1,14,5,3,-121,27,27,-12,-18,-28,-9,0,338,-91,-24,27,2,2,-32,-1,4.335302,340.66666,0.08916778,100656.664,0.008793667,0.47119193800637715,151.0,287.57,2.0913305,"{""type"":""Point"",""coordinates"":[113.97289725396898,33.463814356700475]}"
00000000000000001d00,28,26,22,62,41,200,22,0,63,1520,-69,-73,95,49,13,-123,-9,24,2,10,-1575,9,47,-68,-67,-23,46,10,1271,-72,-58,82,33,4,-91,-7,3.4579017,340.66666,0.08916778,100656.664,0.008793667,0.41934066560212413,151.0,287.57,2.0913305,"{""type"":""Point"",""coordinates"":[113.92088629928158,33.46893786381088]}"
00000000000000001954,28,27,24,61,38,195,23,0,83,1037,-108,-4,15,-12,57,-111,-6,17,6,5,-670,111,-29,4,-51,-48,28,3,1166,-92,-25,23,-26,47,-113,-7,2.3757846,348.25,0.12750112,100496.664,0.009352,0.6059627897571372,151.0,288.85333,2.3979974,"{""type"":""Point"",""coordinates"":[114.53263929100594,32.058131799713244]}"
0000000000000000182c,28,25,19,62,38,197,18,0,304,1465,-187,51,-11,-61,-11,49,-8,29,2,16,-317,89,-23,-19,47,15,-39,1,1512,-186,41,-20,-74,-9,70,-8,10.800359,343.83334,0.14250112,98608.664,0.009128667,0.8313955189594463,151.0,288.02667,2.0159972,"{""type"":""Point"",""coordinates"":[115.18292783403413,31.60996093013456]}"
00000000000000000038,30,29,25,55,41,197,27,1,47,375,-139,-17,24,-40,0,9,-1,21,7,10,360,68,-19,-25,8,-28,-24,-3,541,-129,-31,36,-45,-18,33,-2,2.7802885,338.91666,0.09083445,100853.336,0.008788667,0.4184660086986066,152.0,287.40668,2.2693307,"{""type"":""Point"",""coordinates"":[115.60873185272875,34.18040081419132]}"
00000000000000001efb,30,30,27,71,41,199,25,0,235,10,-154,-29,-14,-82,-46,62,1,25,-2,12,-618,65,50,26,22,37,-56,3,225,-151,-7,-33,-58,-49,54,0,1.4562416,335.41666,0.06333445,98778.0,0.008033,0.7828357035987367,152.0,287.37,1.8306639,"{""type"":""Point"",""coordinates"":[112.30876965902509,34.32592803617159]}"
0000000000000000093b,36,35,31,54,48,200,36,1,214,147,-110,-20,43,-31,24,-16,0,13,9,3,-121,34,42,30,13,-5,29,0,414,-105,-15,31,-34,10,10,-2,2.4214153,336.41666,0.08083445,99411.336,0.008270667,0.35401678090785815,152.0,287.29333,2.1139972,"{""type"":""Point"",""coordinates"":[112.90488904245605,34.03002654936598]}"
000000000000000016e0,30,25,21,51,39,199,21,0,150,1843,-87,-76,140,30,51,-82,-11,27,-1,12,-650,13,68,-45,-44,-35,108,3,1340,-94,-39,111,17,38,-48,-8,4.466846,336.41666,0.08083445,99411.336,0.008270667,0.6810086132217242,152.0,287.29333,2.1139972,"{""type"":""Point"",""coordinates"":[112.99894486097637,34.01681869204567]}"
00000000000000000889,30,29,28,51,50,199,37,1,76,620,-142,11,2,-18,21,-18,-3,17,10,7,624,112,-28,-34,-36,-4,1,-5,839,-115,-3,0,-27,19,-14,-4,6.4310427,348.5,0.13833445,100368.0,0.009481001,0.6628460588871101,152.0,288.84332,2.1999972,"{""type"":""Point"",""coordinates"":[115.1796949857704,31.890505272912108]}"
000000000000000009d1,30,30,27,65,49,201,29,1,46,289,-148,-35,66,-23,10,-39,0,23,7,12,-552,103,16,-28,6,-12,-5,3,88,-147,-35,77,-38,3,-33,1,5.65529,344.25,0.10666778,100862.664,0.00914,0.6991237625665624,152.0,288.22,2.0079973,"{""type"":""Point"",""coordinates"":[114.77518317460604,32.98303854021899]}"
00000000000000000983,34,33,33,63,60,199,41,1,85,379,-117,15,-6,-11,9,-23,-1,16,11,5,188,89,-46,-14,-33,-15,-11,-1,651,-95,-5,-5,-15,6,-18,-3,3.534055,348.08334,0.13500112,100374.0,0.009429,0.6586846155333601,152.0,288.81,2.284664,"{""type"":""Point"",""coordinates"":[115.09938657579782,31.948446832000585]}"
000000000000000009c3,37,39,41,72,75,200,54,1,89,647,-92,19,-14,-14,20,-35,-3,16,15,5,279,72,-35,-12,-51,-13,1,-2,779,-67,-6,-7,-12,14,-29,-4,1.0929788,348.08334,0.13500112,100374.0,0.009429,0.9516366882571141,152.0,288.81,2.284664,"{""type"":""Point"",""coordinates"":[115.08240631898634,31.95249123665606]}"
00000000000000001e30,37,36,31,29,15,187,10,0,84,-770,-72,29,0,-7,12,-45,6,6,1,-3,-1664,57,13,7,-46,-41,22,10,-787,-53,23,0,-7,4,-35,6,3.7612972,348.08334,0.13500112,100374.0,0.009429,0.6272132380233028,152.0,288.81,2.284664,"{""type"":""Point"",""coordinates"":[115.08779737215991,31.923114678915958]}"
000000000000000008d8,36,35,35,49,49,199,41,1,86,445,-101,19,0,-14,11,-14,-2,12,12,1,297,5,-38,-33,-31,-7,34,-2,315,-90,10,-2,-12,10,-6,-1,1.0928533,347.66666,0.13916779,100470.664,0.009497667,0.8923276495115916,153.0,288.74,2.2453306,"{""type"":""Point"",""coordinates"":[115.36160401324574,31.941981135473082]}"
0000000000000000098c,31,30,31,56,50,197,37,1,103,308,-127,-5,7,-22,25,0,-1,17,11,7,594,34,-42,-57,-24,16,39,-4,372,-110,-9,-6,-23,19,11,-1,2.7802885,347.66666,0.13916779,100470.664,0.009497667,0.6583379004447303,153.0,288.74,2.2453306,"{""type"":""Point"",""coordinates"":[115.30258335170231,31.90048028196866]}"
00000000000000000886,32,29,28,54,37,200,26,1,180,1626,-94,-57,28,-24,12,-44,-10,16,8,4,-2213,30,55,-28,40,14,-29,15,1744,-108,-47,32,-32,22,-44,-11,0.92740995,342.91666,0.09250112,98918.664,0.008933,0.5534916755362274,153.0,288.09665,1.9173306,"{""type"":""Point"",""coordinates"":[111.79349377769307,33.11886275830695]}"
0000000000000000088a,32,31,31,59,54,200,36,1,197,876,-103,-8,38,-15,31,-37,-5,17,9,5,-1413,20,39,-25,18,6,-34,9,1008,-115,-15,30,-18,31,-39,-6,1.1079746,342.91666,0.09250112,98918.664,0.008933,0.9337640263898429,153.0,288.09665,1.9173306,"{""type"":""Point"",""coordinates"":[111.79026092942934,33.17518566371303]}"
00000000000000001744,30,28,25,63,57,199,35,0,49,1395,-77,-49,132,0,14,-150,-8,26,5,13,-1457,39,81,-100,-72,24,72,9,996,-94,-41,113,1,0,-131,-5,1.4469017,340.83334,0.09166778,100770.664,0.008947334,0.5847321296008184,153.0,287.66,1.828664,"{""type"":""Point"",""coordinates"":[114.3668989639504,33.39725335527569]}"
000000000000000018fc,31,26,23,67,46,198,24,0,51,1019,-112,-49,143,21,11,-178,-5,30,5,15,-1092,55,64,-105,-58,7,107,6,569,-108,-34,120,15,-2,-152,-2,2.4047723,340.83334,0.09166778,100770.664,0.008947334,0.7446071609818627,153.0,287.66,1.828664,"{""type"":""Point"",""coordinates"":[114.34183435692897,33.33364873784934]}"
00000000000000000b8f,28,23,18,45,36,195,18,0,422,339,-157,24,0,-62,-21,27,0,20,4,9,-765,94,-51,-5,-17,-28,-24,4,623,-173,11,-13,-90,-21,35,-2,24.393461,343.0,0.23916778,94685.336,0.010088334,0.29061948514330804,153.0,288.26666,4.858664,"{""type"":""Point"",""coordinates"":[117.58008259205296,30.351691794873204]}"
00000000000000001ac4,28,23,19,42,29,193,14,0,386,285,-238,41,28,-42,-18,39,0,26,-1,17,33,118,-16,-22,55,3,-18,-1,674,-246,33,16,-53,-16,40,-2,21.381687,333.66666,0.07916778,96815.336,0.008248334,0.7767130784699348,153.0,286.72998,1.5973306,"{""type"":""Point"",""coordinates"":[112.12928638252284,33.556791072765876]}"
00000000000000000692,32,33,29,56,44,197,28,1,18,-257,-96,-14,9,-30,13,9,3,15,10,4,-587,53,-18,-7,-36,-30,-31,3,73,-85,-25,4,-42,5,20,0,1.4240576,353.41666,0.17750111,100638.664,0.010437001,0.6062552742618522,153.0,289.25333,2.9853306,"{""type"":""Point"",""coordinates"":[118.53840583585324,30.90684987602722]}"
000000000000000006a1,40,43,45,69,61,200,47,1,61,298,-74,16,-26,-8,-1,-16,-1,13,5,1,-470,62,-38,-86,9,-14,3,2,294,-66,4,-24,-11,0,-11,-1,4.6273675,347.75,0.14083445,100298.664,0.009529,0.6281574124227499,153.0,288.56665,1.7953305,"{""type"":""Point"",""coordinates"":[116.63011570362688,31.432368312478967]}"
000000000000000005e3,37,40,46,68,72,200,58,1,91,448,-48,-2,-13,-22,0,-3,-2,13,13,2,527,16,-44,-57,-58,-52,-14,-4,532,-52,-9,-13,-33,0,-6,-2,3.539385,345.58334,0.12833445,100368.664,0.009158667,0.9087666625032257,154.0,288.38666,2.192664,"{""type"":""Point"",""coordinates"":[117.92503419044647,32.308492487460015]}"
00000000000000000d8c,27,22,17,72,40,194,16,0,237,757,-234,15,-28,-148,21,40,-3,29,0,17,335,174,-50,-27,63,-22,-52,-3,914,-205,-4,-46,-147,23,17,-4,13.893327,345.58334,0.12833445,100368.664,0.009158667,0.45083621359091164,154.0,288.38666,2.192664,"{""type"":""Point"",""coordinates"":[117.99699070414592,32.33355709448144]}"
00000000000000000ab3,26,23,17,85,46,192,19,0,1436,628,-275,137,-61,-97,-5,71,-2,29,-1,20,-1397,179,-6,-2,61,-13,-87,9,403,-240,113,-71,-100,-5,52,0,26.657576,290.41666,0.06666778,83670.664,0.0055363337,0.3107848614437354,154.0,279.20667,1.0406638,"{""type"":""Point"",""coordinates"":[111.60727279949907,34.15857351453471]}"
000000000000000005d2,35,31,27,46,21,197,13,1,34,38,-81,-29,37,-16,15,-23,0,16,10,7,-719,107,38,-61,17,-56,7,4,94,-78,-41,45,-15,14,-27,0,3.5478966,346.0,0.11833445,100981.336,0.009203333,0.3193315459777568,154.0,288.64667,2.0633307,"{""type"":""Point"",""coordinates"":[115.61493000319304,32.869041621787645]}"
00000000000000001097,37,33,31,55,36,199,25,1,34,128,-130,-41,28,-38,17,3,0,21,13,11,-521,69,-6,-21,8,-57,-5,3,190,-113,-53,38,-39,16,1,0,0.0,346.0,0.11833445,100981.336,0.009203333,0.5333227459344088,154.0,288.64667,2.0633307,"{""type"":""Point"",""coordinates"":[115.6478069552601,32.89464578003653]}"
00000000000000001123,40,38,37,58,50,200,42,1,36,430,-118,-18,32,-36,25,-11,-1,17,11,7,-282,44,-17,-1,-14,-47,-1,1,235,-94,-39,45,-31,18,-6,0,1.103962,346.0,0.11833445,100981.336,0.009203333,0.6294765083224885,154.0,288.64667,2.0633307,"{""type"":""Point"",""coordinates"":[115.64565320945127,32.85529867234093]}"
00000000000000001a84,35,33,31,60,52,198,35,0,57,321,-102,-32,35,-23,18,5,-1,17,12,5,-181,78,-35,-22,13,6,18,0,401,-82,-55,35,-24,15,16,-1,6.5716014,347.75,0.14166778,100506.0,0.009708667,0.3645133246545056,154.0,288.67,1.8666638,"{""type"":""Point"",""coordinates"":[115.88631089330579,31.84657866843461]}"
00000000000000000da2,29,28,24,62,46,201,26,0,116,682,-115,-22,18,-70,9,-1,-3,20,3,9,-261,126,-8,-36,3,-17,-17,1,712,-104,-36,27,-73,2,21,-3,14.918022,344.41666,0.13833445,100690.664,0.0093353335,0.5118510153051464,154.0,288.12,2.2953305,"{""type"":""Point"",""coordinates"":[118.46483512757243,32.69791470065956]}"
00000000000000000dae,31,30,27,57,46,199,25,0,41,668,-134,-20,32,-81,21,21,-3,20,7,9,-610,69,-25,-3,15,-36,-11,3,726,-117,-17,19,-69,-9,40,-3,5.1189876,344.0,0.13833445,100400.664,0.009320667,0.6023772327324918,154.0,288.03333,2.258664,"{""type"":""Point"",""coordinates"":[118.58583729375873,32.50576311806446]}"
00000000000000000c24,35,31,24,23,9,187,5,0,61,-627,-87,-16,-5,-39,-10,-9,4,5,0,-2,-1246,8,-32,-31,-6,-51,-66,6,-652,-73,-31,9,-46,-17,-2,4,0.0,350.25,0.15166777,100762.664,0.009882667,0.542591484803938,154.0,288.67667,1.9499972,"{""type"":""Point"",""coordinates"":[119.11323747085504,30.915473777464573]}"
