system:index,B1,B2,B3,B4,B5,B6,B7,Built,DEM,EVI_constant,EVI_cos_1,EVI_cos_2,EVI_cos_3,EVI_sin_1,EVI_sin_2,EVI_sin_3,EVI_t,Mean_EVI,Mean_NDBI,Mean_NDVI,NDBI_constant,NDBI_cos_1,NDBI_cos_2,NDBI_cos_3,NDBI_sin_1,NDBI_sin_2,NDBI_sin_3,NDBI_t,NDVI_constant,NDVI_cos_1,NDVI_cos_2,NDVI_cos_3,NDVI_sin_1,NDVI_sin_2,NDVI_sin_3,NDVI_t,SLOPE,lrad,prec,pres,shum,split,srad,temp,wind,.geo
000000000000000012f1,39,35,35,54,48,200,31,0,130,-892,-57,-36,29,78,142,-224,5,26,2,11,-2129,-101,-38,-43,-133,-142,98,9,-1402,-1,-47,25,90,100,-155,7,2.2335052,345.83334,0.09000111,99695.336,0.008456334,0.5268228723940437,140.0,288.18665,2.498664,"{""type"":""Point"",""coordinates"":[113.0832976756044,33.89042547268575]}"
00000000000000000e30,31,27,24,57,45,199,26,0,270,-303,-152,15,-13,0,-14,-3,2,22,6,9,309,131,24,-37,57,15,-24,-1,-862,-114,-3,-16,6,-16,-6,5,4.311497,340.5,0.116667785,98472.664,0.008251667,0.8335008530641176,140.0,287.22333,2.1939971,"{""type"":""Point"",""coordinates"":[113.59371759588919,32.63538918568814]}"
00000000000000000933,40,38,34,56,57,204,52,1,150,242,-113,-8,0,-33,38,-55,0,18,15,6,-2868,-26,-89,-69,34,-49,35,13,-182,-49,-6,-8,-8,52,-19,1,1.4434508,347.0,0.10750111,99532.0,0.008845334,0.25987411384057335,140.0,288.19666,2.0119972,"{""type"":""Point"",""coordinates"":[113.1431254344385,33.0420592017624]}"
00000000000000000d01,33,30,29,60,49,199,31,0,121,-1181,-160,-62,27,-18,155,-141,6,28,5,12,-459,68,5,-48,-13,-58,90,1,-2236,-99,-92,17,8,102,-84,11,2.3953624,349.16666,0.097501114,99910.0,0.0090396665,0.8672687584806849,140.0,288.50665,1.8286638,"{""type"":""Point"",""coordinates"":[112.84452619149555,32.928601834558535]}"
0000000000000000090d,39,38,37,49,44,204,37,1,126,-134,-67,-19,-1,7,32,-32,1,9,8,-1,-290,15,-20,-23,20,-33,48,0,-189,-54,-28,7,12,18,-27,1,0.0,351.91666,0.105001114,99988.664,0.009131,0.8322396677042598,140.0,289.02,1.8093306,"{""type"":""Point"",""coordinates"":[112.32709656435473,32.88898272169866]}"
00000000000000000700,36,31,26,45,34,197,22,1,33,1936,-151,-28,38,-22,4,-68,-7,24,4,11,-676,107,-10,-5,9,3,-15,2,1131,-129,-15,13,-20,5,-39,-4,0.0,351.33334,0.11333445,100991.336,0.009809,0.8188454144564673,140.0,288.74332,2.814664,"{""type"":""Point"",""coordinates"":[115.75614527445461,33.026158047405815]}"
00000000000000001e24,41,37,38,50,49,203,45,1,43,106,-48,-27,21,27,29,-39,0,11,12,0,-200,17,18,-16,-28,-10,10,0,39,-45,-27,15,27,23,-33,0,0.0,350.5,0.11166778,100875.336,0.009555667,0.6582546849969844,141.0,288.77,2.388664,"{""type"":""Point"",""coordinates"":[115.26916684840779,33.26438998028721]}"
00000000000000000e73,31,28,26,69,45,200,24,0,43,-608,-121,-86,25,92,96,-164,4,31,1,15,-154,103,62,-64,-56,-15,102,0,-971,-112,-68,34,61,30,-123,5,5.676922,352.16666,0.13416778,100849.336,0.009472,0.3045259998786539,141.0,289.09332,2.428664,"{""type"":""Point"",""coordinates"":[114.8050992835736,32.70195464621397]}"
0000000000000000098c,35,31,30,53,48,199,36,1,39,1151,-95,-30,1,20,37,-42,-4,19,10,7,-1100,55,18,-10,12,-20,24,4,415,-86,-30,7,23,21,-26,-1,1.1019828,352.83334,0.13833445,100870.0,0.0095896665,0.848781981788513,141.0,289.13666,2.5619972,"{""type"":""Point"",""coordinates"":[115.08779737215991,32.69548894968648]}"
0000000000000000123a,30,25,25,57,48,200,29,0,249,-2107,-178,-20,11,-61,33,-11,11,21,6,8,-1942,24,-92,-50,3,-60,-64,8,-1071,-59,5,18,-25,51,16,6,4.809731,345.0,0.09833445,98700.0,0.008744667,0.677596148459011,141.0,287.97333,2.3053308,"{""type"":""Point"",""coordinates"":[112.89195764940104,33.517443965070264]}"
00000000000000000944,31,28,24,51,39,199,27,1,32,91,-120,-27,15,39,17,-18,0,17,7,5,-445,85,-10,-11,-3,-35,8,1,-614,-111,-21,1,18,13,-12,3,1.4390439,354.08334,0.14583445,100978.0,0.009753667,0.46624037697360843,141.0,289.27,2.6613307,"{""type"":""Point"",""coordinates"":[115.38127756709352,32.577987177827126]}"
00000000000000001281,32,27,24,65,44,199,28,0,63,236,-32,-10,-23,149,156,-106,0,27,1,11,-265,61,76,-38,-117,-42,96,0,123,-35,-28,7,139,85,-76,0,2.3927639,350.16666,0.120001115,100587.336,0.009044667,0.7279229059200837,142.0,289.00665,2.1879973,"{""type"":""Point"",""coordinates"":[114.1906485357119,32.815412013417856]}"
000000000000000008d1,40,36,35,49,44,201,35,1,265,-212,-98,-10,9,-14,26,-18,1,13,7,1,-1356,-2,-35,-23,16,-16,0,5,-857,-73,-24,9,1,14,-18,4,2.24677,336.41666,0.09250111,97251.336,0.0076360004,0.7645242479714158,142.0,287.06332,2.6593306,"{""type"":""Point"",""coordinates"":[113.11105557966211,34.39141885334355]}"
000000000000000009cf,41,36,35,49,45,203,39,1,315,-200,-86,-14,8,-18,26,-14,1,10,7,0,-1388,7,-62,7,22,-36,13,6,-973,-61,-27,3,1,12,-3,5,4.3606424,336.41666,0.09250111,97251.336,0.0076360004,0.5972118087971562,142.0,287.06332,2.6593306,"{""type"":""Point"",""coordinates"":[113.13773438126488,34.30706603871552]}"
000000000000000007b8,30,26,22,76,40,200,19,1,33,1603,-205,-17,-16,-83,78,-87,-6,31,5,16,-498,124,-17,15,45,-36,3,1,286,-166,-10,-23,-49,51,-40,0,2.396552,350.91666,0.11916778,101025.336,0.009860667,0.3353528909769681,142.0,288.75665,2.892664,"{""type"":""Point"",""coordinates"":[115.92053449389097,32.980345243182704]}"
00000000000000001b69,38,33,31,54,45,201,35,1,32,1776,-118,-36,27,16,24,-65,-7,18,10,7,-713,43,-12,-17,-5,-3,10,2,933,-114,-16,13,7,20,-40,-3,1.1054837,350.91666,0.11916778,101025.336,0.009860667,0.8872545325784001,142.0,288.75665,2.892664,"{""type"":""Point"",""coordinates"":[115.90948484148053,32.977107935817905]}"
00000000000000000f4b,31,28,27,56,42,197,22,0,127,-1997,-42,-29,28,59,99,-179,10,27,2,10,121,-21,9,-68,-57,-41,153,-1,-2916,-3,-57,15,84,49,-122,15,2.4228435,345.83334,0.091667786,100056.0,0.008357334,0.3120091780011809,142.0,288.41998,2.6606638,"{""type"":""Point"",""coordinates"":[113.40588242311385,34.08850320058087]}"
0000000000000000118d,39,38,39,62,53,203,36,0,113,-1292,-93,-31,-52,-125,32,-18,7,24,4,8,-757,14,-41,18,113,3,47,2,-2092,-43,-52,-61,-75,0,-2,10,0.92740995,345.83334,0.091667786,100056.0,0.008357334,0.5009810871665255,142.0,288.41998,2.6606638,"{""type"":""Point"",""coordinates"":[113.4840370872776,34.04322994758523]}"
0000000000000000141a,28,27,22,59,43,200,17,0,45,-317,-134,-101,-6,120,98,-188,3,28,1,15,-1963,20,20,-53,-127,-123,37,8,-824,-113,-92,-26,113,81,-128,5,1.4388798,351.91666,0.14000112,100777.336,0.0092710005,0.6221286063617464,142.0,289.16666,2.490664,"{""type"":""Point"",""coordinates"":[114.75443051830327,32.56047182888919]}"
0000000000000000111b,36,34,34,55,54,202,37,0,177,155,-164,50,-12,-64,100,-118,0,19,8,7,-1161,51,-47,-10,47,-75,97,5,-1189,-110,0,-7,-49,63,-68,6,7.1926694,348.58334,0.097501114,99632.664,0.009143334,0.9755991655056785,142.0,288.52667,2.014664,"{""type"":""Point"",""coordinates"":[112.64833020424498,33.28783593362624]}"
0000000000000000089b,40,36,34,50,44,201,32,1,130,-24,-118,5,4,-29,54,-51,0,18,4,5,-2470,-3,18,-8,-1,-28,78,10,-1050,-82,-30,0,-18,36,-30,5,1.4574112,343.33334,0.09666778,99761.336,0.008058334,0.4904660251183258,142.0,288.22333,2.5026639,"{""type"":""Point"",""coordinates"":[113.6670207581068,34.438845852148]}"
00000000000000001378,36,33,31,62,46,199,27,0,143,-2574,-59,-39,29,61,104,-154,13,29,2,13,216,-8,14,-100,-65,-54,157,-1,-3232,-27,-65,28,64,77,-112,16,4.365127,343.33334,0.09666778,99761.336,0.008058334,0.35096204831512,142.0,288.22333,2.5026639,"{""type"":""Point"",""coordinates"":[113.67349091373534,34.452321255531515]}"
00000000000000000955,35,32,29,55,45,203,31,1,202,-189,-106,-28,31,-18,33,-50,1,15,6,2,-349,40,27,-27,0,-7,53,0,-790,-76,-25,25,-24,16,-19,4,1.1064415,348.0,0.10333445,99045.336,0.009007667,0.9197359071068001,143.0,288.56998,1.9826639,"{""type"":""Point"",""coordinates"":[112.24382285218164,33.05364394629926]}"
00000000000000001df5,40,38,38,58,53,201,42,1,70,588,-78,-28,41,13,51,-81,-1,15,8,3,65,67,14,-29,24,4,34,0,28,-44,-34,12,29,43,-51,0,2.214974,349.75,0.11000112,100593.336,0.009024001,0.9370987317801409,143.0,288.99332,2.110664,"{""type"":""Point"",""coordinates"":[113.969396859642,33.1695270644762]}"
00000000000000001e21,40,38,39,44,44,203,39,1,67,208,-18,-27,10,28,9,-23,0,5,9,-4,134,23,16,-4,-9,16,-44,0,755,-35,-9,0,14,20,-46,-3,2.4004045,349.75,0.11000112,100593.336,0.009024001,0.3051113667549191,143.0,288.99332,2.110664,"{""type"":""Point"",""coordinates"":[113.99526410485305,33.146620662364654]}"
00000000000000001e79,38,36,35,58,48,201,36,1,69,1194,-81,-23,31,10,57,-86,-4,16,6,3,-562,69,-10,-2,6,-17,13,2,391,-61,-32,19,27,40,-64,-1,1.4441577,349.75,0.11000112,100593.336,0.009024001,0.4398969179984906,143.0,288.99332,2.110664,"{""type"":""Point"",""coordinates"":[113.94756510088433,33.11535790487894]}"
00000000000000001eb2,32,29,27,59,41,199,26,1,71,463,-110,-42,59,35,43,-109,0,22,2,9,-613,100,27,-40,-24,-8,17,2,-380,-77,-51,30,51,26,-84,2,2.1596258,349.75,0.11000112,100593.336,0.009024001,0.3923287937487283,143.0,288.99332,2.110664,"{""type"":""Point"",""coordinates"":[113.93705499970137,33.15874941723003]}"
0000000000000000099c,30,27,24,57,38,199,22,1,46,733,-141,-8,-4,13,27,-28,-2,21,5,8,-435,94,-13,-45,5,-33,3,1,105,-144,2,0,10,4,-23,0,1.0994247,352.25,0.14333445,100765.336,0.009351,0.6543403397419214,143.0,289.23666,2.5693307,"{""type"":""Point"",""coordinates"":[114.85791733555163,32.48716866667159]}"
0000000000000000089a,33,26,24,36,36,191,28,1,361,-169,-141,-3,39,-45,31,-28,1,16,5,4,-2233,13,-15,-8,-1,-22,22,9,-485,-90,-46,16,18,11,-33,3,2.4293532,335.41666,0.090834446,96997.336,0.007590334,0.37021765933078654,143.0,286.96667,2.7053306,"{""type"":""Point"",""coordinates"":[113.03532666647143,34.35368594022929]}"
00000000000000001d0e,33,31,29,58,48,200,34,1,45,6,-100,-28,28,-11,47,-31,0,18,7,6,-633,99,31,-25,-10,-12,41,2,634,-100,-39,35,24,17,-35,-2,1.4468635,349.91666,0.10583445,100879.336,0.009405,0.8478477939498001,143.0,288.83667,1.930664,"{""type"":""Point"",""coordinates"":[114.75335587494936,33.39320895062021]}"
00000000000000001d45,34,31,29,54,48,199,34,1,45,152,-103,-24,24,-30,86,-70,0,19,7,7,-26,81,8,-5,16,-8,30,0,-101,-86,-22,13,-5,57,-42,1,2.2198706,349.91666,0.10583445,100879.336,0.009405,0.3939596432481953,143.0,288.83667,1.930664,"{""type"":""Point"",""coordinates"":[114.75766782566808,33.36248574436197]}"
00000000000000000054,43,38,36,57,47,200,34,1,92,-719,-121,-32,20,-28,2,9,4,17,7,5,-270,93,0,10,51,-31,5,0,-1153,-77,-51,1,-17,-16,23,6,2.259962,343.91666,0.08500111,100334.664,0.008148001,0.9848792192105413,144.0,288.53998,2.3459973,"{""type"":""Point"",""coordinates"":[113.7306209164321,34.877585722998646]}"
000000000000000008bb,42,37,34,55,46,200,32,1,90,-488,-128,-27,35,-36,31,-24,3,20,7,8,-648,100,-9,-13,38,-24,22,2,-1122,-82,-56,28,-19,10,1,6,2.1712308,343.91666,0.08500111,100334.664,0.008148001,0.4736141500843336,144.0,288.53998,2.3459973,"{""type"":""Point"",""coordinates"":[113.79961212793101,34.865189422070074]}"
000000000000000008f5,34,32,30,63,56,201,39,1,56,296,-128,-1,15,9,20,-25,0,17,12,4,-344,76,-61,-21,-6,19,-4,1,-266,-118,-2,12,11,30,-21,2,4.3818054,353.83334,0.15583445,101020.0,0.009739667,0.8745139534583722,144.0,289.3633,2.6806638,"{""type"":""Point"",""coordinates"":[115.58393479177053,32.32547274427154]}"
0000000000000000102b,30,25,21,39,26,192,14,0,298,242,-112,-7,25,-52,3,-21,0,18,0,5,240,14,-26,-9,31,-14,-13,-2,-26,-73,-29,35,-49,-25,-14,1,20.18529,337.08334,0.100834444,96243.336,0.008312668,0.482292271770972,144.0,286.89667,2.264664,"{""type"":""Point"",""coordinates"":[112.52706049199546,33.517715970234526]}"
0000000000000000103d,28,21,18,41,29,188,14,0,876,-597,-272,17,22,-39,2,8,3,22,0,9,802,26,-101,-10,1,5,-35,-4,-1550,-227,-35,21,-54,-13,20,8,22.358185,337.08334,0.100834444,96243.336,0.008312668,0.5380465356289518,144.0,286.89667,2.264664,"{""type"":""Point"",""coordinates"":[112.59901700569493,33.550864927465845]}"
00000000000000000073,39,37,37,60,52,201,40,1,68,78,-103,-21,28,29,35,-59,0,19,9,6,-405,45,15,-30,9,-3,20,1,-251,-80,-33,22,34,23,-46,1,2.160673,349.66666,0.109167784,100645.336,0.009047334,0.510186515027679,144.0,288.99332,2.1646638,"{""type"":""Point"",""coordinates"":[113.93516879995576,33.319638242339416]}"
000000000000000015ab,30,27,22,72,56,197,30,0,167,-290,-119,35,-44,-73,-27,-25,2,30,8,14,-415,103,17,2,45,3,-10,1,-401,-102,36,-49,-69,-38,-20,3,19.640345,346.58334,0.16416778,95628.664,0.009423667,0.5511135394801592,144.0,288.15,1.9053307,"{""type"":""Point"",""coordinates"":[115.99168391029976,30.401009452524313]}"
0000000000000000162a,29,26,21,72,46,199,23,0,312,-607,-114,24,-20,-46,53,-67,4,24,3,10,454,104,-16,12,16,-14,5,-2,-633,-99,7,3,-32,49,-57,4,8.8827505,345.91666,0.16000111,97440.0,0.009218667,0.27965917445021227,145.0,287.98666,2.1253307,"{""type"":""Point"",""coordinates"":[116.560045389673,30.85591802379476]}"
00000000000000001337,31,24,20,36,26,194,14,0,116,-1026,-166,3,-31,10,-26,11,5,17,1,5,-332,89,-31,-19,-15,51,-20,0,-1520,-142,-23,-19,0,-23,20,8,8.550332,351.5,0.14000112,100085.336,0.009179,0.3983682862588369,145.0,289.24,2.6673305,"{""type"":""Point"",""coordinates"":[114.17555893774704,32.0336067439193]}"
00000000000000000895,32,28,22,61,39,200,19,1,38,127,-256,4,18,-34,-24,24,0,28,4,14,-201,168,-10,-33,37,-1,-10,0,-438,-200,-8,12,-16,-28,20,3,2.4089122,347.83334,0.10833445,100921.336,0.009232,0.6965583952702739,145.0,288.71,2.4006639,"{""type"":""Point"",""coordinates"":[115.42385752305289,33.50909206879716]}"
000000000000000018d4,36,35,30,70,48,201,31,0,40,-197,-173,-25,31,-15,53,-21,2,24,9,11,-721,101,-4,-29,27,-40,26,3,-399,-141,-25,21,-1,32,-14,2,7.205389,347.83334,0.10833445,100921.336,0.009232,0.9940721757468713,145.0,288.71,2.4006639,"{""type"":""Point"",""coordinates"":[115.45404117808366,33.550864927465845]}"
00000000000000001ca5,39,38,38,54,54,203,47,1,39,37,-84,-22,24,-7,26,-25,0,13,13,2,-657,37,-9,-25,20,-32,26,2,-167,-65,-19,12,5,11,-15,1,1.4482771,347.83334,0.10833445,100921.336,0.009232,0.751682272140819,145.0,288.71,2.4006639,"{""type"":""Point"",""coordinates"":[115.47020987850348,33.53684997285486]}"
0000000000000000161f,30,26,18,70,32,197,14,0,53,290,-144,33,0,-90,85,-29,0,27,5,13,-1498,140,-20,3,0,-5,-26,6,-78,-130,36,7,-75,73,-31,1,2.1565185,356.83334,0.15666778,100413.336,0.009917667,0.7760088377518187,145.0,289.77,2.1673305,"{""type"":""Point"",""coordinates"":[116.55304014191805,30.709583704523826]}"
00000000000000001621,29,23,17,38,18,190,8,0,436,243,-77,14,-19,-15,14,-35,0,19,-1,7,300,-22,-44,29,11,-50,-16,-2,-548,-82,19,2,-33,26,-51,3,27.882948,356.83334,0.15666778,100413.336,0.009917667,0.4102253437811316,145.0,289.77,2.1673305,"{""type"":""Point"",""coordinates"":[116.52231693565983,30.713623650078244]}"
00000000000000000004,38,37,36,61,55,201,43,1,58,1113,-60,-27,8,53,107,-46,-4,22,7,9,-951,-21,36,-20,-2,-67,6,4,1598,-62,-41,18,87,66,-40,-6,1.4470625,349.16666,0.10750111,100730.664,0.009159334,0.2665385125891795,145.0,288.89334,1.9659972,"{""type"":""Point"",""coordinates"":[114.25182294306413,33.41368960175868]}"
0000000000000000124b,30,26,24,62,44,201,24,0,55,10,-90,-101,34,112,143,-213,1,30,3,14,20,49,120,-51,-66,-51,102,0,1232,-28,-60,60,116,96,-103,-4,1.8543341,349.16666,0.10750111,100730.664,0.009159334,0.9993832454062133,145.0,288.89334,1.9659972,"{""type"":""Point"",""coordinates"":[114.2100545434965,33.41449669904936]}"
000000000000000005e4,34,30,28,61,53,200,34,1,26,-593,-144,31,3,-36,24,-5,3,23,11,10,-272,51,17,14,-26,-14,14,0,-296,-130,26,8,-25,19,-26,2,2.1421158,366.58334,0.15500112,100949.336,0.010880333,0.9864139215718358,145.0,291.35,2.5433307,"{""type"":""Point"",""coordinates"":[116.45871677733447,30.21478847433031]}"
000000000000000005e8,36,32,30,49,48,200,35,1,25,371,-88,21,-20,-26,8,-13,-1,15,10,3,-538,24,12,16,-29,-28,-1,2,221,-84,19,-4,-21,11,-21,0,2.146168,366.58334,0.15500112,100949.336,0.010880333,0.36066783455407203,145.0,291.35,2.5433307,"{""type"":""Point"",""coordinates"":[116.44497382788778,30.240660178642404]}"
000000000000000015b8,32,31,28,62,32,199,16,0,47,-63,-82,10,9,-47,52,-21,1,22,4,8,352,108,-10,-24,-42,-39,22,-2,-217,-79,17,20,-44,39,-37,1,2.9797935,366.58334,0.15500112,100949.336,0.010880333,0.3607398870664059,145.0,291.35,2.5433307,"{""type"":""Point"",""coordinates"":[116.46114252830756,30.260333732490203]}"
000000000000000016a6,29,23,18,38,25,192,13,0,238,355,-198,-41,50,0,-12,-17,0,22,-1,10,351,9,-39,-17,-5,18,-22,-2,790,-209,-60,54,-10,-6,-36,-2,25.307991,349.16666,0.1700011,98786.664,0.009655334,0.8547878930401036,145.0,288.51334,1.8406639,"{""type"":""Point"",""coordinates"":[116.56786219381969,31.23321148212892]}"
00000000000000001627,28,25,22,56,43,195,23,0,690,-654,-126,10,21,-31,-7,7,4,23,5,10,-294,12,-31,-29,24,-32,-31,0,-1044,-118,5,30,-23,-25,20,6,10.162333,342.0,0.15750112,95295.336,0.009050334,0.6051966411103237,145.0,287.38666,1.4666638,"{""type"":""Point"",""coordinates"":[116.08115577293712,30.728985253207366]}"
00000000000000001679,37,36,36,44,30,198,22,0,37,792,-73,22,-2,-14,1,19,-3,9,10,-1,613,58,26,-7,-50,-4,-9,-3,748,-60,14,-6,-32,9,13,-3,0.92740995,356.91666,0.16166778,100608.0,0.009983667,0.6187131125163996,146.0,289.53333,1.5833305,"{""type"":""Point"",""coordinates"":[119.19193168624624,30.847022117193138]}"
0000000000000000166e,29,23,16,45,32,190,15,0,142,103,-89,64,-71,-102,49,13,0,26,0,10,-43,78,-12,24,-2,16,-20,0,678,-32,32,-81,-120,55,1,-1,14.22653,354.41666,0.16000111,99930.0,0.009760668,0.25670210248824643,146.0,289.12665,1.5759972,"{""type"":""Point"",""coordinates"":[119.28679460205726,30.886908776116204]}"
000000000000000008cd,34,31,28,58,47,199,30,1,59,247,-99,5,-6,-26,35,-16,0,16,11,4,-630,87,-20,-5,13,-18,7,2,-132,-86,-9,-3,-20,22,-5,1,3.412968,352.25,0.15166779,100681.336,0.009394334,0.9314597061143147,146.0,289.36,2.6673307,"{""type"":""Point"",""coordinates"":[114.85171918508735,32.21390157681327]}"
00000000000000001611,28,20,15,21,8,187,6,0,405,926,-151,17,18,4,7,-27,-3,10,0,0,-636,-58,0,73,29,32,5,1,1442,-138,-13,17,-3,23,-71,-6,40.300552,348.91666,0.15916778,97147.336,0.009773334,0.4113557361882736,146.0,288.18665,1.8259972,"{""type"":""Point"",""coordinates"":[119.00247785978853,30.43927745776499]}"
000000000000000008ee,30,26,24,53,39,198,25,1,53,334,-107,-16,18,45,3,-8,0,17,8,5,-275,126,-3,-41,-10,-1,-3,0,30,-102,-19,19,34,0,-10,0,1.4364474,353.08334,0.15000111,100885.336,0.009603667,0.5729073941582692,146.0,289.38998,2.6839974,"{""type"":""Point"",""coordinates"":[115.26485489768913,32.29906148873199]}"
00000000000000000939,31,29,26,68,50,199,33,1,51,285,-137,-76,56,71,98,-111,0,31,3,14,-257,68,81,-58,-27,-17,61,0,-19,-112,-55,42,90,42,-68,1,2.411406,346.75,0.10416778,100774.664,0.009050667,0.8174052060416207,146.0,288.49,1.7539972,"{""type"":""Point"",""coordinates"":[114.49167352962792,33.61419308062688]}"
00000000000000001f2f,32,28,26,62,47,200,29,1,53,233,-135,-11,13,-5,74,-49,0,24,6,11,-616,68,45,-35,36,-10,33,2,209,-136,-10,22,20,39,-42,0,1.4492183,346.75,0.10416778,100774.664,0.009050667,0.5080572060364545,146.0,288.49,1.7539972,"{""type"":""Point"",""coordinates"":[114.440202126168,33.63198043472908]}"
0000000000000000160e,30,23,17,44,29,189,15,0,235,-450,-165,34,-71,-70,-17,14,3,27,-3,15,-575,92,-35,-37,26,53,-15,1,-405,-124,16,-63,-68,-27,0,3,22.638117,338.41666,0.16666779,93795.336,0.009262,0.7287674865728487,146.0,286.47,2.0499973,"{""type"":""Point"",""coordinates"":[118.90141679351319,30.446287164621]}"
00000000000000000002,35,30,30,59,47,199,34,1,52,-811,-119,-40,34,-5,49,-42,4,20,5,8,-1146,81,41,-55,10,22,23,4,-444,-119,-42,36,8,43,-46,2,0.92740995,345.25,0.101667784,100786.0,0.008951001,0.8351742300714017,147.0,288.32333,1.8033305,"{""type"":""Point"",""coordinates"":[114.84471393733239,33.851617916217606]}"
000000000000000009c9,35,34,34,59,53,200,42,1,52,-89,-109,-39,37,3,43,-39,1,18,8,6,-462,51,28,-36,18,5,15,1,-273,-99,-38,30,13,37,-31,2,1.117017,345.25,0.101667784,100786.0,0.008951001,0.31635091507166635,147.0,288.32333,1.8033305,"{""type"":""Point"",""coordinates"":[114.81156498010107,33.878301176921426]}"
00000000000000001e6a,33,29,26,59,40,199,26,1,53,93,-159,-48,49,13,57,-43,0,21,4,8,-720,91,31,-37,22,-4,18,2,283,-136,-43,36,22,30,-30,0,1.4518415,345.25,0.101667784,100786.0,0.008951001,0.6247929301289686,147.0,288.32333,1.8033305,"{""type"":""Point"",""coordinates"":[114.83932288415878,33.89419787217696]}"
