idx,Year,Base,Built,Percent,Lon
4000,1996_1998,7759,37,0.004768655754607553,110.9542048775736
4000,1999_2001,7759,30,0.0038664776388709883,110.96008933485373
4000,2002_2004,7759,25,0.003222064699059157,110.96597379213387
4000,2005_2007,7759,23,0.0029642995231344243,110.971858249414
4000,2008_2010,7759,37,0.004768655754607553,110.97774270669414
4000,2011_2013,7759,47,0.006057481634231215,110.98362716397428
4000,2014_2016,7759,43,0.005541951282381751,110.98951162125441
4000,2017_2019,7759,74,0.009537311509215106,110.99539607853454
4200,1990_1992,7942,177,0.022286577688239738,111.00128053581467
4200,1993_1995,7942,195,0.024553009317552252,111.0071649930948
4200,1996_1998,7942,213,0.02681944094686477,111.01304945037494
4200,1999_2001,7942,202,0.025434399395618233,111.01893390765507
4200,2002_2004,7942,287,0.03613699320070511,111.0248183649352
4200,2005_2007,7942,278,0.03500377738604885,111.03070282221533
4200,2008_2010,7942,334,0.04205489801057668,111.03658727949548
4200,2011_2013,7942,381,0.04797280282044825,111.04247173677561
4200,2014_2016,7942,394,0.04960967010828507,111.04835619405574
4200,2017_2019,7942,453,0.05703852933769831,111.05424065133587
4400,1990_1992,8310,25,0.0030084235860409147,111.060125108616
4400,1993_1995,8310,28,0.0033694344163658243,111.06600956589614
4400,1996_1998,8310,28,0.0033694344163658243,111.07189402317627
4400,1999_2001,8310,26,0.003128760529482551,111.0777784804564
4400,2002_2004,8310,49,0.0058965102286401925,111.08366293773653
4400,2005_2007,8310,51,0.006137184115523465,111.08954739501667
4400,2008_2010,8310,81,0.009747292418772563,111.09543185229681
4400,2011_2013,8310,94,0.01131167268351384,111.10131630957694
4400,2014_2016,8310,74,0.008904933814681108,111.10720076685708
4400,2017_2019,8310,158,0.01901323706377858,111.11308522413721
4600,1990_1992,8479,24,0.002830522467272084,111.11896968141734
4600,1993_1995,8479,31,0.003656091520226442,111.12485413869747
4600,1996_1998,8479,38,0.0044816605731808,111.1307385959776
4600,1999_2001,8479,30,0.003538153084090105,111.13662305325774
4600,2002_2004,8479,46,0.0054251680622714946,111.14250751053787
4600,2005_2007,8479,49,0.005778983370680505,111.148391967818
4600,2008_2010,8479,64,0.007548059912725558,111.15427642509815
4600,2011_2013,8479,110,0.012973227974997052,111.16016088237828
4600,2014_2016,8479,112,0.013209104847269726,111.16604533965841
4600,2017_2019,8479,184,0.021700672249085978,111.17192979693854
4800,1990_1992,8623,57,0.006610228458773049,111.17781425421867
4800,1993_1995,8623,89,0.010321233909312305,111.1836987114988
4800,1996_1998,8623,101,0.011712860953264525,111.18958316877894
4800,1999_2001,8623,85,0.009857358227994897,111.19546762605907
4800,2002_2004,8623,115,0.013336425837875449,111.2013520833392
4800,2005_2007,8623,105,0.012176736634581933,111.20723654061933
4800,2008_2010,8623,160,0.01855502725269628,111.21312099789948
4800,2011_2013,8623,223,0.025861069233445437,111.21900545517961
4800,2014_2016,8623,216,0.025049286791139973,111.22488991245974
4800,2017_2019,8623,279,0.03235532877188913,111.23077436973988
5000,1990_1992,8879,96,0.010812028381574502,111.23665882702001
5000,1993_1995,8879,157,0.017682171415699968,111.24254328430014
5000,1996_1998,8879,153,0.017231670233134364,111.24842774158027
5000,1999_2001,8879,159,0.017907422006982768,111.2543121988604
5000,2002_2004,8879,179,0.02015992791981079,111.26019665614054
5000,2005_2007,8879,162,0.01824529789390697,111.26608111342067
5000,2008_2010,8879,201,0.02263768442392161,111.27196557070081
5000,2011_2013,8879,269,0.030296204527536886,111.27785002798095
5000,2014_2016,8879,291,0.03277396103164771,111.28373448526108
5000,2017_2019,8879,437,0.049217254195292263,111.28961894254121
5200,1990_1992,9098,118,0.012969883490877116,111.29550339982134
5200,1993_1995,9098,170,0.018685425368212796,111.30138785710147
5200,1996_1998,9098,197,0.021653110573752472,111.3072723143816
5200,1999_2001,9098,191,0.020993624972521434,111.31315677166174
5200,2002_2004,9098,224,0.024620795779292153,111.31904122894187
5200,2005_2007,9098,217,0.02385139591118927,111.324925686222
5200,2008_2010,9098,279,0.03066608045724335,111.33081014350215
5200,2011_2013,9098,374,0.04110793581006815,111.33669460078228
5200,2014_2016,9098,421,0.046273906353044625,111.34257905806241
5200,2017_2019,9098,549,0.06034293251264014,111.34846351534254
5400,1990_1992,9387,234,0.024928092042186004,111.35434797262268
5400,1993_1995,9387,278,0.02961542558857995,111.36023242990281
5400,1996_1998,9387,291,0.031000319590923617,111.36611688718294
5400,1999_2001,9387,289,0.03078725897517844,111.37200134446307
5400,2002_2004,9387,370,0.03941621391285821,111.3778858017432
5400,2005_2007,9387,341,0.03632683498455311,111.38377025902334
5400,2008_2010,9387,410,0.0436774262277618,111.38965471630348
5400,2011_2013,9387,562,0.05987003302439544,111.39553917358361
5400,2014_2016,9387,641,0.06828592734633003,111.40142363086375
5400,2017_2019,9387,715,0.07616917012890168,111.40730808814388
5600,1990_1992,9517,241,0.025323106020804877,111.41319254542401
5600,1993_1995,9517,311,0.032678365030997164,111.41907700270414
5600,1996_1998,9517,342,0.03593569402122518,111.42496145998427
5600,1999_2001,9517,319,0.03351896606073342,111.4308459172644
5600,2002_2004,9517,356,0.037406745823263636,111.43673037454454
5600,2005_2007,9517,349,0.036671219922244404,111.44261483182467
5600,2008_2010,9517,427,0.04486707996217296,111.44849928910482
5600,2011_2013,9517,569,0.05978774823999159,111.45438374638495
5600,2014_2016,9517,710,0.0746033413890932,111.46026820366508
5600,2017_2019,9517,700,0.07355259010192287,111.46615266094521
5800,1990_1992,9522,309,0.03245116572148708,111.47203711822534
5800,1993_1995,9522,369,0.038752362948960305,111.47792157550548
5800,1996_1998,9522,376,0.03948750262549885,111.48380603278561
5800,1999_2001,9522,387,0.04064272211720227,111.48969049006574
5800,2002_2004,9522,444,0.04662885948330183,111.49557494734587
5800,2005_2007,9522,433,0.045473639991598404,111.501459404626
5800,2008_2010,9522,531,0.055765595463137994,111.50734386190615
5800,2011_2013,9522,632,0.06637261079605125,111.51322831918628
5800,2014_2016,9522,762,0.0800252047889099,111.51911277646641
5800,2017_2019,9522,822,0.08632640201638311,111.52499723374655
6000,1990_1992,9626,306,0.031788905048826095,111.53088169102668
6000,1993_1995,9626,375,0.03895699148140453,111.53676614830681
6000,1996_1998,9626,413,0.04290463328485352,111.54265060558694
6000,1999_2001,9626,409,0.042489092042385206,111.54853506286707
6000,2002_2004,9626,436,0.04529399542904633,111.5544195201472
6000,2005_2007,9626,420,0.04363183045917307,111.56030397742734
6000,2008_2010,9626,428,0.0444629129441097,111.56618843470747
6000,2011_2013,9626,436,0.04529399542904633,111.57207289198762
6000,2014_2016,9626,472,0.04903386661126117,111.57795734926775
6000,2017_2019,9626,494,0.0513193434448369,111.58384180654788
6200,1990_1992,9621,325,0.033780272320964554,111.58972626382801
6200,1993_1995,9621,382,0.0397048123895645,111.59561072110814
6200,1996_1998,9621,387,0.040224508886810104,111.60149517838828
6200,1999_2001,9621,390,0.04053632678515747,111.60737963566841
6200,2002_2004,9621,377,0.039185115892318885,111.61326409294854
6200,2005_2007,9621,383,0.03980875168901361,111.61914855022867
6200,2008_2010,9621,408,0.042407234175241657,111.62503300750882
6200,2011_2013,9621,414,0.04303086997193639,111.63091746478895
6200,2014_2016,9621,506,0.052593285521255584,111.63680192206908
6200,2017_2019,9621,549,0.05706267539756782,111.64268637934921
6400,1990_1992,10600,316,0.029811320754716982,111.64857083662935
6400,1993_1995,10600,456,0.0430188679245283,111.65445529390948
6400,1996_1998,10600,512,0.04830188679245283,111.66033975118961
6400,1999_2001,10600,539,0.05084905660377358,111.66622420846974
6400,2002_2004,10600,587,0.05537735849056604,111.67210866574987
6400,2005_2007,10600,626,0.059056603773584904,111.67799312303
6400,2008_2010,10600,702,0.06622641509433962,111.68387758031014
6400,2011_2013,10600,745,0.07028301886792453,111.68976203759028
6400,2014_2016,10600,848,0.08,111.69564649487042
6400,2017_2019,10600,919,0.08669811320754717,111.70153095215055
6600,1990_1992,10685,258,0.024145999064108564,111.70741540943068
6600,1993_1995,10685,340,0.031820308844174076,111.71329986671081
6600,1996_1998,10685,363,0.033972859148338794,111.71918432399094
6600,1999_2001,10685,357,0.03341132428638278,111.72506878127108
6600,2002_2004,10685,410,0.03837154890032756,111.73095323855121
6600,2005_2007,10685,418,0.03912026204960225,111.73683769583134
6600,2008_2010,10685,492,0.04604585868039308,111.74272215311149
6600,2011_2013,10685,573,0.053626579316799254,111.74860661039162
6600,2014_2016,10685,764,0.07150210575573233,111.75449106767175
6600,2017_2019,10685,759,0.07103416003743565,111.76037552495188
6800,1990_1992,10626,271,0.025503482025221156,111.76625998223201
6800,1993_1995,10626,355,0.033408620365142104,111.77214443951215
6800,1996_1998,10626,408,0.038396386222473176,111.77802889679228
6800,1999_2001,10626,395,0.03717297195558065,111.78391335407241
6800,2002_2004,10626,435,0.0409373235460192,111.78979781135254
6800,2005_2007,10626,453,0.042631281761716544,111.79568226863267
6800,2008_2010,10626,571,0.053736118953510256,111.8015667259128
6800,2011_2013,10626,610,0.05740636175418784,111.80745118319295
6800,2014_2016,10626,896,0.08432147562582346,111.81333564047308
6800,2017_2019,10626,808,0.07603990212685866,111.81922009775322
7000,1990_1992,10637,276,0.025947165554197613,111.82510455503335
7000,1993_1995,10637,371,0.03487825514712795,111.83098901231348
7000,1996_1998,10637,427,0.04014289743348688,111.83687346959361
7000,1999_2001,10637,428,0.04023690890288615,111.84275792687374
7000,2002_2004,10637,468,0.04399736767885682,111.84864238415388
7000,2005_2007,10637,483,0.04540753971984582,111.85452684143401
7000,2008_2010,10637,578,0.05433862931277616,111.86041129871414
7000,2011_2013,10637,685,0.0643978565384977,111.86629575599429
7000,2014_2016,10637,1029,0.09673780201184544,111.87218021327442
7000,2017_2019,10637,871,0.0818839898467613,111.87806467055455
7200,1990_1992,10721,216,0.020147374312097753,111.88394912783468
7200,1993_1995,10721,275,0.025650592295494823,111.88983358511481
7200,1996_1998,10721,347,0.03236638373286074,111.89571804239495
7200,1999_2001,10721,339,0.03162018468426453,111.90160249967508
7200,2002_2004,10721,393,0.03665702826228896,111.90748695695521
7200,2005_2007,10721,413,0.038522525883779496,111.91337141423534
7200,2008_2010,10721,572,0.05335323197462923,111.91925587151547
7200,2011_2013,10721,600,0.05596492864471598,111.92514032879562
7200,2014_2016,10721,1003,0.09355470571775021,111.93102478607575
7200,2017_2019,10721,906,0.08450704225352113,111.93690924335588
7400,1990_1992,10628,408,0.03838916070756492,111.94279370063602
7400,1993_1995,10628,642,0.06040647346631539,111.94867815791615
7400,1996_1998,10628,747,0.07028603688370343,111.95456261519628
7400,1999_2001,10628,813,0.07649604817463304,111.96044707247641
7400,2002_2004,10628,880,0.08280015054572827,111.96633152975654
7400,2005_2007,10628,940,0.08844561535566428,111.97221598703668
7400,2008_2010,10628,1055,0.09926608957470832,111.97810044431681
7400,2011_2013,10628,1187,0.11168611215656755,111.98398490159695
7400,2014_2016,10628,1498,0.14094843808806926,111.98986935887709
7400,2017_2019,10628,1425,0.13407978923598043,111.99575381615722
7600,1990_1992,10658,467,0.04381685119159317,112.00163827343735
7600,1993_1995,10658,667,0.0625820979545881,112.00752273071748
7600,1996_1998,10658,746,0.0699943704259711,112.01340718799761
7600,1999_2001,10658,815,0.07646838055920435,112.01929164527775
7600,2002_2004,10658,947,0.08885344342278101,112.02517610255788
7600,2005_2007,10658,1068,0.10020641771439294,112.03106055983801
7600,2008_2010,10658,1295,0.1215049727903922,112.03694501711814
7600,2011_2013,10658,1393,0.13069994370425972,112.04282947439829
7600,2014_2016,10658,1905,0.17873897541752673,112.04871393167842
7600,2017_2019,10658,1872,0.17564270970163257,112.05459838895855
7800,1990_1992,10612,564,0.053147380324161324,112.06048284623868
7800,1993_1995,10612,757,0.07133433848473426,112.06636730351882
7800,1996_1998,10612,897,0.08452695062193744,112.07225176079895
7800,1999_2001,10612,988,0.09310214851111949,112.07813621807908
7800,2002_2004,10612,1170,0.1102525442894836,112.08402067535921
7800,2005_2007,10612,1340,0.12627214474180173,112.08990513263934
7800,2008_2010,10612,1679,0.15821711270260083,112.09578958991948
7800,2011_2013,10612,1854,0.1747078778741048,112.10167404719962
7800,2014_2016,10612,2565,0.24170750094232943,112.10755850447975
7800,2017_2019,10612,2414,0.22747832642291746,112.11344296175989
8000,1990_1992,10516,614,0.058387219475085586,112.11932741904002
8000,1993_1995,10516,854,0.08120958539368581,112.12521187632015
8000,1996_1998,10516,983,0.09347660707493344,112.13109633360028
8000,1999_2001,10516,1073,0.10203499429440852,112.13698079088041
8000,2002_2004,10516,1109,0.10545834918219855,112.14286524816055
8000,2005_2007,10516,1192,0.11335108406238113,112.14874970544068
8000,2008_2010,10516,1478,0.1405477367820464,112.15463416272081
8000,2011_2013,10516,1540,0.14644351464435146,112.16051862000096
8000,2014_2016,10516,2108,0.200456447318372,112.16640307728109
8000,2017_2019,10516,1874,0.17820464054773677,112.17228753456122
8200,1990_1992,10475,531,0.050692124105011935,112.17817199184135
8200,1993_1995,10475,743,0.0709307875894988,112.18405644912148
8200,1996_1998,10475,1039,0.09918854415274463,112.18994090640162
8200,1999_2001,10475,1147,0.10949880668257757,112.19582536368175
8200,2002_2004,10475,1343,0.12821002386634844,112.20170982096188
8200,2005_2007,10475,1555,0.14844868735083533,112.20759427824201
8200,2008_2010,10475,1643,0.15684964200477328,112.21347873552214
8200,2011_2013,10475,1817,0.17346062052505967,112.21936319280229
8200,2014_2016,10475,2389,0.22806682577565632,112.22524765008242
8200,2017_2019,10475,2037,0.19446300715990453,112.23113210736255
8400,1990_1992,10597,529,0.04991978861942059,112.23701656464269
8400,1993_1995,10597,779,0.07351137114277626,112.24290102192282
8400,1996_1998,10597,1040,0.09814098329715958,112.24878547920295
8400,1999_2001,10597,1061,0.10012267622912145,112.25466993648308
8400,2002_2004,10597,1171,0.11050297253939795,112.26055439376321
8400,2005_2007,10597,1273,0.12012833820892706,112.26643885104335
8400,2008_2010,10597,1270,0.11984523921864679,112.27232330832348
8400,2011_2013,10597,1492,0.14079456449938663,112.27820776560363
8400,2014_2016,10597,1980,0.18684533358497687,112.28409222288376
8400,2017_2019,10597,1853,0.1748608096631122,112.28997668016389
8600,1990_1992,10604,362,0.03413806110901547,112.29586113744402
8600,1993_1995,10604,451,0.04253112033195021,112.30174559472415
8600,1996_1998,10604,592,0.05582798943794794,112.30763005200428
8600,1999_2001,10604,613,0.05780837419841569,112.31351450928442
8600,2002_2004,10604,675,0.06365522444360619,112.31939896656455
8600,2005_2007,10604,751,0.07082233119577518,112.32528342384468
8600,2008_2010,10604,782,0.07374575631837042,112.33116788112481
8600,2011_2013,10604,889,0.08383628819313467,112.33705233840496
8600,2014_2016,10604,1185,0.11175028291210864,112.34293679568509
8600,2017_2019,10604,1112,0.10486608826857789,112.34882125296522
8800,1990_1992,10605,406,0.03828382838283828,112.35470571024536
8800,1993_1995,10605,473,0.044601603017444605,112.36059016752549
8800,1996_1998,10605,673,0.06346063177746346,112.36647462480562
8800,1999_2001,10605,718,0.06770391324846771,112.37235908208575
8800,2002_2004,10605,776,0.07317303158887317,112.37824353936588
8800,2005_2007,10605,813,0.07666195190947667,112.38412799664601
8800,2008_2010,10605,819,0.07722772277227723,112.39001245392615
8800,2011_2013,10605,924,0.08712871287128712,112.3958969112063
8800,2014_2016,10605,1392,0.13125884016973127,112.40178136848643
8800,2017_2019,10605,1241,0.11702027345591702,112.40766582576656
9000,1990_1992,10685,575,0.05381375760411792,112.41355028304669
9000,1993_1995,10685,723,0.06766495086569958,112.41943474032682
9000,1996_1998,10685,944,0.08834815161441273,112.42531919760695
9000,1999_2001,10685,1034,0.09677117454375292,112.43120365488709
9000,2002_2004,10685,1090,0.1020121665886757,112.43708811216722
9000,2005_2007,10685,1163,0.10884417407580721,112.44297256944735
9000,2008_2010,10685,1187,0.11109031352363126,112.44885702672748
9000,2011_2013,10685,1268,0.11867103416003744,112.45474148400763
9000,2014_2016,10685,1664,0.1557323350491343,112.46062594128776
9000,2017_2019,10685,1723,0.16125409452503509,112.46651039856789
9200,1990_1992,10682,570,0.053360793858827936,112.47239485584802
9200,1993_1995,10682,693,0.06487549148099607,112.47827931312816
9200,1996_1998,10682,877,0.08210073020033702,112.48416377040829
9200,1999_2001,10682,902,0.08444111589589964,112.49004822768842
9200,2002_2004,10682,931,0.0871559633027523,112.49593268496855
9200,2005_2007,10682,1023,0.09576858266242276,112.50181714224868
9200,2008_2010,10682,1041,0.09745366036322786,112.50770159952881
9200,2011_2013,10682,1185,0.1109342819696686,112.51358605680896
9200,2014_2016,10682,1676,0.15689945703051864,112.5194705140891
9200,2017_2019,10682,1668,0.1561505336079386,112.52535497136923
9400,1990_1992,10616,531,0.05001883948756594,112.53123942864936
9400,1993_1995,10616,581,0.05472871137905049,112.53712388592949
9400,1996_1998,10616,810,0.07629992464204974,112.54300834320962
9400,1999_2001,10616,931,0.08769781461944236,112.54889280048975
9400,2002_2004,10616,1002,0.09438583270535042,112.55477725776989
9400,2005_2007,10616,1050,0.09890730972117559,112.56066171505002
9400,2008_2010,10616,1073,0.10107385079125848,112.56654617233015
9400,2011_2013,10616,1239,0.11671062547098719,112.5724306296103
9400,2014_2016,10616,1698,0.15994724943481536,112.57831508689043
9400,2017_2019,10616,1762,0.1659758854559156,112.58419954417056
9600,1990_1992,10772,914,0.08484961010025993,112.59008400145069
9600,1993_1995,10772,979,0.0908837727441515,112.59596845873082
9600,1996_1998,10772,1295,0.12021908652060899,112.60185291601096
9600,1999_2001,10772,1329,0.1233754177497215,112.60773737329109
9600,2002_2004,10772,1338,0.12421091719272187,112.61362183057122
9600,2005_2007,10772,1490,0.13832157445228369,112.61950628785135
9600,2008_2010,10772,1458,0.13535090976606015,112.62539074513148
9600,2011_2013,10772,1649,0.15308206461195692,112.63127520241163
9600,2014_2016,10772,2071,0.1922577051615299,112.63715965969176
9600,2017_2019,10772,2123,0.19708503527664314,112.6430441169719
9800,1990_1992,10898,774,0.07102220590934116,112.64892857425203
9800,1993_1995,10898,757,0.0694622866581024,112.65481303153216
9800,1996_1998,10898,1049,0.09625619379702698,112.66069748881229
9800,1999_2001,10898,1063,0.09754083318040008,112.66658194609242
9800,2002_2004,10898,1174,0.10772618829142962,112.67246640337255
9800,2005_2007,10898,1342,0.12314186089190678,112.67835086065269
9800,2008_2010,10898,1294,0.11873738300605616,112.68423531793282
9800,2011_2013,10898,1537,0.1410350523031749,112.69011977521296
9800,2014_2016,10898,2081,0.1909524683428152,112.6960042324931
9800,2017_2019,10898,2125,0.19498990640484493,112.70188868977323
10000,1990_1992,10901,512,0.04696816805797633,112.70777314705336
10000,1993_1995,10901,643,0.05898541418218512,112.71365760433349
10000,1996_1998,10901,805,0.0738464361067792,112.71954206161362
10000,1999_2001,10901,1126,0.10329327584625264,112.72542651889376
10000,2002_2004,10901,1079,0.0989817447940556,112.73131097617389
10000,2005_2007,10901,1516,0.1390698101091643,112.73719543345402
10000,2008_2010,10901,1398,0.12824511512705256,112.74307989073415
10000,2011_2013,10901,1905,0.1747546096688377,112.7489643480143
10000,2014_2016,10901,2319,0.21273277680946703,112.75484880529443
10000,2017_2019,10901,2241,0.2055774699568847,112.76073326257456
10200,1990_1992,10908,464,0.042537587092042535,112.7666177198547
10200,1993_1995,10908,513,0.04702970297029703,112.77250217713483
10200,1996_1998,10908,618,0.05665566556655666,112.77838663441496
10200,1999_2001,10908,668,0.06123945727906124,112.78427109169509
10200,2002_2004,10908,708,0.06490649064906491,112.79015554897522
10200,2005_2007,10908,848,0.07774110744407774,112.79604000625535
10200,2008_2010,10908,839,0.07691602493582692,112.80192446353549
10200,2011_2013,10908,1169,0.10716905023835717,112.80780892081563
10200,2014_2016,10908,1613,0.14787312064539787,112.81369337809576
10200,2017_2019,10908,1536,0.1408140814081408,112.8195778353759
10400,1990_1992,11022,754,0.06840863727091272,112.82546229265603
10400,1993_1995,11022,905,0.08210851025222282,112.83134674993616
10400,1996_1998,11022,1033,0.09372164761386319,112.83723120721629
10400,1999_2001,11022,1091,0.09898385048085646,112.84311566449642
10400,2002_2004,11022,1145,0.10388314280529849,112.84900012177656
10400,2005_2007,11022,1305,0.11839956450734894,112.85488457905669
10400,2008_2010,11022,1288,0.11685719470150607,112.86076903633682
10400,2011_2013,11022,1538,0.1395391036109599,112.86665349361695
10400,2014_2016,11022,1829,0.16594084558156413,112.8725379508971
10400,2017_2019,11022,1904,0.1727454182544003,112.87842240817723
10600,1990_1992,11169,804,0.07198495836690841,112.88430686545736
10600,1993_1995,11169,929,0.0831766496552959,112.8901913227375
10600,1996_1998,11169,1129,0.10108335571671591,112.89607578001763
10600,1999_2001,11169,1203,0.1077088369594413,112.90196023729776
10600,2002_2004,11169,1250,0.11191691288387501,112.90784469457789
10600,2005_2007,11169,1454,0.1301817530665234,112.91372915185802
10600,2008_2010,11169,1435,0.12848061599068852,112.91961360913815
10600,2011_2013,11169,1648,0.14755125794610083,112.9254980664183
10600,2014_2016,11169,2029,0.18166353299310592,112.93138252369843
10600,2017_2019,11169,2144,0.19195988897842242,112.93726698097856
10800,1990_1992,11313,789,0.06974277380005303,112.9431514382587
10800,1993_1995,11313,884,0.07814019269866525,112.94903589553883
10800,1996_1998,11313,1126,0.09953151241934058,112.95492035281896
10800,1999_2001,11313,1171,0.10350923716078847,112.96080481009909
10800,2002_2004,11313,1259,0.11128789887739768,112.96668926737922
10800,2005_2007,11313,1451,0.12825952444090868,112.97257372465936
