NDVI,NDBI,EVI,time
0.2853383937167501,-0.3795558087447249,0.3631394735260858,2017-01-01
0.2846863093589331,-0.3796632327057816,0.3626598970294424,2017-01-02
0.2838102229390075,-0.37954890395586943,0.36194716484774747,2017-01-03
0.28271942912435855,-0.3792219364949284,0.3610165579809522,2017-01-04
0.281423963883864,-0.3786921013837465,0.35988412499769906,2017-01-05
0.27993457145664574,-0.37796979522323393,0.35856662772165687,2017-01-06
0.27826266928739335,-0.37706600687832365,0.35708148487240016,2017-01-07
0.27642031102863407,-0.37599228254019823,0.3554467138234325,2017-01-08
0.2744201477155759,-0.37476068922501976,0.3536808706450641,2017-01-09
0.27227538722433076,-0.37338377681169443,0.3518029886046992,2017-01-10
0.2699997521289029,-0.3718745387251177,0.34983251530120146,2017-01-11
0.2676074360766819,-0.37024637137499716,0.34778924861370364,2017-01-12
0.2651130588064424,-0.36851303246386397,0.3456932716486342,2017-01-13
0.2625316199363822,-0.3666885982808541,0.3435648868713235,2017-01-14
0.25987845165308116,-0.36478742010052817,0.34142454961062785,2017-01-15
0.25716917043553195,-0.36282407980871123,0.33929280112720134,2017-01-16
0.25441962795070266,-0.36081334487907496,0.33719020143657225,2017-01-17
0.25164586125984495,-0.3587701228264286,0.3351372620796281,2017-01-18
0.24886404247591143,-0.3567094152634402,0.33315437903223016,2017-01-19
0.24609042801494418,-0.35464627168943896,0.33126176594647483,2017-01-20
0.24334130758443911,-0.3525957431398454,0.3294793879140047,2017-01-21
0.24063295305315768,-0.3505728358258091,0.3278268959412903,2017-01-22
0.23798156734683823,-0.34859246489333723,0.3263235623243017,2017-01-23
0.23540323351420211,-0.346669408430883,0.3249882171075169,2017-01-24
0.23291386410756526,-0.3448182618540279,0.3238391858097154,2017-01-25
0.23052915102079907,-0.34305339279424485,0.3228942285946616,2017-01-26
0.228264515927119,-0.3413888966181911,0.32217048106183105,2017-01-27
0.22613506145659035,-0.3398385527014587,0.3216843968268378,2017-01-28
0.22415552325199078,-0.33841578157932933,0.3214516920572333,2017-01-29
0.22234022303877493,-0.33713360309423723,0.3214872921231661,2017-01-30
0.22070302284261328,-0.33600459565738866,0.3218052805173081,2017-01-31
0.21925728048420712,-0.3350408567384089,0.32241885019146854,2017-02-01
0.218015806478423,-0.33425396469423646,0.3233402574513964,2017-02-02
0.21699082246017154,-0.3336549420442054,0.3245807785435759,2017-02-03
0.21619392125589432,-0.33325422029482005,0.326150669060876,2017-02-04
0.21563602871471388,-0.3330616064132732,0.32805912628600165,2017-02-05
0.21532736740868297,-0.33308625104440776,0.33031425458352864,2017-02-06
0.2152774223063486,-0.33333661856100694,0.3329230339429783,2017-02-07
0.21549490851852304,-0.33382045903237917,0.3358912917667952,2017-02-08
0.21598774120952258,-0.3345447821909894,0.33922367798793146,2017-02-09
0.2167630077611794,-0.33551583347144925,0.34292364359273825,2017-02-10
0.2178269422708473,-0.33673907219061205,0.34699342261556043,2017-02-11
0.2191849024581738,-0.33821915193160895,0.3514340176615196,2017-02-12
0.2208413490488516,-0.33995990318872493,0.3562451890045021,2017-02-13
0.22279982769686535,-0.3419643183239293,0.3614254472975914,2017-02-14
0.2250629534996611,-0.3442345388794379,0.3669720499227646,2017-02-15
0.22763239815372593,-0.3467718452844453,0.3728810009971331,2017-02-16
0.23050887979073353,-0.3495766489875278,0.37914705504244267,2017-02-17
0.23369215552716965,-0.352648487039743,0.3857637243149309,2017-02-18
0.23718101675276676,-0.35598601914659533,0.3927232897817988,2017-02-19
0.24097328717565586,-0.3595870272004387,0.40001681572103154,2017-02-20
0.24506582363474477,-0.3634484172982434,0.4076341679112103,2017-02-21
0.24945451968184945,-0.36756622424254176,0.4155640353675106,2017-02-22
0.25413431192879493,-0.3719356185168512,0.4237939555705922,2017-02-23
0.25909918914720037,-0.3765509157202324,0.43231034312571776,2017-02-24
0.2643422041006112,-0.38140558843845074,0.4410985217788254,2017-02-25
0.26985548808159465,-0.38649228052302004,0.4501427597079696,2017-02-26
0.2756302681188823,-0.3918028237427248,0.4594263079990368,2017-02-27
0.2816568868119423,-0.3973282567654282,0.4689314422053421,2017-02-28
0.2879248247435304,-0.4030588464219692,0.47863950688263274,2017-03-01
0.294422725413283,-0.4089841111973674,0.4885309629821795,2017-03-02
0.30113842262892343,-0.41509284688888826,0.4985854379772977,2017-03-03
0.30805897028413876,-0.4213731543639166,0.5087817785898407,2017-03-04
0.3151706744461069,-0.42781246934531925,0.5190981059767138,2017-03-05
0.32245912766927876,-0.43439759414642526,0.5295118732294931,2017-03-06
0.3299092454451857,-0.4411147312718019,0.5399999250327272,2017-03-07
0.3375053046926879,-0.44794951879539985,0.550538559321214,2017-03-08
0.345230984187412,-0.4548870674227541,0.5611035907708207,2017-03-09
0.3530694068229983,-0.4619119991386302,0.5716704159511362,2017-03-10
0.36100318359226874,-0.4690084873376823,0.5822140799643122,2017-03-11
0.3690144591715927,-0.47616029833156276,0.592709344390067,2017-03-12
0.37708495898645705,-0.48335083412142266,0.6031307563519609,2017-03-13
0.3851960376328748,-0.49056317632194163,0.6134527185177904,2017-03-14
0.3933287285248712,-0.4977801311193194,0.6236495598433932,2017-03-15
0.40146379463502657,-0.5049842751429601,0.6336956068670601,2017-03-16
0.4095817801915436,-0.5121580021276776,0.6435652553595661,2017-03-17
0.41766306319255336,-0.5192835702410166,0.6532330421334844,2017-03-18
0.42568790859663613,-0.5263431499489464,0.6626737168155944,2017-03-19
0.4336365220450227,-0.5333188722903057,0.6718623133840468,2017-03-20
0.4414891039707128,-0.5401928774303772,0.6807742212740882,2017-03-21
0.4492259039476953,-0.5469473633623844,0.6893852558558697,2017-03-22
0.4568272751325882,-0.5535646346251568,0.6976717280893606,2017-03-23
0.4642737286505196,-0.5600271509050001,0.7056105131631214,2017-03-24
0.4715459877774432,-0.5663175753903551,0.7131791179266973,2017-03-25
0.4786250417707637,-0.5724188227477865,0.7203557469284992,2017-03-26
0.4854921992008565,-0.5783141065886943,0.7271193668744921,2017-03-27
0.492129140637758,-0.5839869862978643,0.7334497693276159,2017-03-28
0.49851797054824587,-0.5894214130960301,0.7393276314715197,2017-03-29
0.5046412682604727,-0.5946017752105819,0.7447345747673147,2017-03-30
0.5104821378557086,-0.599512942030871,0.7496532213373593,2017-03-31
0.5160242568492659,-0.6041403071270337,0.7540672479158896,2017-04-01
0.5212519235260171,-0.6084698300143918,0.7579614372127336,2017-04-02
0.5261501027986678,-0.6124880765481739,0.7613217265424925,2017-04-03
0.5307044704612355,-0.6161822578372711,0.7641352535791031,2017-04-04
0.5349014557141929,-0.6195402675694882,0.7663903991030162,2017-04-05
0.538728281841745,-0.6225507176445195,0.7680768266157838,2017-04-06
0.5421730049269237,-0.6252029720156597,0.7691855187053418,2017-04-07
0.5452245504951494,-0.6274871786458186,0.7697088100536238,2017-04-08
0.5478727479819446,-0.6293942994880811,0.7696404169867976,2017-04-09
0.55010836292648,-0.6309161384064842,0.7689754634776701,2017-04-10
0.5519231267984646,-0.6320453669579971,0.7677105035189845,2017-04-11
0.5533097643718428,-0.63277554796214,0.7658435397959451,2017-04-12
0.5542620185654467,-0.6331011567906804,0.7633740385960242,2017-04-13
0.5547746726772671,-0.6330176003157719,0.7603029409041594,2017-04-14
0.5548435699457308,-0.6325212334609357,0.7566326696412023,2017-04-15
0.5544656303785679,-0.6316093733057921,0.7523671330141618,2017-04-16
0.553638864796861,-0.6302803107017226,0.7475117239567445,2017-04-17
0.552362386049365,-0.628533319362332,0.7420733156490658,2017-04-18
0.5506364173594805,-0.6263686623991772,0.7360602531161778,2017-04-19
0.5484622977750222,-0.623787596280082,0.7294823409151894,2017-04-20
0.545842484698315,-0.6207923721939625,0.7223508269310692,2017-04-21
0.5427805534821901,-0.6173862348132665,0.7146783823121325,2017-04-22
0.53928119408502,-0.6135734184518258,0.7064790775861566,2017-04-23
0.5353502047856774,-0.6093591406227414,0.6977683550080058,2017-04-24
0.5309944829674238,-0.6047495930082075,0.6885629972007268,2017-04-25
0.5262220129871438,-0.5997519298596103,0.6788810921609001,2017-04-26
0.5210418511544462,-0.5943742538534696,0.6687419947097681,2017-04-27
0.5154641078524488,-0.5886255994351254,0.6581662844803011,2017-04-28
0.5094999268402359,-0.5825159136893491,0.6471757205408581,2017-04-29
0.5031614617841058,-0.5760560347832201,0.6357931927643342,2017-04-30
0.4964618500720354,-0.5692576680330115,0.6240426700604067,2017-05-01
0.4894151839736457,-0.5621333596537547,0.6119491455980405,2017-05-02
0.48203647921456416,-0.5546964682558453,0.5995385791526732,2017-05-03
0.47434164104095883,-0.5469611341590137,0.5868378367202753,2017-05-04
0.4663474278574241,-0.5389422466005072,0.5738746275490797,2017-05-05
0.45807141252733435,-0.5306554089193622,0.5606774387458029,2017-05-06
0.4495319414310212,-0.5221169018040345,0.5472754676198216,2017-05-07
0.44074809138397986,-0.5133436446966405,0.533698551936273,2017-05-08
0.4317396245221445,-0.5043531554510833,0.5199770982533192,2017-05-09
0.4225269412677552,-0.49516350834798767,0.5061420085256988,2017-05-10
0.41313103149338093,-0.4857932905726732,0.49222460515973426,2017-05-11
0.4035734240081542,-0.47626155726807834,0.47825655471178513,2017-05-12
0.39387613449348186,-0.46658778527708944,0.46426979042389255,2017-05-13
0.3840616120203548,-0.45679182569284654,0.4502964337947025,2017-05-14
0.3741526842845517,-0.4468938553391524,0.43636871538695665,2017-05-15
0.36417250169942267,-0.4369143273058385,0.4225188950749316,2017-05-16
0.354144480488449,-0.42687392066591345,0.40877918193606083,2017-05-17
0.34409224492420293,-0.4167934895051418,0.3951816539945053,2017-05-18
0.3340395688612079,-0.4066940113951415,0.38175817802295475,2017-05-19
0.32401031671299063,-0.39659653544333,0.3685403296101961,2017-05-20
0.3140283840255171,-0.38652213005461433,0.3555593137019155,2017-05-21
0.3041176377999892,-0.3764918305400439,0.3428458858206682,2017-05-22
0.29430185671928477,-0.366526586708683,0.33043027417008697,2017-05-23
0.2846046714321258,-0.35664721057843213,0.31834210282558,2017-05-24
0.27504950505021886,-0.3468743243424738,0.30661031621267804,2017-05-25
0.26565951401232735,-0.3372283087265227,0.29526310506993797,2017-05-26
0.2564575294688011,-0.32772925187148094,0.28432783409018336,2017-05-27
0.2474659993389844,-0.31839689887491956,0.27383097142986,2017-05-28
0.2387069311926041,-0.30925060212341904,0.26379802027199317,2017-05-29
0.2302018361038929,-0.3003092725454754,0.25425345262269117,2017-05-30
0.2219716736247509,-0.29159133191225484,0.24522064551552888,2017-05-31
0.21403679802133102,-0.2831146663117034,0.23672181979306378,2017-06-01
0.20641690591453038,-0.2748965809177354,0.2287779816273792,2017-06-02
0.19913098546146063,-0.2669537561730005,0.22140886693480458,2017-06-03
0.19219726721181146,-0.2593022055008758,0.21463288883339646,2017-06-04
0.1856331767680875,-0.25195723465764824,0.2084670882832827,2017-06-05
0.17945528937424954,-0.2449334028317307,0.2029270880420678,2017-06-06
0.1736792865530501,-0.23824448559298012,0.19802705005968949,2017-06-07
0.16831991490633957,-0.23190343978952388,0.19377963642757495,2017-06-08
0.16339094718789715,-0.2259223704853131,0.19019597398862584,2017-06-09
0.1589051457516964,-0.22031250002546277,0.18728562270446758,2017-06-10
