idx,Year,Base,Built,Percent,Lat
3200,1993_1995,12423,14,0.0011269419624889319,42.25795587662452
3200,1996_1998,12423,15,0.001207437816952427,42.25210418167082
3200,1999_2001,12423,4,0.0003219834178539805,42.24625248671713
3200,2002_2004,12423,8,0.000643966835707961,42.240400791763435
3200,2005_2007,12423,7,0.0005634709812444659,42.23454909680974
3200,2008_2010,12423,19,0.0015294212348064074,42.22869740185604
3200,2011_2013,12423,49,0.003944296868711262,42.22284570690235
3200,2014_2016,12423,56,0.0045077678499557275,42.21699401194865
3200,2017_2019,12423,141,0.011349915479352813,42.21114231699495
3400,1990_1992,13062,33,0.0025264124942581535,42.205290622041254
3400,1993_1995,13062,33,0.0025264124942581535,42.199438927087556
3400,1996_1998,13062,39,0.0029857602204869087,42.193587232133865
3400,1999_2001,13062,25,0.0019139488592864798,42.18773553718017
3400,2002_2004,13062,32,0.0024498545398866944,42.18188384222647
3400,2005_2007,13062,26,0.001990506813657939,42.17603214727277
3400,2008_2010,13062,36,0.002756086357372531,42.17018045231908
3400,2011_2013,13062,70,0.0053590568060021436,42.16432875736538
3400,2014_2016,13062,109,0.008344817026489051,42.158477062411684
3400,2017_2019,13062,151,0.011560251110090338,42.152625367457986
3600,1990_1992,13063,37,0.0028324274668912195,42.146773672504295
3600,1993_1995,13063,46,0.0035213963101890836,42.1409219775506
3600,1996_1998,13063,54,0.004133813059787185,42.1350702825969
3600,1999_2001,13063,47,0.0035979484038888465,42.1292185876432
3600,2002_2004,13063,30,0.0022965628109928807,42.1233668926895
3600,2005_2007,13063,19,0.001454489780295491,42.11751519773581
3600,2008_2010,13063,35,0.002679323279491694,42.111663502782115
3600,2011_2013,13063,60,0.0045931256219857615,42.10581180782842
3600,2014_2016,13063,96,0.007349000995177218,42.09996011287472
3600,2017_2019,13063,151,0.011559366148664166,42.09410841792103
3800,1990_1992,14542,15,0.0010314949800577637,42.08825672296733
3800,1993_1995,14542,15,0.0010314949800577637,42.08240502801363
3800,1996_1998,14542,31,0.0021317562921193784,42.076553333059934
3800,1999_2001,14542,40,0.0027506532801540367,42.07070163810624
3800,2002_2004,14542,41,0.0028194196121578874,42.064849943152545
3800,2005_2007,14542,32,0.002200522624123229,42.05899824819885
3800,2008_2010,14542,43,0.002956952276165589,42.05314655324515
3800,2011_2013,14542,125,0.008595791500481365,42.04729485829145
3800,2014_2016,14542,166,0.011415211112639252,42.04144316333776
3800,2017_2019,14542,291,0.020011002613120617,42.03559146838406
4000,1990_1992,15130,46,0.003040317250495704,42.029739773430364
4000,1993_1995,15130,48,0.0031725049570389954,42.023888078476666
4000,1996_1998,15130,55,0.0036351619299405157,42.018036383522976
4000,1999_2001,15130,43,0.0028420356906807666,42.01218468856928
4000,2002_2004,15130,45,0.002974223397224058,42.00633299361558
4000,2005_2007,15130,42,0.002775941837409121,42.00048129866188
4000,2008_2010,15130,58,0.003833443489755453,41.99462960370819
4000,2011_2013,15130,111,0.007336417713152677,41.98877790875449
4000,2014_2016,15130,138,0.009120951751487113,41.982926213800795
4000,2017_2019,15130,211,0.013945803040317251,41.9770745188471
4200,1990_1992,16190,139,0.008585546633724522,41.9712228238934
4200,1993_1995,16190,152,0.00938851142680667,41.96537112893971
4200,1996_1998,16190,156,0.009635577516985794,41.95951943398601
4200,1999_2001,16190,127,0.007844348363187153,41.95366773903231
4200,2002_2004,16190,51,0.003150092649783817,41.947816044078614
4200,2005_2007,16190,39,0.0024088943792464484,41.94196434912492
4200,2008_2010,16190,53,0.0032736256948733785,41.936112654171225
4200,2011_2013,16190,174,0.010747374922791847,41.93026095921753
4200,2014_2016,16190,299,0.01846819024088944,41.92440926426383
4200,2017_2019,16190,309,0.019085855466337245,41.91855756931014
4400,1990_1992,16615,141,0.008486307553415588,41.91270587435644
4400,1993_1995,16615,149,0.008967800180559735,41.90685417940274
4400,1996_1998,16615,154,0.009268733072524828,41.901002484449045
4400,1999_2001,16615,125,0.007523322299127295,41.89515078949535
4400,2002_2004,16615,55,0.0033102618116160097,41.889299094541656
4400,2005_2007,16615,36,0.0021667168221486607,41.88344739958796
4400,2008_2010,16615,71,0.004273247065904304,41.87759570463426
4400,2011_2013,16615,235,0.014143845922359314,41.87174400968056
4400,2014_2016,16615,326,0.019620824556123986,41.86589231472687
4400,2017_2019,16615,489,0.029431236834185977,41.86004061977317
4600,1990_1992,16441,25,0.0015205887719725079,41.854188924819475
4600,1993_1995,16441,28,0.0017030594246092087,41.84833722986578
4600,1996_1998,16441,31,0.0018855300772459096,41.842485534912086
4600,1999_2001,16441,19,0.0011556474666991059,41.83663383995839
4600,2002_2004,16441,23,0.0013989416702147072,41.83078214500469
4600,2005_2007,16441,19,0.0011556474666991059,41.82493045005099
4600,2008_2010,16441,99,0.006021531537011131,41.8190787550973
4600,2011_2013,16441,176,0.010704944954686454,41.8132270601436
4600,2014_2016,16441,270,0.016422358737303085,41.807375365189905
4600,2017_2019,16441,354,0.02153153701113071,41.80152367023621
4800,1990_1992,18156,103,0.005673055739149592,41.79567197528251
4800,1993_1995,18156,105,0.005783212161269002,41.78982028032882
4800,1996_1998,18156,114,0.006278916060806345,41.78396858537512
4800,1999_2001,18156,80,0.004406256884776382,41.77811689042142
4800,2002_2004,18156,116,0.006389072482925755,41.772265195467725
4800,2005_2007,18156,55,0.003029301608283763,41.766413500514034
4800,2008_2010,18156,235,0.012943379599030623,41.760561805560336
4800,2011_2013,18156,338,0.018616435338180217,41.75471011060664
4800,2014_2016,18156,367,0.020213703458911655,41.74885841565294
4800,2017_2019,18156,497,0.027373870896673275,41.74300672069925
5000,1990_1992,19647,48,0.0024431210871888836,41.73715502574555
5000,1993_1995,19647,48,0.0024431210871888836,41.73130333079185
5000,1996_1998,19647,56,0.002850307935053698,41.725451635838155
5000,1999_2001,19647,32,0.001628747391459256,41.71959994088446
5000,2002_2004,19647,48,0.0024431210871888836,41.713748245930766
5000,2005_2007,19647,19,0.0009670687636789332,41.70789655097707
5000,2008_2010,19647,46,0.0023413243752226803,41.70204485602337
5000,2011_2013,19647,74,0.003766478342749529,41.69619316106967
5000,2014_2016,19647,181,0.009212602432941416,41.69034146611598
5000,2017_2019,19647,273,0.013895251183386777,41.68448977116228
5200,1990_1992,19155,73,0.003811015400678674,41.678638076208586
5200,1993_1995,19155,84,0.004385277995301488,41.67278638125489
5200,1996_1998,19155,100,0.0052205690420255805,41.6669346863012
5200,1999_2001,19155,68,0.003549986948577395,41.6610829913475
5200,2002_2004,19155,83,0.004333072304881232,41.6552312963938
5200,2005_2007,19155,54,0.0028191072826938136,41.6493796014401
5200,2008_2010,19155,91,0.0047507178282432784,41.643527906486405
5200,2011_2013,19155,124,0.00647350561211172,41.637676211532714
5200,2014_2016,19155,179,0.00934481858522579,41.631824516579016
5200,2017_2019,19155,289,0.015087444531453928,41.62597282162532
5400,1990_1992,19450,73,0.0037532133676092547,41.62012112667162
5400,1993_1995,19450,82,0.004215938303341903,41.61426943171793
5400,1996_1998,19450,83,0.004267352185089974,41.60841773676423
5400,1999_2001,19450,69,0.0035475578406169665,41.60256604181053
5400,2002_2004,19450,74,0.0038046272493573265,41.596714346856835
5400,2005_2007,19450,63,0.0032390745501285345,41.590862651903144
5400,2008_2010,19450,89,0.004575835475578406,41.585010956949446
5400,2011_2013,19450,158,0.008123393316195373,41.57915926199575
5400,2014_2016,19450,182,0.009357326478149101,41.57330756704205
5400,2017_2019,19450,346,0.017789203084832905,41.56745587208835
5600,1990_1992,19459,17,0.0008736317385271597,41.56160417713466
5600,1993_1995,19459,17,0.0008736317385271597,41.555752482180964
5600,1996_1998,19459,24,0.0012333624543912841,41.549900787227266
5600,1999_2001,19459,14,0.0007194614317282491,41.54404909227357
5600,2002_2004,19459,29,0.0014903129657228018,41.53819739731988
5600,2005_2007,19459,28,0.0014389228634564982,41.53234570236618
5600,2008_2010,19459,31,0.0015930931702554088,41.52649400741248
5600,2011_2013,19459,59,0.003032016033711907,41.52064231245878
5600,2014_2016,19459,90,0.004625109203967316,41.51479061750509
5600,2017_2019,19459,178,0.009147438203402025,41.508938922551394
5800,1990_1992,18745,23,0.001226993865030675,41.503087227597696
5800,1993_1995,18745,29,0.0015470792211256335,41.497235532644
5800,1996_1998,18745,38,0.0020272072552680715,41.49138383769031
5800,1999_2001,18745,22,0.001173646305681515,41.48553214273661
5800,2002_2004,18745,32,0.0017071218991731127,41.47968044778291
5800,2005_2007,18745,22,0.001173646305681515,41.47382875282921
5800,2008_2010,18745,39,0.0020805548146172314,41.467977057875515
5800,2011_2013,18745,64,0.0034142437983462255,41.462125362921824
5800,2014_2016,18745,115,0.006134969325153374,41.45627366796813
5800,2017_2019,18745,204,0.010882902107228594,41.45042197301443
6000,1990_1992,18782,39,0.0020764561814503248,41.44457027806073
6000,1993_1995,18782,40,0.0021296986476413587,41.43871858310704
6000,1996_1998,18782,58,0.00308806303907997,41.43286688815334
6000,1999_2001,18782,49,0.0026088808433606643,41.427015193199644
6000,2002_2004,18782,79,0.0042061548290916835,41.421163498245946
6000,2005_2007,18782,68,0.00362048770099031,41.415311803292255
6000,2008_2010,18782,100,0.0053242466191033965,41.40946010833856
6000,2011_2013,18782,128,0.006815035672452348,41.40360841338486
6000,2014_2016,18782,172,0.009157704184857843,41.39775671843116
6000,2017_2019,18782,235,0.012511979554892983,41.39190502347746
6200,1990_1992,18213,82,0.004502278592214352,41.38605332852377
6200,1993_1995,18213,95,0.005216054466589798,41.380201633570074
6200,1996_1998,18213,98,0.005380771976061055,41.374349938616376
6200,1999_2001,18213,80,0.004392466919233514,41.36849824366268
6200,2002_2004,18213,76,0.004172843573271839,41.36264654870899
6200,2005_2007,18213,46,0.0025256684785592708,41.35679485375529
6200,2008_2010,18213,85,0.004666996101685609,41.35094315880159
6200,2011_2013,18213,112,0.006149453686926921,41.34509146384789
6200,2014_2016,18213,196,0.01076154395212211,41.3392397688942
6200,2017_2019,18213,301,0.0165266567836161,41.333388073940505
6400,1990_1992,17984,68,0.003781138790035587,41.32753637898681
6400,1993_1995,17984,72,0.00400355871886121,41.32168468403311
6400,1996_1998,17984,79,0.0043927935943060496,41.31583298907941
6400,1999_2001,17984,61,0.0033919039145907473,41.30998129412572
6400,2002_2004,17984,80,0.004448398576512456,41.30412959917202
6400,2005_2007,17984,63,0.0035031138790035587,41.298277904218324
6400,2008_2010,17984,115,0.006394572953736655,41.292426209264626
6400,2011_2013,17984,158,0.008785587188612099,41.286574514310935
6400,2014_2016,17984,234,0.013011565836298932,41.28072281935724
6400,2017_2019,17984,398,0.022130782918149468,41.27487112440354
6600,1990_1992,17822,77,0.00432050274941084,41.26901942944984
6600,1993_1995,17822,78,0.004376613174727865,41.26316773449615
6600,1996_1998,17822,83,0.004657165301312984,41.25731603954245
6600,1999_2001,17822,52,0.002917742116485243,41.251464344588754
6600,2002_2004,17822,64,0.00359106722028953,41.245612649635056
6600,2005_2007,17822,47,0.0026371899899001235,41.23976095468136
6600,2008_2010,17822,71,0.0039838401975086975,41.23390925972767
6600,2011_2013,17822,94,0.005274379979800247,41.22805756477397
6600,2014_2016,17822,129,0.007238244865896084,41.22220586982027
6600,2017_2019,17822,231,0.012961508248232521,41.216354174866574
6800,1990_1992,17780,82,0.004611923509561305,41.21050247991288
6800,1993_1995,17780,102,0.005736782902137233,41.204650784959185
6800,1996_1998,17780,125,0.00703037120359955,41.19879909000549
6800,1999_2001,17780,92,0.005174353205849269,41.19294739505179
6800,2002_2004,17780,131,0.007367829021372329,41.1870957000981
6800,2005_2007,17780,113,0.006355455568053993,41.1812440051444
6800,2008_2010,17780,194,0.010911136107986502,41.1753923101907
6800,2011_2013,17780,275,0.01546681664791901,41.169540615237004
6800,2014_2016,17780,357,0.020078740157480315,41.163688920283306
6800,2017_2019,17780,530,0.029808773903262094,41.157837225329615
7000,1990_1992,17858,27,0.0015119274274834808,41.15198553037592
7000,1993_1995,17858,30,0.0016799193638705342,41.14613383542222
7000,1996_1998,17858,60,0.0033598387277410683,41.14028214046852
7000,1999_2001,17858,33,0.0018479113002575877,41.13443044551483
7000,2002_2004,17858,59,0.0033038414156120505,41.12857875056113
7000,2005_2007,17858,57,0.0031918467913540152,41.122727055607434
7000,2008_2010,17858,112,0.006271698958449995,41.11687536065374
7000,2011_2013,17858,138,0.007727629073804457,41.111023665700046
7000,2014_2016,17858,206,0.011535446298577669,41.10517197074635
7000,2017_2019,17858,324,0.01814312912980177,41.09932027579265
7200,1990_1992,18293,190,0.010386486634231673,41.09346858083895
7200,1993_1995,18293,180,0.009839829442956322,41.087616885885254
7200,1996_1998,18293,234,0.012791778275843218,41.08176519093156
7200,1999_2001,18293,173,0.009457169409063576,41.075913495977865
7200,2002_2004,18293,244,0.01333843546711857,41.07006180102417
7200,2005_2007,18293,271,0.014814409883562018,41.06421010607047
7200,2008_2010,18293,374,0.020444978953698137,41.05835841111678
7200,2011_2013,18293,414,0.022631607718799542,41.05250671616308
7200,2014_2016,18293,550,0.03006614552014432,41.04665502120938
7200,2017_2019,18293,709,0.0387579948614224,41.040803326255684
7400,1990_1992,18327,67,0.0036558083701642386,41.03495163130199
7400,1993_1995,18327,78,0.004256015714519562,41.029099936348295
7400,1996_1998,18327,95,0.005183608883068696,41.0232482413946
7400,1999_2001,18327,65,0.0035466797620996343,41.0173965464409
7400,2002_2004,18327,91,0.004965351666939488,41.0115448514872
7400,2005_2007,18327,116,0.00632945926774704,41.00569315653351
7400,2008_2010,18327,136,0.007420745348393081,40.99984146157981
7400,2011_2013,18327,191,0.010421782070169696,40.993989766626115
7400,2014_2016,18327,213,0.01162219675888034,40.98813807167242
7400,2017_2019,18327,371,0.020243356795984067,40.982286376718726
7600,1990_1992,18381,28,0.0015233121157717207,40.97643468176503
7600,1993_1995,18381,47,0.002556988194331103,40.97058298681133
7600,1996_1998,18381,71,0.0038626842935640063,40.96473129185763
7600,1999_2001,18381,57,0.003101028235678146,40.95887959690394
7600,2002_2004,18381,118,0.006419672487895109,40.95302790195024
7600,2005_2007,18381,139,0.0075621565747239,40.947176206996545
7600,2008_2010,18381,186,0.010119144769055002,40.94132451204285
7600,2011_2013,18381,250,0.013601001033676079,40.93547281708915
7600,2014_2016,18381,294,0.01599477721560307,40.92962112213546
7600,2017_2019,18381,393,0.021380773624938794,40.92376942718176
7800,1990_1992,19528,28,0.0014338385907414993,40.91791773222806
7800,1993_1995,19528,46,0.002355591970503892,40.912066037274364
7800,1996_1998,19528,50,0.0025604260548955345,40.90621434232067
7800,1999_2001,19528,34,0.0017410897173289635,40.900362647366975
7800,2002_2004,19528,40,0.0020483408439164277,40.89451095241328
7800,2005_2007,19528,61,0.0031237197869725523,40.88865925745958
7800,2008_2010,19528,78,0.003994264645637034,40.88280756250589
7800,2011_2013,19528,143,0.007322818517001229,40.87695586755219
7800,2014_2016,19528,171,0.008756657107742729,40.87110417259849
7800,2017_2019,19528,329,0.016847603441212618,40.865252477644795
8000,1990_1992,19721,157,0.007961056741544546,40.8594007826911
8000,1993_1995,19721,138,0.006997616753714315,40.853549087737406
8000,1996_1998,19721,201,0.01019218092388824,40.84769739278371
8000,1999_2001,19721,133,0.006744079914811622,40.84184569783001
8000,2002_2004,19721,215,0.01090208407281578,40.83599400287631
8000,2005_2007,19721,227,0.011510572486182242,40.83014230792262
8000,2008_2010,19721,251,0.012727549312915167,40.82429061296892
8000,2011_2013,19721,318,0.016124942954211248,40.818438918015225
8000,2014_2016,19721,398,0.020181532376654328,40.81258722306153
8000,2017_2019,19721,689,0.03493737640079104,40.806735528107836
8200,1990_1992,19676,266,0.01351900792844074,40.80088383315414
8200,1993_1995,19676,251,0.012756657857288066,40.79503213820044
8200,1996_1998,19676,367,0.018652165074202073,40.78918044324674
8200,1999_2001,19676,294,0.014942061394592396,40.78332874829305
8200,2002_2004,19676,467,0.023734498881886563,40.777477053339354
8200,2005_2007,19676,500,0.025411669038422444,40.771625358385656
8200,2008_2010,19676,612,0.03110388290302907,40.76577366343196
8200,2011_2013,19676,707,0.03593210002032934,40.75992196847826
8200,2014_2016,19676,803,0.04081114047570644,40.75407027352457
8200,2017_2019,19676,1075,0.05463508843260825,40.74821857857087
8400,1990_1992,19014,149,0.007836331124434628,40.74236688361717
8400,1993_1995,19014,153,0.008046702429788577,40.736515188663475
8400,1996_1998,19014,221,0.011623014620805722,40.730663493709784
8400,1999_2001,19014,162,0.008520037866834964,40.724811798756086
8400,2002_2004,19014,417,0.02193120858314926,40.71896010380239
8400,2005_2007,19014,478,0.025139370989796992,40.71310840884869
8400,2008_2010,19014,530,0.02787419795939834,40.707256713895
8400,2011_2013,19014,587,0.03087198906069212,40.7014050189413
8400,2014_2016,19014,649,0.034132744293678345,40.6955533239876
8400,2017_2019,19014,908,0.04775428631534659,40.689701629033905
8600,1990_1992,18998,162,0.008527213390883252,40.68384993408021
8600,1993_1995,18998,180,0.009474681545425835,40.67799823912652
8600,1996_1998,18998,245,0.012896094325718496,40.67214654417282
8600,1999_2001,18998,193,0.010158964101484367,40.66629484921912
8600,2002_2004,18998,343,0.018054532056005896,40.66044315426542
8600,2005_2007,18998,375,0.019738919886303823,40.65459145931173
8600,2008_2010,18998,428,0.02252868723023476,40.648739764358034
8600,2011_2013,18998,546,0.028739867354458364,40.642888069404336
8600,2014_2016,18998,544,0.028634593115064742,40.63703637445064
8600,2017_2019,18998,761,0.040056848089272554,40.63118467949695
8800,1990_1992,19485,238,0.012214523992814986,40.62533298454325
8800,1993_1995,19485,268,0.013754169874262253,40.61948128958955
8800,1996_1998,19485,320,0.016422889402104183,40.61362959463585
8800,1999_2001,19485,322,0.016525532460867333,40.60777789968216
8800,2002_2004,19485,465,0.02386451116243264,40.601926204728464
8800,2005_2007,19485,482,0.024736977161919426,40.596074509774766
8800,2008_2010,19485,538,0.027610982807287656,40.59022281482107
8800,2011_2013,19485,642,0.03294842186297152,40.58437111986737
8800,2014_2016,19485,709,0.036386964331537076,40.57851942491368
8800,2017_2019,19485,944,0.04844752373620734,40.57266772995998
9000,1990_1992,20656,642,0.031080557707203717,40.56681603500628
9000,1993_1995,20656,649,0.03141944229279628,40.560964340052585
9000,1996_1998,20656,821,0.03974632068164214,40.555112645098895
9000,1999_2001,20656,815,0.039455848179705655,40.5492609501452
9000,2002_2004,20656,1104,0.053446940356312936,40.5434092551915
9000,2005_2007,20656,1248,0.060418280402788536,40.5375575602378
9000,2008_2010,20656,1536,0.07436096049573973,40.53170586528411
9000,2011_2013,20656,1715,0.08302672347017816,40.52585417033041
9000,2014_2016,20656,1905,0.09222501936483346,40.520002475376714
9000,2017_2019,20656,2276,0.11018590240123935,40.514150780423016
9200,1990_1992,21064,741,0.03517850360805165,40.50829908546932
9200,1993_1995,21064,809,0.03840676034941132,40.50244739051563
9200,1996_1998,21064,998,0.047379415115837445,40.49659569556193
9200,1999_2001,21064,973,0.04619255601974934,40.49074400060823
9200,2002_2004,21064,1326,0.06295100645651348,40.48489230565453
9200,2005_2007,21064,1434,0.06807823775161413,40.47904061070084
9200,2008_2010,21064,1657,0.07866502088872009,40.473188915747144
9200,2011_2013,21064,1871,0.08882453475123434,40.467337220793446
9200,2014_2016,21064,1996,0.09475883023167489,40.46148552583975
9200,2017_2019,21064,2508,0.11906570451955943,40.45563383088606
9400,1990_1992,21271,641,0.030134925485402662,40.44978213593236
9400,1993_1995,21271,693,0.03257956842649617,40.44393044097866
9400,1996_1998,21271,887,0.041699967091345026,40.43807874602496
9400,1999_2001,21271,889,0.04179399181984862,40.432227051071266
9400,2002_2004,21271,1396,0.06562926049551032,40.426375356117575
9400,2005_2007,21271,1525,0.07169385548399229,40.42052366116388
9400,2008_2010,21271,1697,0.07977998213530159,40.41467196621018
9400,2011_2013,21271,1799,0.084575243288985,40.40882027125648
9400,2014_2016,21271,2092,0.09834986601476188,40.40296857630279
9400,2017_2019,21271,2561,0.12039866484885525,40.39711688134909
9600,1990_1992,21876,960,0.04388370817334065,40.391265186395394
9600,1993_1995,21876,1082,0.04946059608703602,40.385413491441696
9600,1996_1998,21876,1363,0.06230572316694094,40.379561796488005
9600,1999_2001,21876,1368,0.06253428414701043,40.37371010153431
9600,2002_2004,21876,1689,0.0772078990674712,40.36785840658061
9600,2005_2007,21876,1699,0.07766502102761016,40.36200671162691
9600,2008_2010,21876,1863,0.0851618211738892,40.35615501667321
9600,2011_2013,21876,1959,0.08955019199122326,40.35030332171952
9600,2014_2016,21876,2317,0.1059151581641982,40.344451626765824
9600,2017_2019,21876,2857,0.13059974401170232,40.338599931812126
9800,1990_1992,21440,1347,0.06282649253731343,40.33274823685843
9800,1993_1995,21440,1453,0.0677705223880597,40.32689654190474
9800,1996_1998,21440,1731,0.08073694029850746,40.32104484695104
9800,1999_2001,21440,1807,0.08428171641791045,40.31519315199734
9800,2002_2004,21440,2193,0.10228544776119403,40.309341457043644
9800,2005_2007,21440,2249,0.10489738805970149,40.30348976208995
9800,2008_2010,21440,2647,0.12346082089552239,40.297638067136255
9800,2011_2013,21440,2728,0.12723880597014925,40.29178637218256
9800,2014_2016,21440,2901,0.13530783582089553,40.28593467722886
9800,2017_2019,21440,3281,0.15303171641791044,40.28008298227516
10000,1990_1992,20664,1711,0.08280100658149439,40.27423128732147
10000,1993_1995,20664,1753,0.08483352690669764,40.26837959236777
10000,1996_1998,20664,2084,0.10085172280294231,40.262527897414074
10000,1999_2001,20664,2041,0.0987708091366628,40.256676202460376
10000,2002_2004,20664,2311,0.11183701122725513,40.250824507506685
10000,2005_2007,20664,2359,0.11415989159891599,40.24497281255299
10000,2008_2010,20664,2629,0.12722609368950832,40.23912111759929
10000,2011_2013,20664,2617,0.1266453735965931,40.23326942264559
10000,2014_2016,20664,2797,0.13535617499032132,40.2274177276919
10000,2017_2019,20664,3291,0.15926248548199767,40.2215660327382
10200,1990_1992,19588,1439,0.0734633449050439,40.215714337784505
10200,1993_1995,19588,1588,0.081070042883398,40.20986264283081
10200,1996_1998,19588,1908,0.09740657545435981,40.20401094787711
10200,1999_2001,19588,2073,0.10583010006126199,40.19815925292342
10200,2002_2004,19588,2437,0.12441290586073106,40.19230755796972
10200,2005_2007,19588,2503,0.12778231570349194,40.18645586301602
10200,2008_2010,19588,2764,0.14110680008168267,40.180604168062324
10200,2011_2013,19588,2882,0.14713089646722483,40.17475247310863
10200,2014_2016,19588,3048,0.15560547273841127,40.168900778154935
10200,2017_2019,19588,3483,0.1778129467020625,40.16304908320124
10400,1990_1992,18902,1165,0.06163368955666067,40.15719738824754
10400,1993_1995,18902,1307,0.06914612210348112,40.15134569329385
10400,1996_1998,18902,1668,0.08824463019786266,40.14549399834015
10400,1999_2001,18902,1803,0.09538673156279759,40.13964230338645
10400,2002_2004,18902,2188,0.1157549465665009,40.133790608432754
10400,2005_2007,18902,2402,0.12707649984128663,40.127938913479056
10400,2008_2010,18902,2608,0.13797481747963178,40.122087218525365
10400,2011_2013,18902,2683,0.1419426515712623,40.11623552357167
10400,2014_2016,18902,2896,0.15321130039149297,40.11038382861797
10400,2017_2019,18902,3296,0.17437308221352238,40.10453213366427
10600,1990_1992,18472,1265,0.06848202685145084,40.09868043871058
10600,1993_1995,18472,1386,0.07503248159376354,40.09282874375688
10600,1996_1998,18472,1658,0.08975747076656561,40.086977048803185
10600,1999_2001,18472,1746,0.09452143785188394,40.08112535384949
10600,2002_2004,18472,2269,0.1228345604157644,40.075273658895796
10600,2005_2007,18472,2435,0.13182113469034215,40.0694219639421
10600,2008_2010,18472,2750,0.1488739714161975,40.0635702689884
10600,2011_2013,18472,2882,0.15601992204417497,40.0577185740347
10600,2014_2016,18472,3117,0.16874187960155912,40.051866879081004
10600,2017_2019,18472,3470,0.1878518839324383,40.04601518412731
10800,1990_1992,18337,1325,0.07225827561760376,40.040163489173615
10800,1993_1995,18337,1510,0.0823471669302503,40.03431179421992
10800,1996_1998,18337,1831,0.099852756721383,40.02846009926622
10800,1999_2001,18337,1911,0.10421552053225719,40.02260840431253
