lon,lat
119.92603349267506,33.83464211850714
121.14468797417757,31.899940730741207
119.85300233562174,33.65327264225928
115.7744677206832,31.944134881281904
116.54953528849002,33.24930038232235
118.21231623491579,39.397549046723014
116.18275193133884,30.98985604213711
118.33062510406579,30.34603319563638
114.62372980732572,39.86458191375776
117.29711249830235,35.98870898259735
120.48092402776584,32.813793359735456
120.45316612370814,33.23151302822016
120.96682335135775,32.40658825153478
120.9164265912517,32.43919765753862
119.38057841541334,31.630174035209834
114.26044684450147,32.6696172453744
117.985401500508,37.83852246360883
117.19497678867316,39.63335522863134
116.79046497750879,37.165323059368006
118.6526703003478,31.931471034290116
115.69200556490188,37.27878042657188
116.9351806430973,31.52184017511637
116.0380362657503,32.167277216198435
119.00517115682477,35.293147186573485
115.08887647461489,35.82000781244233
120.75095826936042,37.79782870739509
111.79214712917494,34.161806362798465
116.1051412775036,38.393680544762844
117.38308396661279,35.05302459484542
116.85379758977085,34.74499435317443
118.94372474430828,35.466971863838914
117.78274427583105,30.570522179071066
116.52636134031529,32.42491515686444
112.28613080297674,32.67096389389253
113.93031729800961,41.1252767999922
115.13792212710172,40.56149481740083
115.1080104772352,40.569579167610726
120.32677290434823,32.726747248071135
119.83224967931899,33.37704025020042
120.35560991086085,32.234114681888535
118.46590977092629,31.444764613407557
120.07344691440092,34.18040081419133
120.81779127594946,37.28309237729056
118.1737806836119,37.54989377062139
117.68545560904694,37.16289730839493
117.94848460288655,37.134332307046556
120.82021702692253,31.137809015090443
116.33232355797458,36.24769357178148
115.51521558543593,33.54493432306476
118.0056146055833,34.9069578216377
117.8587407350849,32.306338741651196
115.88442469356015,37.85927511991157
111.79187958311174,33.11535790487894
115.94020804773878,31.220815181200336
116.59588764394059,32.38502849794136
117.79460102553212,33.801225615212616
120.33189195235758,32.67042434266505
116.63172989820819,40.18797375855788
120.04676811279815,33.19081927200641
119.01999320872645,31.875143669782993
118.85128757947035,32.843709468703025
120.31221839850977,32.117420007319865
120.85417308144454,32.27804128636605
120.5305092314802,31.545286128455373
119.24070979266989,33.38404549795538
119.7206785118607,33.866172422056046
115.6397226050502,32.125776362694026
113.430675024971,34.57763537243651
113.51610694205397,34.61240298335022
116.06983411536243,35.35944064193506
118.12715632299707,36.953502382026166
118.23145023753615,37.47227865768511
119.67701945344642,33.609074032617535
119.13291102470284,33.994451841161585
116.83681733295931,36.14151345749683
116.41883011841144,30.92894918084809
116.91766529415933,40.36934769390679
116.64116535603726,32.38044900115948
115.64026215627764,32.89329467241733
117.20845219205667,33.1711457181586
119.62824134702277,32.380176995995214
119.69130195412059,32.44108385728423
112.89734424347361,33.871563475229664
115.61304380344743,34.50756951758371
115.0678562722489,41.58369022469065
115.19478458373526,41.531946816066466
118.07541291437289,34.727206999072244
118.74780522132303,41.21124826830264
119.61907789435793,33.25981048350532
121.33360224940787,31.914490777478594
119.79586787382391,33.30185088823721
118.77798887635383,32.919166376729436
119.60533494491126,36.89987277365638
119.18438242816275,33.45061095848122
118.72408726281976,30.547615776959514
117.21222459154788,35.198012265598216
119.42450501989082,30.890141624379954
116.58888239618565,32.28127413462978
115.41604071890617,32.83212026506511
117.68437650659205,33.50289391833287
117.75013486982718,35.42681319975158
119.35686045691004,32.432999507074335
119.86458708015854,32.10690990613689
119.74789686469094,32.956359738616214
119.56787403696123,32.63727538543375
118.26459919476744,34.852521115977225
120.30332695100923,31.908292627014305
116.69209720826973,29.69520510138069
113.2676324540528,34.56012002349856
113.41504587577869,34.69783044133214
117.99429740710966,36.99392413307565
