year,seed,band,importance
Sentinel_2017_2019,3,NDBI_constant,88.83175287323289
Sentinel_2017_2019,3,NDBI_sin_1,81.76450881979098
Sentinel_2017_2019,3,NDBI_sin_3,78.27477646700552
Sentinel_2017_2019,3,NDVI_cos_2,82.33012904830795
Sentinel_2017_2019,3,NDVI_sin_1,93.13346100022859
Sentinel_2017_2019,3,Sentinel_B2,113.60047557741382
Sentinel_2017_2019,3,Sentinel_B8,96.74556859449643
Sentinel_2017_2019,3,wind,92.90474169737725
Sentinel_2017_2019,4,DEM,83.53389445219507
Sentinel_2017_2019,4,Landsat_B7,109.15686078962112
Sentinel_2017_2019,4,SLOPE,96.74263923541123
Sentinel_2017_2019,4,Sentinel_B9,111.67771202442987
Sentinel_2017_2019,4,random,77.85560529756653
Sentinel_2017_2019,4,shum,101.91729230123082
Sentinel_2017_2019,4,srad,74.31361046532318
Sentinel_2017_2019,4,Landsat_B1,74.76487492510343
Sentinel_2017_2019,4,NDBI_constant,91.32409565678122
Sentinel_2017_2019,4,NDBI_sin_1,82.55429722355106
Sentinel_2017_2019,4,NDBI_sin_3,78.97188684308124
Sentinel_2017_2019,4,NDVI_cos_2,83.38315288445361
Sentinel_2017_2019,4,NDVI_sin_1,87.81241654985311
Sentinel_2017_2019,4,Sentinel_B2,105.96061483871061
Sentinel_2017_2019,4,Sentinel_B8,97.27215514897517
Sentinel_2017_2019,4,wind,92.39944260613537
Sentinel_2017_2019,5,DEM,80.65595215567619
Sentinel_2017_2019,5,Landsat_B7,109.0406705946096
Sentinel_2017_2019,5,SLOPE,81.09056322552749
Sentinel_2017_2019,5,Sentinel_B9,106.58511983488265
Sentinel_2017_2019,5,random,79.80730999129719
Sentinel_2017_2019,5,shum,86.6749299894075
Sentinel_2017_2019,5,srad,81.67270131285929
Sentinel_2017_2019,5,Landsat_B1,57.482381271312605
Sentinel_2017_2019,5,NDBI_constant,89.7500071381671
Sentinel_2017_2019,5,NDBI_sin_1,94.08155971832655
Sentinel_2017_2019,5,NDBI_sin_3,75.99416846723841
Sentinel_2017_2019,5,NDVI_cos_2,95.77842074946805
Sentinel_2017_2019,5,NDVI_sin_1,85.42733177484811
Sentinel_2017_2019,5,Sentinel_B2,94.47611147133243
Sentinel_2017_2019,5,Sentinel_B8,101.42368772011699
Sentinel_2017_2019,5,wind,83.27537793260855
Sentinel_2017_2019,6,DEM,94.98566150666903
Sentinel_2017_2019,6,Landsat_B7,123.58712911809694
Sentinel_2017_2019,6,SLOPE,91.71367631098836
Sentinel_2017_2019,6,Sentinel_B9,114.84262244143788
Sentinel_2017_2019,6,random,81.42299704627237
Sentinel_2017_2019,6,shum,92.50906918459171
Sentinel_2017_2019,6,srad,94.36194924354221
Sentinel_2017_2019,6,Landsat_B1,63.454803860349955
Sentinel_2017_2019,6,NDBI_constant,85.19625911627085
Sentinel_2017_2019,6,NDBI_sin_1,89.90536851257205
Sentinel_2017_2019,6,NDBI_sin_3,81.54508261634324
Sentinel_2017_2019,6,NDVI_cos_2,81.68118097521965
Sentinel_2017_2019,6,NDVI_sin_1,100.48844570789379
