year,seed,band,importance
Sentinel_2014_2016,0,DEM,30.186487011908298
Sentinel_2014_2016,0,EVI_constant,24.253579965022023
Sentinel_2014_2016,0,EVI_cos_1,20.559803278083027
Sentinel_2014_2016,0,EVI_cos_2,22.247817489676233
Sentinel_2014_2016,0,EVI_cos_3,23.91579742342264
Sentinel_2014_2016,0,EVI_sin_1,31.906214637502778
Sentinel_2014_2016,0,EVI_sin_2,23.438576519780426
Sentinel_2014_2016,0,EVI_sin_3,21.45607090422127
Sentinel_2014_2016,0,EVI_t,13.635128945374857
Sentinel_2014_2016,0,Landsat_B1,18.35492395490068
Sentinel_2014_2016,0,Landsat_B10,18.835932312082008
Sentinel_2014_2016,0,Landsat_B11,18.586292376432866
Sentinel_2014_2016,0,Landsat_B2,14.154824692929893
Sentinel_2014_2016,0,Landsat_B3,13.105127385397985
Sentinel_2014_2016,0,Landsat_B4,22.728899542162335
Sentinel_2014_2016,0,Landsat_B5,25.26768897073717
Sentinel_2014_2016,0,Landsat_B6,20.391520907677265
Sentinel_2014_2016,0,Landsat_B7,31.012306252518673
Sentinel_2014_2016,0,Landsat_B8,23.843386667518892
Sentinel_2014_2016,0,Landsat_B9,1.0387499999999998
Sentinel_2014_2016,0,Mean_EVI,27.83405998183391
Sentinel_2014_2016,0,Mean_NDBI,23.13995792234593
Sentinel_2014_2016,0,Mean_NDVI,23.222165214048136
Sentinel_2014_2016,0,NDBI_constant,25.41703474741388
Sentinel_2014_2016,0,NDBI_cos_1,25.09782712936664
Sentinel_2014_2016,0,NDBI_cos_2,26.273161523188545
Sentinel_2014_2016,0,NDBI_cos_3,24.364532769783406
Sentinel_2014_2016,0,NDBI_sin_1,30.58458848405064
Sentinel_2014_2016,0,NDBI_sin_2,26.750859753963425
Sentinel_2014_2016,0,NDBI_sin_3,27.53609622704489
Sentinel_2014_2016,0,NDBI_t,19.316427510535345
Sentinel_2014_2016,0,NDVI_constant,24.426680098358656
Sentinel_2014_2016,0,NDVI_cos_1,21.68889236885406
Sentinel_2014_2016,0,NDVI_cos_2,26.521390176165266
Sentinel_2014_2016,0,NDVI_cos_3,24.159478787940902
Sentinel_2014_2016,0,NDVI_sin_1,22.828547324977706
Sentinel_2014_2016,0,NDVI_sin_2,23.104021110131384
Sentinel_2014_2016,0,NDVI_sin_3,20.20560533713738
Sentinel_2014_2016,0,NDVI_t,17.504275935128593
Sentinel_2014_2016,0,SLOPE,25.698401181865336
Sentinel_2014_2016,0,Sentinel_B1,29.738289007780576
Sentinel_2014_2016,0,Sentinel_B10,18.074416319197297
Sentinel_2014_2016,0,Sentinel_B11,31.53019910318488
Sentinel_2014_2016,0,Sentinel_B12,44.08172759907814
Sentinel_2014_2016,0,Sentinel_B2,30.759881327893623
Sentinel_2014_2016,0,Sentinel_B3,26.33235302204937
Sentinel_2014_2016,0,Sentinel_B4,34.011605573845934
Sentinel_2014_2016,0,Sentinel_B5,27.168250929717264
Sentinel_2014_2016,0,Sentinel_B6,28.5046361875902
Sentinel_2014_2016,0,Sentinel_B7,25.432699612187932
Sentinel_2014_2016,0,Sentinel_B8,27.567599320012203
Sentinel_2014_2016,0,Sentinel_B8A,25.590514488951765
Sentinel_2014_2016,0,Sentinel_B9,30.79715087859569
Sentinel_2014_2016,0,lrad,34.266371710999366
Sentinel_2014_2016,0,prec,32.86447475568259
Sentinel_2014_2016,0,pres,24.513452584868418
Sentinel_2014_2016,0,shum,27.950897149154486
Sentinel_2014_2016,0,srad,25.813522127997604
Sentinel_2014_2016,0,temp,23.393456406594588
Sentinel_2014_2016,0,wind,25.522708832480298
Sentinel_2014_2016,1,DEM,25.83321725865154
Sentinel_2014_2016,1,EVI_constant,22.33643587100819
Sentinel_2014_2016,1,EVI_cos_1,26.053510905740712
Sentinel_2014_2016,1,EVI_cos_2,21.81889409227004
Sentinel_2014_2016,1,EVI_cos_3,21.81009430598738
Sentinel_2014_2016,1,EVI_sin_1,28.95256799315342
Sentinel_2014_2016,1,EVI_sin_2,29.999965059420756
Sentinel_2014_2016,1,EVI_sin_3,21.665923518025735
Sentinel_2014_2016,1,EVI_t,16.263287207579936
Sentinel_2014_2016,1,Landsat_B1,22.862763008684816
Sentinel_2014_2016,1,Landsat_B10,14.45508015780606
