year,seed,band,importance
Landsat_1990_1992,0,B7,99.60480383652742
Landsat_1990_1992,0,DEM,105.58854817763262
Landsat_1990_1992,0,EVI_sin_2,102.49615773319563
Landsat_1990_1992,0,Mean_EVI,85.73460990143782
Landsat_1990_1992,0,Mean_NDBI,96.1435499362754
Landsat_1990_1992,0,Mean_NDVI,85.07547016894002
Landsat_1990_1992,0,NDBI_cos_2,104.77725128157807
Landsat_1990_1992,0,NDBI_cos_3,112.33929015283962
Landsat_1990_1992,0,NDVI_constant,104.71688151774569
Landsat_1990_1992,0,NDVI_sin_2,97.82540637254891
Landsat_1990_1992,0,NDVI_sin_3,104.2238196608571
Landsat_1990_1992,0,SLOPE,104.84990149342394
Landsat_1990_1992,0,lrad,124.2375936704827
Landsat_1990_1992,0,prec,105.15652054223963
Landsat_1990_1992,0,temp,111.53773603786122
Landsat_1990_1992,1,B7,114.697396140033
Landsat_1990_1992,1,DEM,107.4573883423882
Landsat_1990_1992,1,EVI_sin_2,99.73225956420981
Landsat_1990_1992,1,Mean_EVI,89.817144920066
Landsat_1990_1992,1,Mean_NDBI,89.11478710326217
Landsat_1990_1992,1,Mean_NDVI,90.81023735958539
Landsat_1990_1992,1,NDBI_cos_2,112.93376515013288
Landsat_1990_1992,1,NDBI_cos_3,115.52443921607123
Landsat_1990_1992,1,NDVI_constant,114.0204191922204
Landsat_1990_1992,1,NDVI_sin_2,97.4249011286576
Landsat_1990_1992,1,NDVI_sin_3,112.96040007971514
Landsat_1990_1992,1,SLOPE,106.21968206586237
Landsat_1990_1992,1,lrad,118.02633646659679
Landsat_1990_1992,1,prec,117.79326594703427
Landsat_1990_1992,1,temp,116.07491472057045
Landsat_1990_1992,2,B7,122.40826003372388
Landsat_1990_1992,2,DEM,116.93491839842368
Landsat_1990_1992,2,EVI_sin_2,92.69143123421827
Landsat_1990_1992,2,Mean_EVI,84.07662057201419
Landsat_1990_1992,2,Mean_NDBI,110.33079043208939
Landsat_1990_1992,2,Mean_NDVI,72.79841054223537
Landsat_1990_1992,2,NDBI_cos_2,98.63133191049124
Landsat_1990_1992,2,NDBI_cos_3,115.65991611411287
Landsat_1990_1992,2,NDVI_constant,115.0891306018474
Landsat_1990_1992,2,NDVI_sin_2,96.99297787427422
Landsat_1990_1992,2,NDVI_sin_3,104.71777041522283
Landsat_1990_1992,2,SLOPE,105.81027999575227
Landsat_1990_1992,2,lrad,120.33053492406289
Landsat_1990_1992,2,prec,102.61659965315144
Landsat_1990_1992,2,temp,123.24141931954486
Landsat_1990_1992,3,B7,104.16408332859531
Landsat_1990_1992,3,DEM,108.58623936099887
Landsat_1990_1992,3,EVI_sin_2,113.97197666298658
Landsat_1990_1992,3,Mean_EVI,95.53295521208571
Landsat_1990_1992,3,Mean_NDBI,112.13030937493367
Landsat_1990_1992,3,Mean_NDVI,86.70679909536251
Landsat_1990_1992,3,NDBI_cos_2,97.69538379477213
Landsat_1990_1992,3,NDBI_cos_3,120.28909188321157
Landsat_1990_1992,3,NDVI_constant,109.07192639218735
Landsat_1990_1992,3,NDVI_sin_2,100.72058464242583
