Year,Combo,Percent,Tree,Overall_ACC,Precisioin_non_built,Precisioin_built,Recall_non_built,Recall_built
2017_2019,Landsat_Fourier_Mean_Climate,2,50,79.31,79.31,79.31,79.31,79.31
2017_2019,Landsat_Fourier_Mean_Climate,2,60,79.31,79.31,79.31,79.31,79.31
2017_2019,Landsat_Fourier_Mean_Climate,2,70,79.31,79.31,79.31,79.31,79.31
2017_2019,Landsat_Fourier_Mean_Climate,2,80,79.31,79.31,79.31,79.31,79.31
2017_2019,Landsat_Fourier_Mean_Climate,2,90,79.31,79.31,79.31,79.31,79.31
2017_2019,Landsat_Fourier_Mean_Climate,2,100,79.31,79.31,79.31,79.31,79.31
2017_2019,Landsat_Fourier_Mean_Climate,2,110,79.31,79.31,79.31,79.31,79.31
2017_2019,Landsat_Fourier_Mean_Climate,2,120,81.03,80.0,82.14,82.76,79.31
2017_2019,Landsat_Fourier_Mean_Climate,3,1,69.23,63.41,75.68,74.29,65.12
2017_2019,Landsat_Fourier_Mean_Climate,3,10,75.64,69.05,83.33,82.86,69.77
2017_2019,Landsat_Fourier_Mean_Climate,3,20,76.92,70.73,83.78,82.86,72.09
2017_2019,Landsat_Fourier_Mean_Climate,3,30,76.92,70.73,83.78,82.86,72.09
2017_2019,Landsat_Fourier_Mean_Climate,3,40,78.21,72.5,84.21,82.86,74.42
2017_2019,Landsat_Fourier_Mean_Climate,3,50,78.21,72.5,84.21,82.86,74.42
2017_2019,Landsat_Fourier_Mean_Climate,3,60,76.92,71.79,82.05,80.0,74.42
2017_2019,Landsat_Fourier_Mean_Climate,3,70,78.21,73.68,82.5,80.0,76.74
2017_2019,Landsat_Fourier_Mean_Climate,3,80,79.49,74.36,84.62,82.86,76.74
2017_2019,Landsat_Fourier_Mean_Climate,3,90,76.92,71.79,82.05,80.0,74.42
2017_2019,Landsat_Fourier_Mean_Climate,3,100,76.92,71.79,82.05,80.0,74.42
2017_2019,Landsat_Fourier_Mean_Climate,3,110,76.92,71.79,82.05,80.0,74.42
2017_2019,Landsat_Fourier_Mean_Climate,3,120,78.21,73.68,82.5,80.0,76.74
2017_2019,Landsat_Fourier_Mean_Climate,5,1,76.85,77.55,76.27,73.08,80.36
2017_2019,Landsat_Fourier_Mean_Climate,5,10,91.67,90.57,92.73,92.31,91.07
2017_2019,Landsat_Fourier_Mean_Climate,5,20,93.52,92.45,94.55,94.23,92.86
2017_2019,Landsat_Fourier_Mean_Climate,5,30,93.52,92.45,94.55,94.23,92.86
2017_2019,Landsat_Fourier_Mean_Climate,5,40,95.37,96.08,94.74,94.23,96.43
2017_2019,Landsat_Fourier_Mean_Climate,5,50,94.44,94.23,94.64,94.23,94.64
2017_2019,Landsat_Fourier_Mean_Climate,5,60,94.44,96.0,93.1,92.31,96.43
2017_2019,Landsat_Fourier_Mean_Climate,5,70,94.44,96.0,93.1,92.31,96.43
2017_2019,Landsat_Fourier_Mean_Climate,5,80,94.44,96.0,93.1,92.31,96.43
2017_2019,Landsat_Fourier_Mean_Climate,5,90,94.44,96.0,93.1,92.31,96.43
2017_2019,Landsat_Fourier_Mean_Climate,5,100,94.44,96.0,93.1,92.31,96.43
2017_2019,Landsat_Fourier_Mean_Climate,5,110,94.44,96.0,93.1,92.31,96.43
2017_2019,Landsat_Fourier_Mean_Climate,5,120,94.44,96.0,93.1,92.31,96.43
2017_2019,Landsat_Fourier_Mean_Climate,7,1,73.78,77.97,71.43,60.53,85.23
2017_2019,Landsat_Fourier_Mean_Climate,7,10,85.98,81.93,90.12,89.47,82.95
2017_2019,Landsat_Fourier_Mean_Climate,7,20,85.98,82.72,89.16,88.16,84.09
2017_2019,Landsat_Fourier_Mean_Climate,7,30,86.59,83.75,89.29,88.16,85.23
2017_2019,Landsat_Fourier_Mean_Climate,7,40,88.41,87.01,89.66,88.16,88.64
2017_2019,Landsat_Fourier_Mean_Climate,7,50,85.98,83.54,88.24,86.84,85.23
2017_2019,Landsat_Fourier_Mean_Climate,7,60,86.59,85.53,87.5,85.53,87.5
2017_2019,Landsat_Fourier_Mean_Climate,7,70,85.98,84.42,87.36,85.53,86.36
2017_2019,Landsat_Fourier_Mean_Climate,7,80,85.98,85.33,86.52,84.21,87.5
2017_2019,Landsat_Fourier_Mean_Climate,7,90,86.59,85.53,87.5,85.53,87.5
2017_2019,Landsat_Fourier_Mean_Climate,7,100,86.59,86.49,86.67,84.21,88.64
2017_2019,Landsat_Fourier_Mean_Climate,7,110,86.59,85.53,87.5,85.53,87.5
2017_2019,Landsat_Fourier_Mean_Climate,7,120,85.98,85.33,86.52,84.21,87.5
2017_2019,Landsat_Fourier_Mean_Climate,10,1,84.03,84.07,84.0,82.61,85.37
2017_2019,Landsat_Fourier_Mean_Climate,10,10,86.13,83.06,89.47,89.57,82.93
2017_2019,Landsat_Fourier_Mean_Climate,10,20,87.82,84.13,91.96,92.17,83.74
2017_2019,Landsat_Fourier_Mean_Climate,10,30,89.08,84.5,94.5,94.78,83.74
2017_2019,Landsat_Fourier_Mean_Climate,10,40,89.5,84.09,96.23,96.52,82.93
2017_2019,Landsat_Fourier_Mean_Climate,10,50,89.08,83.46,96.19,96.52,82.11
2017_2019,Landsat_Fourier_Mean_Climate,10,60,88.66,83.85,94.44,94.78,82.93
2017_2019,Landsat_Fourier_Mean_Climate,10,70,89.08,84.5,94.5,94.78,83.74
2017_2019,Landsat_Fourier_Mean_Climate,10,80,89.08,83.97,95.33,95.65,82.93
2017_2019,Landsat_Fourier_Mean_Climate,10,90,89.5,84.62,95.37,95.65,83.74
2017_2019,Landsat_Fourier_Mean_Climate,10,100,89.08,83.97,95.33,95.65,82.93
2017_2019,Landsat_Fourier_Mean_Climate,10,110,89.5,84.62,95.37,95.65,83.74
2017_2019,Landsat_Fourier_Mean_Climate,10,120,89.92,85.27,95.41,95.65,84.55
2017_2019,Landsat_Fourier_Mean_Climate,20,1,79.3,76.29,82.03,79.37,79.25
2017_2019,Landsat_Fourier_Mean_Climate,20,10,88.52,83.27,94.09,93.72,84.15
2017_2019,Landsat_Fourier_Mean_Climate,20,20,87.91,82.8,93.28,92.83,83.77
2017_2019,Landsat_Fourier_Mean_Climate,20,30,89.34,85.48,93.12,92.38,86.79
2017_2019,Landsat_Fourier_Mean_Climate,20,40,90.16,86.92,93.23,92.38,88.3
2017_2019,Landsat_Fourier_Mean_Climate,20,50,90.37,86.67,93.95,93.27,87.92
2017_2019,Landsat_Fourier_Mean_Climate,20,60,91.19,87.5,94.76,94.17,88.68
2017_2019,Landsat_Fourier_Mean_Climate,20,70,91.39,87.24,95.51,95.07,88.3
2017_2019,Landsat_Fourier_Mean_Climate,20,80,91.39,87.55,95.14,94.62,88.68
2017_2019,Landsat_Fourier_Mean_Climate,20,90,91.6,87.6,95.53,95.07,88.68
2017_2019,Landsat_Fourier_Mean_Climate,20,100,90.98,86.83,95.1,94.62,87.92
2017_2019,Landsat_Fourier_Mean_Climate,20,110,91.19,87.5,94.76,94.17,88.68
2017_2019,Landsat_Fourier_Mean_Climate,20,120,91.19,87.5,94.76,94.17,88.68
2017_2019,Landsat_Fourier_Mean_Climate,30,1,83.68,82.0,85.22,83.67,83.68
2017_2019,Landsat_Fourier_Mean_Climate,30,10,91.5,87.87,95.25,95.04,88.34
2017_2019,Landsat_Fourier_Mean_Climate,30,20,91.77,88.77,94.78,94.46,89.38
2017_2019,Landsat_Fourier_Mean_Climate,30,30,92.59,90.25,94.86,94.46,90.93
2017_2019,Landsat_Fourier_Mean_Climate,30,40,93.14,90.81,95.41,95.04,91.45
2017_2019,Landsat_Fourier_Mean_Climate,30,50,92.87,90.76,94.89,94.46,91.45
2017_2019,Landsat_Fourier_Mean_Climate,30,60,92.73,90.73,94.64,94.17,91.45
2017_2019,Landsat_Fourier_Mean_Climate,30,70,93.0,91.24,94.67,94.17,91.97
2017_2019,Landsat_Fourier_Mean_Climate,30,80,92.46,90.68,94.13,93.59,91.45
2017_2019,Landsat_Fourier_Mean_Climate,30,90,92.73,90.73,94.64,94.17,91.45
2017_2019,Landsat_Fourier_Mean_Climate,30,100,93.0,91.01,94.91,94.46,91.71
2017_2019,Landsat_Fourier_Mean_Climate,30,110,93.14,91.04,95.16,94.75,91.71
2017_2019,Landsat_Fourier_Mean_Climate,30,120,93.28,91.29,95.17,94.75,91.97
2017_2019,Landsat_Fourier_Mean_Climate,50,1,84.65,83.56,85.76,85.74,83.59
2017_2019,Landsat_Fourier_Mean_Climate,50,10,90.82,88.87,92.91,93.04,88.66
2017_2019,Landsat_Fourier_Mean_Climate,50,20,92.02,90.57,93.53,93.57,90.52
2017_2019,Landsat_Fourier_Mean_Climate,50,30,92.02,90.99,93.08,93.04,91.03
2017_2019,Landsat_Fourier_Mean_Climate,50,40,92.28,90.89,93.72,93.74,90.86
2017_2019,Landsat_Fourier_Mean_Climate,50,50,92.45,91.34,93.59,93.57,91.37
2017_2019,Landsat_Fourier_Mean_Climate,50,60,92.28,91.17,93.41,93.39,91.2
2017_2019,Landsat_Fourier_Mean_Climate,50,70,91.94,90.69,93.22,93.22,90.69
2017_2019,Landsat_Fourier_Mean_Climate,50,80,92.28,91.17,93.41,93.39,91.2
2017_2019,Landsat_Fourier_Mean_Climate,50,90,91.85,91.1,92.61,92.52,91.2
2017_2019,Landsat_Fourier_Mean_Climate,50,100,91.94,91.25,92.62,92.52,91.37
2017_2019,Landsat_Fourier_Mean_Climate,50,110,92.11,91.28,92.94,92.87,91.37
2017_2019,Landsat_Fourier_Mean_Climate,50,120,92.11,91.14,93.09,93.04,91.2
2017_2019,Landsat_Fourier_Mean_Climate,70,1,84.64,83.72,85.57,85.38,83.93
2017_2019,Landsat_Fourier_Mean_Climate,70,10,90.8,88.59,93.17,93.31,88.37
2017_2019,Landsat_Fourier_Mean_Climate,70,20,90.92,89.45,92.44,92.44,89.45
2017_2019,Landsat_Fourier_Mean_Climate,70,30,90.74,89.6,91.89,91.82,89.69
2017_2019,Landsat_Fourier_Mean_Climate,70,40,90.62,89.58,91.67,91.57,89.69
2017_2019,Landsat_Fourier_Mean_Climate,70,50,90.55,89.47,91.66,91.57,89.57
2017_2019,Landsat_Fourier_Mean_Climate,70,60,90.8,89.81,91.8,91.7,89.93
2017_2019,Landsat_Fourier_Mean_Climate,70,70,90.74,89.7,91.79,91.7,89.81
2017_2019,Landsat_Fourier_Mean_Climate,70,80,90.98,90.13,91.83,91.7,90.29
2017_2019,Landsat_Fourier_Mean_Climate,70,90,90.92,90.12,91.72,91.57,90.29
2017_2019,Landsat_Fourier_Mean_Climate,70,100,91.1,90.26,91.95,91.82,90.41
2017_2019,Landsat_Fourier_Mean_Climate,70,110,91.1,90.35,91.85,91.7,90.53
2017_2019,Landsat_Fourier_Mean_Climate,70,120,91.16,90.37,91.96,91.82,90.53
2017_2019,Landsat_Fourier_Mean_Climate,100,1,85.83,85.26,86.41,86.34,85.34
2017_2019,Landsat_Fourier_Mean_Climate,100,10,90.89,89.8,92.01,92.07,89.73
2017_2019,Landsat_Fourier_Mean_Climate,100,20,91.22,90.4,92.07,92.07,90.39
2017_2019,Landsat_Fourier_Mean_Climate,100,30,91.64,91.43,91.85,91.74,91.55
2017_2019,Landsat_Fourier_Mean_Climate,100,40,92.19,92.08,92.29,92.16,92.21
2017_2019,Landsat_Fourier_Mean_Climate,100,50,92.06,91.92,92.2,92.07,92.05
2017_2019,Landsat_Fourier_Mean_Climate,100,60,91.98,92.05,91.91,91.74,92.21
2017_2019,Landsat_Fourier_Mean_Climate,100,70,91.85,91.81,91.89,91.74,91.96
2017_2019,Landsat_Fourier_Mean_Climate,100,80,91.98,92.05,91.91,91.74,92.21
2017_2019,Landsat_Fourier_Mean_Climate,100,90,91.93,91.97,91.9,91.74,92.13
2017_2019,Landsat_Fourier_Mean_Climate,100,100,92.02,92.13,91.91,91.74,92.29
2017_2019,Landsat_Fourier_Mean_Climate,100,110,91.93,91.97,91.9,91.74,92.13
2017_2019,Landsat_Fourier_Mean_Climate,100,120,91.98,91.98,91.98,91.82,92.13
2017_2019,Landsat_Fourier_Mean_Terrain,1,1,70.83,64.29,80.0,81.82,61.54
2017_2019,Landsat_Fourier_Mean_Terrain,1,10,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier_Mean_Terrain,1,20,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier_Mean_Terrain,1,30,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier_Mean_Terrain,1,40,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier_Mean_Terrain,1,50,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier_Mean_Terrain,1,60,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier_Mean_Terrain,1,70,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier_Mean_Terrain,1,80,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier_Mean_Terrain,1,90,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier_Mean_Terrain,1,100,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier_Mean_Terrain,1,110,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier_Mean_Terrain,1,120,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier_Mean_Terrain,2,1,79.31,84.0,75.76,72.41,86.21
2017_2019,Landsat_Fourier_Mean_Terrain,2,10,75.86,75.86,75.86,75.86,75.86
2017_2019,Landsat_Fourier_Mean_Terrain,2,20,82.76,82.76,82.76,82.76,82.76
2017_2019,Landsat_Fourier_Mean_Terrain,2,30,82.76,82.76,82.76,82.76,82.76
2017_2019,Landsat_Fourier_Mean_Terrain,2,40,81.03,82.14,80.0,79.31,82.76
2017_2019,Landsat_Fourier_Mean_Terrain,2,50,81.03,82.14,80.0,79.31,82.76
2017_2019,Landsat_Fourier_Mean_Terrain,2,60,79.31,79.31,79.31,79.31,79.31
2017_2019,Landsat_Fourier_Mean_Terrain,2,70,79.31,79.31,79.31,79.31,79.31
2017_2019,Landsat_Fourier_Mean_Terrain,2,80,79.31,79.31,79.31,79.31,79.31
2017_2019,Landsat_Fourier_Mean_Terrain,2,90,79.31,79.31,79.31,79.31,79.31
2017_2019,Landsat_Fourier_Mean_Terrain,2,100,79.31,79.31,79.31,79.31,79.31
2017_2019,Landsat_Fourier_Mean_Terrain,2,110,79.31,79.31,79.31,79.31,79.31
2017_2019,Landsat_Fourier_Mean_Terrain,2,120,79.31,79.31,79.31,79.31,79.31
2017_2019,Landsat_Fourier_Mean_Terrain,3,1,69.23,66.67,71.11,62.86,74.42
2017_2019,Landsat_Fourier_Mean_Terrain,3,10,80.77,76.32,85.0,82.86,79.07
2017_2019,Landsat_Fourier_Mean_Terrain,3,20,79.49,74.36,84.62,82.86,76.74
2017_2019,Landsat_Fourier_Mean_Terrain,3,30,78.21,72.5,84.21,82.86,74.42
2017_2019,Landsat_Fourier_Mean_Terrain,3,40,76.92,70.73,83.78,82.86,72.09
2017_2019,Landsat_Fourier_Mean_Terrain,3,50,76.92,70.73,83.78,82.86,72.09
2017_2019,Landsat_Fourier_Mean_Terrain,3,60,76.92,70.73,83.78,82.86,72.09
2017_2019,Landsat_Fourier_Mean_Terrain,3,70,76.92,70.73,83.78,82.86,72.09
2017_2019,Landsat_Fourier_Mean_Terrain,3,80,76.92,70.73,83.78,82.86,72.09
2017_2019,Landsat_Fourier_Mean_Terrain,3,90,75.64,70.0,81.58,80.0,72.09
2017_2019,Landsat_Fourier_Mean_Terrain,3,100,75.64,70.0,81.58,80.0,72.09
2017_2019,Landsat_Fourier_Mean_Terrain,3,110,75.64,70.0,81.58,80.0,72.09
2017_2019,Landsat_Fourier_Mean_Terrain,3,120,76.92,71.79,82.05,80.0,74.42
2017_2019,Landsat_Fourier_Mean_Terrain,5,1,79.63,81.25,78.33,75.0,83.93
2017_2019,Landsat_Fourier_Mean_Terrain,5,10,91.67,90.57,92.73,92.31,91.07
2017_2019,Landsat_Fourier_Mean_Terrain,5,20,91.67,90.57,92.73,92.31,91.07
2017_2019,Landsat_Fourier_Mean_Terrain,5,30,90.74,88.89,92.59,92.31,89.29
2017_2019,Landsat_Fourier_Mean_Terrain,5,40,92.59,92.31,92.86,92.31,92.86
2017_2019,Landsat_Fourier_Mean_Terrain,5,50,91.67,92.16,91.23,90.38,92.86
2017_2019,Landsat_Fourier_Mean_Terrain,5,60,92.59,94.0,91.38,90.38,94.64
2017_2019,Landsat_Fourier_Mean_Terrain,5,70,92.59,92.31,92.86,92.31,92.86
2017_2019,Landsat_Fourier_Mean_Terrain,5,80,92.59,92.31,92.86,92.31,92.86
2017_2019,Landsat_Fourier_Mean_Terrain,5,90,91.67,90.57,92.73,92.31,91.07
2017_2019,Landsat_Fourier_Mean_Terrain,5,100,92.59,92.31,92.86,92.31,92.86
2017_2019,Landsat_Fourier_Mean_Terrain,5,110,92.59,92.31,92.86,92.31,92.86
2017_2019,Landsat_Fourier_Mean_Terrain,5,120,92.59,92.31,92.86,92.31,92.86
2017_2019,Landsat_Fourier_Mean_Terrain,7,1,79.27,80.0,78.72,73.68,84.09
2017_2019,Landsat_Fourier_Mean_Terrain,7,10,89.63,89.33,89.89,88.16,90.91
2017_2019,Landsat_Fourier_Mean_Terrain,7,20,89.63,89.33,89.89,88.16,90.91
2017_2019,Landsat_Fourier_Mean_Terrain,7,30,89.63,89.33,89.89,88.16,90.91
2017_2019,Landsat_Fourier_Mean_Terrain,7,40,90.24,89.47,90.91,89.47,90.91
2017_2019,Landsat_Fourier_Mean_Terrain,7,50,89.02,89.19,88.89,86.84,90.91
2017_2019,Landsat_Fourier_Mean_Terrain,7,60,89.02,89.19,88.89,86.84,90.91
2017_2019,Landsat_Fourier_Mean_Terrain,7,70,88.41,89.04,87.91,85.53,90.91
2017_2019,Landsat_Fourier_Mean_Terrain,7,80,89.02,89.19,88.89,86.84,90.91
2017_2019,Landsat_Fourier_Mean_Terrain,7,90,88.41,88.0,88.76,86.84,89.77
2017_2019,Landsat_Fourier_Mean_Terrain,7,100,88.41,88.0,88.76,86.84,89.77
2017_2019,Landsat_Fourier_Mean_Terrain,7,110,87.8,87.84,87.78,85.53,89.77
2017_2019,Landsat_Fourier_Mean_Terrain,7,120,87.2,87.67,86.81,84.21,89.77
2017_2019,Landsat_Fourier_Mean_Terrain,10,1,77.31,76.52,78.05,76.52,78.05
2017_2019,Landsat_Fourier_Mean_Terrain,10,10,91.18,87.9,94.74,94.78,87.8
2017_2019,Landsat_Fourier_Mean_Terrain,10,20,88.24,83.21,94.39,94.78,82.11
2017_2019,Landsat_Fourier_Mean_Terrain,10,30,89.92,85.27,95.41,95.65,84.55
2017_2019,Landsat_Fourier_Mean_Terrain,10,40,89.08,84.5,94.5,94.78,83.74
2017_2019,Landsat_Fourier_Mean_Terrain,10,50,89.92,85.83,94.59,94.78,85.37
2017_2019,Landsat_Fourier_Mean_Terrain,10,60,88.66,84.38,93.64,93.91,83.74
2017_2019,Landsat_Fourier_Mean_Terrain,10,70,89.5,85.16,94.55,94.78,84.55
2017_2019,Landsat_Fourier_Mean_Terrain,10,80,90.34,86.51,94.64,94.78,86.18
2017_2019,Landsat_Fourier_Mean_Terrain,10,90,90.76,87.2,94.69,94.78,86.99
2017_2019,Landsat_Fourier_Mean_Terrain,10,100,90.76,87.2,94.69,94.78,86.99
2017_2019,Landsat_Fourier_Mean_Terrain,10,110,91.18,87.9,94.74,94.78,87.8
2017_2019,Landsat_Fourier_Mean_Terrain,10,120,91.18,87.9,94.74,94.78,87.8
2017_2019,Landsat_Fourier_Mean_Terrain,20,1,80.74,77.45,83.79,81.61,80.0
2017_2019,Landsat_Fourier_Mean_Terrain,20,10,88.52,83.53,93.72,93.27,84.53
2017_2019,Landsat_Fourier_Mean_Terrain,20,20,89.55,84.68,94.58,94.17,85.66
2017_2019,Landsat_Fourier_Mean_Terrain,20,30,88.73,83.6,94.12,93.72,84.53
2017_2019,Landsat_Fourier_Mean_Terrain,20,40,88.93,84.21,93.78,93.27,85.28
2017_2019,Landsat_Fourier_Mean_Terrain,20,50,90.16,86.01,94.29,93.72,87.17
2017_2019,Landsat_Fourier_Mean_Terrain,20,60,89.55,85.25,93.85,93.27,86.42
2017_2019,Landsat_Fourier_Mean_Terrain,20,70,90.16,86.01,94.29,93.72,87.17
2017_2019,Landsat_Fourier_Mean_Terrain,20,80,90.16,85.71,94.65,94.17,86.79
2017_2019,Landsat_Fourier_Mean_Terrain,20,90,90.16,85.71,94.65,94.17,86.79
2017_2019,Landsat_Fourier_Mean_Terrain,20,100,89.96,85.37,94.63,94.17,86.42
2017_2019,Landsat_Fourier_Mean_Terrain,20,110,89.96,85.37,94.63,94.17,86.42
2017_2019,Landsat_Fourier_Mean_Terrain,20,120,89.55,84.68,94.58,94.17,85.66
2017_2019,Landsat_Fourier_Mean_Terrain,30,1,85.6,85.0,86.12,84.26,86.79
2017_2019,Landsat_Fourier_Mean_Terrain,30,10,91.36,88.25,94.49,94.17,88.86
2017_2019,Landsat_Fourier_Mean_Terrain,30,20,92.04,90.37,93.62,93.0,91.19
2017_2019,Landsat_Fourier_Mean_Terrain,30,30,92.46,90.91,93.9,93.29,91.71
2017_2019,Landsat_Fourier_Mean_Terrain,30,40,92.18,90.86,93.4,92.71,91.71
2017_2019,Landsat_Fourier_Mean_Terrain,30,50,92.59,90.48,94.62,94.17,91.19
2017_2019,Landsat_Fourier_Mean_Terrain,30,60,92.73,90.73,94.64,94.17,91.45
2017_2019,Landsat_Fourier_Mean_Terrain,30,70,92.59,90.93,94.15,93.59,91.71
2017_2019,Landsat_Fourier_Mean_Terrain,30,80,92.04,90.37,93.62,93.0,91.19
2017_2019,Landsat_Fourier_Mean_Terrain,30,90,92.32,90.42,94.12,93.59,91.19
2017_2019,Landsat_Fourier_Mean_Terrain,30,100,92.46,90.68,94.13,93.59,91.45
2017_2019,Landsat_Fourier_Mean_Terrain,30,110,92.32,90.65,93.88,93.29,91.45
2017_2019,Landsat_Fourier_Mean_Terrain,30,120,92.32,90.65,93.88,93.29,91.45
2017_2019,Landsat_Fourier_Mean_Terrain,50,1,84.48,84.2,84.75,84.35,84.6
2017_2019,Landsat_Fourier_Mean_Terrain,50,10,90.05,87.56,92.79,93.04,87.14
2017_2019,Landsat_Fourier_Mean_Terrain,50,20,91.34,88.85,94.06,94.26,88.49
2017_2019,Landsat_Fourier_Mean_Terrain,50,30,91.17,89.07,93.42,93.57,88.83
2017_2019,Landsat_Fourier_Mean_Terrain,50,40,91.85,89.6,94.29,94.43,89.34
2017_2019,Landsat_Fourier_Mean_Terrain,50,50,91.68,89.31,94.27,94.43,89.0
2017_2019,Landsat_Fourier_Mean_Terrain,50,60,91.6,89.42,93.94,94.09,89.17
2017_2019,Landsat_Fourier_Mean_Terrain,50,70,91.6,89.42,93.94,94.09,89.17
2017_2019,Landsat_Fourier_Mean_Terrain,50,80,91.6,89.42,93.94,94.09,89.17
2017_2019,Landsat_Fourier_Mean_Terrain,50,90,91.77,89.72,93.96,94.09,89.51
2017_2019,Landsat_Fourier_Mean_Terrain,50,100,91.77,89.85,93.81,93.91,89.68
2017_2019,Landsat_Fourier_Mean_Terrain,50,110,92.11,90.32,94.0,94.09,90.19
2017_2019,Landsat_Fourier_Mean_Terrain,50,120,92.11,90.32,94.0,94.09,90.19
2017_2019,Landsat_Fourier_Mean_Terrain,70,1,86.11,86.32,85.9,85.25,86.93
2017_2019,Landsat_Fourier_Mean_Terrain,70,10,90.01,87.6,92.62,92.81,87.29
2017_2019,Landsat_Fourier_Mean_Terrain,70,20,90.13,88.62,91.69,91.7,88.61
2017_2019,Landsat_Fourier_Mean_Terrain,70,30,90.68,89.11,92.3,92.32,89.09
2017_2019,Landsat_Fourier_Mean_Terrain,70,40,90.68,89.21,92.19,92.19,89.21
2017_2019,Landsat_Fourier_Mean_Terrain,70,50,90.74,89.32,92.2,92.19,89.33
2017_2019,Landsat_Fourier_Mean_Terrain,70,60,90.68,89.21,92.19,92.19,89.21
2017_2019,Landsat_Fourier_Mean_Terrain,70,70,90.68,89.21,92.19,92.19,89.21
2017_2019,Landsat_Fourier_Mean_Terrain,70,80,90.92,89.54,92.34,92.32,89.57
2017_2019,Landsat_Fourier_Mean_Terrain,70,90,90.8,89.14,92.53,92.57,89.09
2017_2019,Landsat_Fourier_Mean_Terrain,70,100,90.68,89.11,92.3,92.32,89.09
2017_2019,Landsat_Fourier_Mean_Terrain,70,110,90.74,89.13,92.41,92.44,89.09
2017_2019,Landsat_Fourier_Mean_Terrain,70,120,90.8,89.05,92.63,92.69,88.97
2017_2019,Landsat_Fourier_Mean_Terrain,100,1,83.66,83.15,84.17,84.06,83.26
2017_2019,Landsat_Fourier_Mean_Terrain,100,10,90.18,88.25,92.26,92.5,87.9
2017_2019,Landsat_Fourier_Mean_Terrain,100,20,90.85,89.47,92.29,92.41,89.31
2017_2019,Landsat_Fourier_Mean_Terrain,100,30,90.85,89.79,91.94,91.99,89.73
2017_2019,Landsat_Fourier_Mean_Terrain,100,40,91.27,90.21,92.36,92.41,90.14
2017_2019,Landsat_Fourier_Mean_Terrain,100,50,91.35,90.29,92.44,92.5,90.22
2017_2019,Landsat_Fourier_Mean_Terrain,100,60,91.31,90.08,92.58,92.66,89.98
2017_2019,Landsat_Fourier_Mean_Terrain,100,70,91.35,90.16,92.59,92.66,90.06
2017_2019,Landsat_Fourier_Mean_Terrain,100,80,91.31,90.21,92.44,92.5,90.14
2017_2019,Landsat_Fourier_Mean_Terrain,100,90,91.35,90.35,92.37,92.41,90.31
2017_2019,Landsat_Fourier_Mean_Terrain,100,100,91.43,90.64,92.24,92.24,90.64
2017_2019,Landsat_Fourier_Mean_Terrain,100,110,91.48,90.58,92.39,92.41,90.56
2017_2019,Landsat_Fourier_Mean_Terrain,100,120,91.56,90.66,92.48,92.5,90.64
2017_2019,Landsat_Fourier_Mean_Terrain_Climate,1,1,58.33,53.85,63.64,63.64,53.85
2017_2019,Landsat_Fourier_Mean_Terrain_Climate,1,10,83.33,76.92,90.91,90.91,76.92
2017_2019,Landsat_Fourier_Mean_Terrain_Climate,1,20,79.17,80.0,78.57,72.73,84.62
2017_2019,Landsat_Fourier_Mean_Terrain_Climate,1,30,79.17,80.0,78.57,72.73,84.62
2017_2019,Landsat_Fourier_Mean_Terrain_Climate,1,40,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier_Mean_Terrain_Climate,1,50,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier_Mean_Terrain_Climate,1,60,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier_Mean_Terrain_Climate,1,70,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier_Mean_Terrain_Climate,1,80,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier_Mean_Terrain_Climate,1,90,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier_Mean_Terrain_Climate,1,100,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier_Mean_Terrain_Climate,1,110,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier_Mean_Terrain_Climate,1,120,75.0,72.73,76.92,72.73,76.92
2017_2019,Landsat_Fourier_Mean_Terrain_Climate,2,1,75.86,77.78,74.19,72.41,79.31
2017_2019,Landsat_Fourier_Mean_Terrain_Climate,2,10,77.59,76.67,78.57,79.31,75.86
2017_2019,Landsat_Fourier_Mean_Terrain_Climate,2,20,84.48,83.33,85.71,86.21,82.76
2017_2019,Landsat_Fourier_Mean_Terrain_Climate,2,30,86.21,86.21,86.21,86.21,86.21
