Year,Combo,Percent,Tree,Overall_ACC,Precisioin_non_built,Precisioin_built,Recall_non_built,Recall_built
2011_2013,Landsat_Fourier_Mean,70,40,88.9,87.16,90.33,88.08,89.57
2011_2013,Landsat_Fourier_Mean,70,50,89.42,88.05,90.53,88.24,90.37
2011_2013,Landsat_Fourier_Mean,70,60,89.4,87.83,90.67,88.46,90.15
2011_2013,Landsat_Fourier_Mean,70,70,89.52,87.86,90.88,88.74,90.15
2011_2013,Landsat_Fourier_Mean,70,80,89.47,88.14,90.54,88.24,90.46
2011_2013,Landsat_Fourier_Mean,70,90,89.47,88.02,90.65,88.41,90.33
2011_2013,Landsat_Fourier_Mean,70,100,89.35,87.9,90.52,88.24,90.24
2011_2013,Landsat_Fourier_Mean,70,110,89.42,88.0,90.57,88.3,90.33
2011_2013,Landsat_Fourier_Mean,70,120,89.5,88.02,90.69,88.46,90.33
2011_2013,Landsat_Fourier_Mean,100,1,82.92,80.66,84.78,81.4,84.15
2011_2013,Landsat_Fourier_Mean,100,10,88.87,85.6,91.81,90.37,87.66
2011_2013,Landsat_Fourier_Mean,100,20,89.73,87.18,91.94,90.37,89.21
2011_2013,Landsat_Fourier_Mean,100,30,90.07,87.94,91.89,90.22,89.95
2011_2013,Landsat_Fourier_Mean,100,40,90.0,87.92,91.77,90.07,89.95
2011_2013,Landsat_Fourier_Mean,100,50,90.35,88.49,91.9,90.18,90.48
2011_2013,Landsat_Fourier_Mean,100,60,90.26,88.53,91.71,89.92,90.54
2011_2013,Landsat_Fourier_Mean,100,70,90.29,88.6,91.71,89.92,90.6
2011_2013,Landsat_Fourier_Mean,100,80,90.31,88.72,91.64,89.8,90.73
2011_2013,Landsat_Fourier_Mean,100,90,90.43,88.81,91.78,89.99,90.79
2011_2013,Landsat_Fourier_Mean,100,100,90.33,88.52,91.85,90.11,90.51
2011_2013,Landsat_Fourier_Mean,100,110,90.28,88.5,91.76,89.99,90.51
2011_2013,Landsat_Fourier_Mean,100,120,90.36,88.56,91.88,90.15,90.54
2011_2013,Landsat_Fourier_Climate,1,1,75.47,61.54,88.89,84.21,70.59
2011_2013,Landsat_Fourier_Climate,1,10,81.13,66.67,96.15,94.74,73.53
2011_2013,Landsat_Fourier_Climate,1,20,81.13,66.67,96.15,94.74,73.53
2011_2013,Landsat_Fourier_Climate,1,30,83.02,69.23,96.3,94.74,76.47
2011_2013,Landsat_Fourier_Climate,1,40,84.91,72.0,96.43,94.74,79.41
2011_2013,Landsat_Fourier_Climate,1,50,86.79,75.0,96.55,94.74,82.35
2011_2013,Landsat_Fourier_Climate,1,60,86.79,75.0,96.55,94.74,82.35
2011_2013,Landsat_Fourier_Climate,1,70,88.68,76.0,100.0,100.0,82.35
2011_2013,Landsat_Fourier_Climate,1,80,88.68,76.0,100.0,100.0,82.35
2011_2013,Landsat_Fourier_Climate,1,90,88.68,76.0,100.0,100.0,82.35
2011_2013,Landsat_Fourier_Climate,1,100,88.68,76.0,100.0,100.0,82.35
2011_2013,Landsat_Fourier_Climate,1,110,88.68,76.0,100.0,100.0,82.35
2011_2013,Landsat_Fourier_Climate,1,120,86.79,75.0,96.55,94.74,82.35
2011_2013,Landsat_Fourier_Climate,2,1,78.81,75.86,81.67,80.0,77.78
2011_2013,Landsat_Fourier_Climate,2,10,87.29,84.48,90.0,89.09,85.71
2011_2013,Landsat_Fourier_Climate,2,20,87.29,85.71,88.71,87.27,87.3
2011_2013,Landsat_Fourier_Climate,2,30,88.98,87.5,90.32,89.09,88.89
2011_2013,Landsat_Fourier_Climate,2,40,86.44,84.21,88.52,87.27,85.71
2011_2013,Landsat_Fourier_Climate,2,50,88.98,86.21,91.67,90.91,87.3
2011_2013,Landsat_Fourier_Climate,2,60,88.98,87.5,90.32,89.09,88.89
2011_2013,Landsat_Fourier_Climate,2,70,89.83,87.72,91.8,90.91,88.89
2011_2013,Landsat_Fourier_Climate,2,80,89.83,87.72,91.8,90.91,88.89
2011_2013,Landsat_Fourier_Climate,2,90,89.83,87.72,91.8,90.91,88.89
2011_2013,Landsat_Fourier_Climate,2,100,89.83,87.72,91.8,90.91,88.89
2011_2013,Landsat_Fourier_Climate,2,110,89.83,87.72,91.8,90.91,88.89
2011_2013,Landsat_Fourier_Climate,2,120,89.83,87.72,91.8,90.91,88.89
2011_2013,Landsat_Fourier_Climate,3,1,78.44,74.03,82.22,78.08,78.72
2011_2013,Landsat_Fourier_Climate,3,10,88.02,84.42,91.11,89.04,87.23
2011_2013,Landsat_Fourier_Climate,3,20,89.22,86.67,91.3,89.04,89.36
2011_2013,Landsat_Fourier_Climate,3,30,89.82,86.84,92.31,90.41,89.36
2011_2013,Landsat_Fourier_Climate,3,40,89.22,85.71,92.22,90.41,88.3
2011_2013,Landsat_Fourier_Climate,3,50,87.43,83.33,91.01,89.04,86.17
2011_2013,Landsat_Fourier_Climate,3,60,89.22,85.71,92.22,90.41,88.3
2011_2013,Landsat_Fourier_Climate,3,70,89.22,85.71,92.22,90.41,88.3
2011_2013,Landsat_Fourier_Climate,3,80,89.22,85.71,92.22,90.41,88.3
2011_2013,Landsat_Fourier_Climate,3,90,88.62,84.62,92.13,90.41,87.23
2011_2013,Landsat_Fourier_Climate,3,100,88.62,84.62,92.13,90.41,87.23
2011_2013,Landsat_Fourier_Climate,3,110,88.62,84.62,92.13,90.41,87.23
2011_2013,Landsat_Fourier_Climate,3,120,88.62,84.62,92.13,90.41,87.23
2011_2013,Landsat_Fourier_Climate,5,1,82.25,76.92,86.5,81.97,82.46
2011_2013,Landsat_Fourier_Climate,5,10,87.37,82.44,91.36,88.52,86.55
2011_2013,Landsat_Fourier_Climate,5,20,87.71,83.59,90.91,87.7,87.72
2011_2013,Landsat_Fourier_Climate,5,30,87.37,82.95,90.85,87.7,87.13
2011_2013,Landsat_Fourier_Climate,5,40,87.71,84.68,89.94,86.07,88.89
2011_2013,Landsat_Fourier_Climate,5,50,87.37,84.0,89.88,86.07,88.3
2011_2013,Landsat_Fourier_Climate,5,60,87.71,84.68,89.94,86.07,88.89
2011_2013,Landsat_Fourier_Climate,5,70,87.71,84.68,89.94,86.07,88.89
2011_2013,Landsat_Fourier_Climate,5,80,87.71,84.68,89.94,86.07,88.89
2011_2013,Landsat_Fourier_Climate,5,90,88.05,84.8,90.48,86.89,88.89
2011_2013,Landsat_Fourier_Climate,5,100,87.71,84.68,89.94,86.07,88.89
2011_2013,Landsat_Fourier_Climate,5,110,88.4,84.92,91.02,87.7,88.89
2011_2013,Landsat_Fourier_Climate,5,120,88.05,84.8,90.48,86.89,88.89
2011_2013,Landsat_Fourier_Climate,7,1,75.57,76.77,74.79,66.48,83.18
2011_2013,Landsat_Fourier_Climate,7,10,85.5,81.77,89.05,87.71,83.64
2011_2013,Landsat_Fourier_Climate,7,20,87.53,84.95,89.86,88.27,86.92
2011_2013,Landsat_Fourier_Climate,7,30,89.06,86.17,91.71,90.5,87.85
2011_2013,Landsat_Fourier_Climate,7,40,88.3,85.19,91.18,89.94,86.92
2011_2013,Landsat_Fourier_Climate,7,50,88.04,84.38,91.54,90.5,85.98
2011_2013,Landsat_Fourier_Climate,7,60,88.04,85.11,90.73,89.39,86.92
2011_2013,Landsat_Fourier_Climate,7,70,87.79,85.03,90.29,88.83,86.92
2011_2013,Landsat_Fourier_Climate,7,80,88.3,85.19,91.18,89.94,86.92
2011_2013,Landsat_Fourier_Climate,7,90,88.04,84.74,91.13,89.94,86.45
2011_2013,Landsat_Fourier_Climate,7,100,88.04,84.74,91.13,89.94,86.45
2011_2013,Landsat_Fourier_Climate,7,110,87.79,84.29,91.09,89.94,85.98
2011_2013,Landsat_Fourier_Climate,7,120,87.02,84.04,89.76,88.27,85.98
2011_2013,Landsat_Fourier_Climate,10,1,78.28,82.4,75.5,69.31,86.47
2011_2013,Landsat_Fourier_Climate,10,10,88.97,86.6,91.35,90.97,87.13
2011_2013,Landsat_Fourier_Climate,10,20,89.83,88.65,90.94,90.25,89.44
2011_2013,Landsat_Fourier_Climate,10,30,89.83,89.21,90.4,89.53,90.1
2011_2013,Landsat_Fourier_Climate,10,40,90.17,89.29,91.0,90.25,90.1
2011_2013,Landsat_Fourier_Climate,10,50,90.0,89.25,90.7,89.89,90.1
2011_2013,Landsat_Fourier_Climate,10,60,90.52,89.36,91.61,90.97,90.1
2011_2013,Landsat_Fourier_Climate,10,70,90.34,89.32,91.3,90.61,90.1
2011_2013,Landsat_Fourier_Climate,10,80,90.0,89.82,90.16,89.17,90.76
2011_2013,Landsat_Fourier_Climate,10,90,90.0,89.53,90.43,89.53,90.43
2011_2013,Landsat_Fourier_Climate,10,100,90.34,89.89,90.76,89.89,90.76
2011_2013,Landsat_Fourier_Climate,10,110,90.34,90.18,90.49,89.53,91.09
2011_2013,Landsat_Fourier_Climate,10,120,90.52,90.51,90.52,89.53,91.42
2011_2013,Landsat_Fourier_Climate,20,1,81.94,80.43,83.13,78.9,84.41
2011_2013,Landsat_Fourier_Climate,20,10,88.67,85.92,91.07,89.35,88.12
2011_2013,Landsat_Fourier_Climate,20,20,89.44,87.08,91.46,89.73,89.2
2011_2013,Landsat_Fourier_Climate,20,30,89.52,87.25,91.47,89.73,89.35
2011_2013,Landsat_Fourier_Climate,20,40,89.35,87.34,91.05,89.16,89.51
2011_2013,Landsat_Fourier_Climate,20,50,90.12,88.39,91.56,89.73,90.43
2011_2013,Landsat_Fourier_Climate,20,60,90.46,88.76,91.88,90.11,90.74
2011_2013,Landsat_Fourier_Climate,20,70,90.03,88.37,91.42,89.54,90.43
2011_2013,Landsat_Fourier_Climate,20,80,90.12,88.68,91.3,89.35,90.74
2011_2013,Landsat_Fourier_Climate,20,90,89.78,88.16,91.12,89.16,90.28
2011_2013,Landsat_Fourier_Climate,20,100,90.03,88.51,91.29,89.35,90.59
2011_2013,Landsat_Fourier_Climate,20,110,89.95,88.35,91.28,89.35,90.43
2011_2013,Landsat_Fourier_Climate,20,120,90.03,88.51,91.29,89.35,90.59
2011_2013,Landsat_Fourier_Climate,30,1,82.09,81.66,82.44,78.99,84.76
2011_2013,Landsat_Fourier_Climate,30,10,89.24,86.84,91.48,90.44,88.22
2011_2013,Landsat_Fourier_Climate,30,20,89.3,88.24,90.23,88.68,89.84
2011_2013,Landsat_Fourier_Climate,30,30,89.42,88.75,89.99,88.3,90.38
2011_2013,Landsat_Fourier_Climate,30,40,89.83,89.44,90.15,88.43,91.03
2011_2013,Landsat_Fourier_Climate,30,50,89.88,89.55,90.16,88.43,91.14
2011_2013,Landsat_Fourier_Climate,30,60,90.0,89.99,90.01,88.18,91.57
2011_2013,Landsat_Fourier_Climate,30,70,89.88,89.66,90.07,88.3,91.24
2011_2013,Landsat_Fourier_Climate,30,80,89.83,89.44,90.15,88.43,91.03
2011_2013,Landsat_Fourier_Climate,30,90,89.83,89.54,90.06,88.3,91.14
2011_2013,Landsat_Fourier_Climate,30,100,89.88,89.76,89.99,88.18,91.35
2011_2013,Landsat_Fourier_Climate,30,110,89.83,89.54,90.06,88.3,91.14
2011_2013,Landsat_Fourier_Climate,30,120,89.88,89.66,90.07,88.3,91.24
2011_2013,Landsat_Fourier_Climate,50,1,83.41,81.85,84.65,81.03,85.35
2011_2013,Landsat_Fourier_Climate,50,10,88.92,86.59,90.91,89.13,88.74
2011_2013,Landsat_Fourier_Climate,50,20,89.92,88.57,91.03,89.05,90.63
2011_2013,Landsat_Fourier_Climate,50,30,89.71,88.88,90.38,88.13,91.01
2011_2013,Landsat_Fourier_Climate,50,40,89.82,89.03,90.45,88.2,91.13
2011_2013,Landsat_Fourier_Climate,50,50,89.57,89.15,89.91,87.43,91.32
2011_2013,Landsat_Fourier_Climate,50,60,90.13,89.72,90.45,88.13,91.76
2011_2013,Landsat_Fourier_Climate,50,70,90.09,89.65,90.45,88.13,91.7
2011_2013,Landsat_Fourier_Climate,50,80,90.02,89.88,90.14,87.66,91.95
2011_2013,Landsat_Fourier_Climate,50,90,90.13,89.84,90.35,87.97,91.89
2011_2013,Landsat_Fourier_Climate,50,100,90.09,89.77,90.35,87.97,91.82
2011_2013,Landsat_Fourier_Climate,50,110,90.13,89.78,90.4,88.05,91.82
2011_2013,Landsat_Fourier_Climate,50,120,90.16,90.04,90.26,87.82,92.08
2011_2013,Landsat_Fourier_Climate,70,1,82.8,80.2,84.95,81.53,83.82
2011_2013,Landsat_Fourier_Climate,70,10,89.42,86.86,91.61,89.85,89.08
2011_2013,Landsat_Fourier_Climate,70,20,90.26,88.69,91.55,89.57,90.82
2011_2013,Landsat_Fourier_Climate,70,30,90.48,89.3,91.44,89.35,91.4
2011_2013,Landsat_Fourier_Climate,70,40,90.24,89.07,91.18,89.02,91.22
2011_2013,Landsat_Fourier_Climate,70,50,90.61,89.51,91.49,89.41,91.57
2011_2013,Landsat_Fourier_Climate,70,60,90.73,89.84,91.44,89.3,91.89
2011_2013,Landsat_Fourier_Climate,70,70,90.56,89.63,91.3,89.13,91.71
2011_2013,Landsat_Fourier_Climate,70,80,90.61,89.82,91.24,89.02,91.89
2011_2013,Landsat_Fourier_Climate,70,90,90.66,89.83,91.32,89.13,91.89
2011_2013,Landsat_Fourier_Climate,70,100,90.58,89.68,91.3,89.13,91.75
2011_2013,Landsat_Fourier_Climate,70,110,90.68,89.88,91.32,89.13,91.93
2011_2013,Landsat_Fourier_Climate,70,120,90.58,89.68,91.3,89.13,91.75
2011_2013,Landsat_Fourier_Climate,100,1,83.26,80.76,85.36,82.24,84.09
2011_2013,Landsat_Fourier_Climate,100,10,90.28,87.22,93.01,91.75,89.08
2011_2013,Landsat_Fourier_Climate,100,20,90.93,88.78,92.76,91.29,90.63
2011_2013,Landsat_Fourier_Climate,100,30,90.98,89.08,92.58,91.02,90.94
2011_2013,Landsat_Fourier_Climate,100,40,91.36,89.7,92.74,91.18,91.5
2011_2013,Landsat_Fourier_Climate,100,50,91.29,89.57,92.73,91.18,91.38
2011_2013,Landsat_Fourier_Climate,100,60,91.37,89.83,92.66,91.06,91.63
2011_2013,Landsat_Fourier_Climate,100,70,91.36,89.76,92.68,91.1,91.56
2011_2013,Landsat_Fourier_Climate,100,80,91.51,89.92,92.84,91.29,91.69
2011_2013,Landsat_Fourier_Climate,100,90,91.51,89.98,92.79,91.21,91.75
2011_2013,Landsat_Fourier_Climate,100,100,91.51,90.07,92.71,91.1,91.84
2011_2013,Landsat_Fourier_Climate,100,110,91.66,90.22,92.86,91.29,91.97
2011_2013,Landsat_Fourier_Climate,100,120,91.66,90.22,92.86,91.29,91.97
2011_2013,Landsat_Fourier_Terrain,1,1,75.47,61.54,88.89,84.21,70.59
2011_2013,Landsat_Fourier_Terrain,1,10,81.13,68.0,92.86,89.47,76.47
2011_2013,Landsat_Fourier_Terrain,1,20,84.91,76.19,90.62,84.21,85.29
2011_2013,Landsat_Fourier_Terrain,1,30,81.13,69.57,90.0,84.21,79.41
2011_2013,Landsat_Fourier_Terrain,1,40,86.79,80.0,90.91,84.21,88.24
2011_2013,Landsat_Fourier_Terrain,1,50,84.91,76.19,90.62,84.21,85.29
2011_2013,Landsat_Fourier_Terrain,1,60,84.91,76.19,90.62,84.21,85.29
2011_2013,Landsat_Fourier_Terrain,1,70,84.91,76.19,90.62,84.21,85.29
2011_2013,Landsat_Fourier_Terrain,1,80,84.91,76.19,90.62,84.21,85.29
2011_2013,Landsat_Fourier_Terrain,1,90,84.91,76.19,90.62,84.21,85.29
2011_2013,Landsat_Fourier_Terrain,1,100,88.68,80.95,93.75,89.47,88.24
2011_2013,Landsat_Fourier_Terrain,1,110,88.68,80.95,93.75,89.47,88.24
2011_2013,Landsat_Fourier_Terrain,1,120,88.68,80.95,93.75,89.47,88.24
2011_2013,Landsat_Fourier_Terrain,2,1,71.19,66.67,76.36,76.36,66.67
2011_2013,Landsat_Fourier_Terrain,2,10,90.68,87.93,93.33,92.73,88.89
2011_2013,Landsat_Fourier_Terrain,2,20,88.98,86.21,91.67,90.91,87.3
2011_2013,Landsat_Fourier_Terrain,2,30,87.29,84.48,90.0,89.09,85.71
2011_2013,Landsat_Fourier_Terrain,2,40,88.14,85.96,90.16,89.09,87.3
2011_2013,Landsat_Fourier_Terrain,2,50,89.83,86.44,93.22,92.73,87.3
2011_2013,Landsat_Fourier_Terrain,2,60,89.83,86.44,93.22,92.73,87.3
2011_2013,Landsat_Fourier_Terrain,2,70,89.83,86.44,93.22,92.73,87.3
2011_2013,Landsat_Fourier_Terrain,2,80,89.83,86.44,93.22,92.73,87.3
2011_2013,Landsat_Fourier_Terrain,2,90,89.83,86.44,93.22,92.73,87.3
2011_2013,Landsat_Fourier_Terrain,2,100,89.83,86.44,93.22,92.73,87.3
2011_2013,Landsat_Fourier_Terrain,2,110,89.83,86.44,93.22,92.73,87.3
2011_2013,Landsat_Fourier_Terrain,2,120,89.83,86.44,93.22,92.73,87.3
2011_2013,Landsat_Fourier_Terrain,3,1,72.46,70.77,73.53,63.01,79.79
2011_2013,Landsat_Fourier_Terrain,3,10,86.83,82.28,90.91,89.04,85.11
2011_2013,Landsat_Fourier_Terrain,3,20,86.83,82.28,90.91,89.04,85.11
2011_2013,Landsat_Fourier_Terrain,3,30,86.83,82.28,90.91,89.04,85.11
2011_2013,Landsat_Fourier_Terrain,3,40,87.43,83.33,91.01,89.04,86.17
2011_2013,Landsat_Fourier_Terrain,3,50,88.02,84.42,91.11,89.04,87.23
2011_2013,Landsat_Fourier_Terrain,3,60,87.43,83.33,91.01,89.04,86.17
2011_2013,Landsat_Fourier_Terrain,3,70,89.22,85.71,92.22,90.41,88.3
2011_2013,Landsat_Fourier_Terrain,3,80,89.82,85.9,93.26,91.78,88.3
2011_2013,Landsat_Fourier_Terrain,3,90,89.82,85.9,93.26,91.78,88.3
2011_2013,Landsat_Fourier_Terrain,3,100,89.22,84.81,93.18,91.78,87.23
2011_2013,Landsat_Fourier_Terrain,3,110,89.22,84.81,93.18,91.78,87.23
2011_2013,Landsat_Fourier_Terrain,3,120,89.22,85.71,92.22,90.41,88.3
2011_2013,Landsat_Fourier_Terrain,5,1,78.16,73.77,81.29,73.77,81.29
2011_2013,Landsat_Fourier_Terrain,5,10,86.69,80.29,92.31,90.16,84.21
2011_2013,Landsat_Fourier_Terrain,5,20,86.35,82.03,89.7,86.07,86.55
2011_2013,Landsat_Fourier_Terrain,5,30,87.03,83.87,89.35,85.25,88.3
2011_2013,Landsat_Fourier_Terrain,5,40,87.37,84.55,89.41,85.25,88.89
2011_2013,Landsat_Fourier_Terrain,5,50,87.37,85.12,88.95,84.43,89.47
2011_2013,Landsat_Fourier_Terrain,5,60,88.4,85.48,90.53,86.89,89.47
2011_2013,Landsat_Fourier_Terrain,5,70,88.05,85.95,89.53,85.25,90.06
2011_2013,Landsat_Fourier_Terrain,5,80,88.4,86.07,90.06,86.07,90.06
2011_2013,Landsat_Fourier_Terrain,5,90,88.05,85.37,90.0,86.07,89.47
2011_2013,Landsat_Fourier_Terrain,5,100,88.05,85.37,90.0,86.07,89.47
2011_2013,Landsat_Fourier_Terrain,5,110,87.71,84.68,89.94,86.07,88.89
2011_2013,Landsat_Fourier_Terrain,5,120,87.71,84.68,89.94,86.07,88.89
2011_2013,Landsat_Fourier_Terrain,7,1,81.42,82.72,80.52,74.86,86.92
2011_2013,Landsat_Fourier_Terrain,7,10,86.77,82.9,90.5,89.39,84.58
2011_2013,Landsat_Fourier_Terrain,7,20,86.77,83.25,90.1,88.83,85.05
2011_2013,Landsat_Fourier_Terrain,7,30,87.79,84.29,91.09,89.94,85.98
2011_2013,Landsat_Fourier_Terrain,7,40,87.53,83.85,91.04,89.94,85.51
2011_2013,Landsat_Fourier_Terrain,7,50,86.51,82.81,90.05,88.83,84.58
2011_2013,Landsat_Fourier_Terrain,7,60,88.04,85.11,90.73,89.39,86.92
2011_2013,Landsat_Fourier_Terrain,7,70,87.02,84.41,89.37,87.71,86.45
2011_2013,Landsat_Fourier_Terrain,7,80,87.53,84.57,90.24,88.83,86.45
2011_2013,Landsat_Fourier_Terrain,7,90,87.79,84.66,90.69,89.39,86.45
2011_2013,Landsat_Fourier_Terrain,7,100,88.04,84.74,91.13,89.94,86.45
2011_2013,Landsat_Fourier_Terrain,7,110,88.3,85.19,91.18,89.94,86.92
2011_2013,Landsat_Fourier_Terrain,7,120,88.3,85.19,91.18,89.94,86.92
2011_2013,Landsat_Fourier_Terrain,10,1,78.45,81.15,76.49,71.48,84.82
2011_2013,Landsat_Fourier_Terrain,10,10,88.28,86.93,89.56,88.81,87.79
2011_2013,Landsat_Fourier_Terrain,10,20,89.48,89.42,89.54,88.45,90.43
2011_2013,Landsat_Fourier_Terrain,10,30,90.86,89.72,91.95,91.34,90.43
2011_2013,Landsat_Fourier_Terrain,10,40,90.52,89.93,91.06,90.25,90.76
2011_2013,Landsat_Fourier_Terrain,10,50,91.03,90.61,91.42,90.61,91.42
2011_2013,Landsat_Fourier_Terrain,10,60,90.69,89.68,91.64,90.97,90.43
2011_2013,Landsat_Fourier_Terrain,10,70,90.69,89.68,91.64,90.97,90.43
2011_2013,Landsat_Fourier_Terrain,10,80,90.86,89.72,91.95,91.34,90.43
2011_2013,Landsat_Fourier_Terrain,10,90,91.03,90.04,91.97,91.34,90.76
2011_2013,Landsat_Fourier_Terrain,10,100,91.38,90.68,92.03,91.34,91.42
2011_2013,Landsat_Fourier_Terrain,10,110,91.03,90.32,91.69,90.97,91.09
2011_2013,Landsat_Fourier_Terrain,10,120,91.03,90.32,91.69,90.97,91.09
2011_2013,Landsat_Fourier_Terrain,20,1,80.07,77.97,81.75,77.38,82.25
2011_2013,Landsat_Fourier_Terrain,20,10,88.76,85.82,91.35,89.73,87.96
2011_2013,Landsat_Fourier_Terrain,20,20,89.52,87.11,91.6,89.92,89.2
2011_2013,Landsat_Fourier_Terrain,20,30,89.44,87.78,90.81,88.78,89.97
2011_2013,Landsat_Fourier_Terrain,20,40,89.52,87.8,90.95,88.97,89.97
2011_2013,Landsat_Fourier_Terrain,20,50,89.69,88.14,90.98,88.97,90.28
2011_2013,Landsat_Fourier_Terrain,20,60,89.95,88.64,91.02,88.97,90.74
2011_2013,Landsat_Fourier_Terrain,20,70,90.2,88.99,91.19,89.16,91.05
2011_2013,Landsat_Fourier_Terrain,20,80,89.95,88.49,91.15,89.16,90.59
2011_2013,Landsat_Fourier_Terrain,20,90,89.95,88.35,91.28,89.35,90.43
2011_2013,Landsat_Fourier_Terrain,20,100,89.86,88.47,91.01,88.97,90.59
2011_2013,Landsat_Fourier_Terrain,20,110,89.95,88.35,91.28,89.35,90.43
2011_2013,Landsat_Fourier_Terrain,20,120,89.95,88.35,91.28,89.35,90.43
2011_2013,Landsat_Fourier_Terrain,30,1,82.21,82.73,81.81,77.74,86.05
2011_2013,Landsat_Fourier_Terrain,30,10,89.42,87.98,90.69,89.31,89.51
2011_2013,Landsat_Fourier_Terrain,30,20,90.35,89.66,90.94,89.43,91.14
2011_2013,Landsat_Fourier_Terrain,30,30,90.41,89.57,91.13,89.69,91.03
2011_2013,Landsat_Fourier_Terrain,30,40,90.52,89.8,91.14,89.69,91.24
2011_2013,Landsat_Fourier_Terrain,30,50,90.35,89.56,91.03,89.56,91.03
2011_2013,Landsat_Fourier_Terrain,30,60,90.17,89.92,90.38,88.68,91.46
2011_2013,Landsat_Fourier_Terrain,30,70,90.06,89.9,90.19,88.43,91.46
2011_2013,Landsat_Fourier_Terrain,30,80,90.35,90.37,90.33,88.55,91.89
2011_2013,Landsat_Fourier_Terrain,30,90,90.41,90.38,90.43,88.68,91.89
2011_2013,Landsat_Fourier_Terrain,30,100,90.41,90.38,90.43,88.68,91.89
2011_2013,Landsat_Fourier_Terrain,30,110,90.29,90.15,90.41,88.68,91.68
2011_2013,Landsat_Fourier_Terrain,30,120,90.17,90.23,90.13,88.3,91.78
2011_2013,Landsat_Fourier_Terrain,50,1,82.16,80.93,83.12,78.87,84.84
2011_2013,Landsat_Fourier_Terrain,50,10,88.81,86.24,91.06,89.36,88.36
2011_2013,Landsat_Fourier_Terrain,50,20,89.33,87.49,90.88,88.97,89.62
2011_2013,Landsat_Fourier_Terrain,50,30,89.57,87.5,91.34,89.59,89.56
2011_2013,Landsat_Fourier_Terrain,50,40,89.68,87.81,91.25,89.44,89.87
2011_2013,Landsat_Fourier_Terrain,50,50,89.71,88.17,91.0,89.05,90.25
2011_2013,Landsat_Fourier_Terrain,50,60,89.82,88.31,91.06,89.13,90.38
2011_2013,Landsat_Fourier_Terrain,50,70,90.13,88.8,91.22,89.28,90.82
2011_2013,Landsat_Fourier_Terrain,50,80,90.02,88.6,91.2,89.28,90.63
2011_2013,Landsat_Fourier_Terrain,50,90,89.85,88.56,90.91,88.9,90.63
2011_2013,Landsat_Fourier_Terrain,50,100,89.82,88.37,91.01,89.05,90.44
2011_2013,Landsat_Fourier_Terrain,50,110,89.68,88.22,90.89,88.9,90.31
2011_2013,Landsat_Fourier_Terrain,50,120,89.68,88.33,90.78,88.74,90.44
2011_2013,Landsat_Fourier_Terrain,70,1,83.37,80.84,85.46,82.14,84.35
2011_2013,Landsat_Fourier_Terrain,70,10,88.85,85.81,91.52,89.85,88.05
2011_2013,Landsat_Fourier_Terrain,70,20,89.74,87.8,91.36,89.41,90.01
2011_2013,Landsat_Fourier_Terrain,70,30,89.84,87.91,91.45,89.52,90.1
2011_2013,Landsat_Fourier_Terrain,70,40,89.99,88.41,91.28,89.24,90.59
2011_2013,Landsat_Fourier_Terrain,70,50,90.21,88.55,91.58,89.63,90.68
2011_2013,Landsat_Fourier_Terrain,70,60,90.24,88.6,91.58,89.63,90.73
2011_2013,Landsat_Fourier_Terrain,70,70,90.39,88.8,91.68,89.74,90.91
2011_2013,Landsat_Fourier_Terrain,70,80,90.29,88.65,91.63,89.68,90.77
2011_2013,Landsat_Fourier_Terrain,70,90,90.31,88.7,91.63,89.68,90.82
2011_2013,Landsat_Fourier_Terrain,70,100,90.29,88.57,91.7,89.79,90.68
2011_2013,Landsat_Fourier_Terrain,70,110,90.24,88.6,91.58,89.63,90.73
2011_2013,Landsat_Fourier_Terrain,70,120,90.26,88.77,91.48,89.46,90.91
2011_2013,Landsat_Fourier_Terrain,100,1,84.47,82.39,86.19,83.12,85.58
2011_2013,Landsat_Fourier_Terrain,100,10,89.18,85.64,92.41,91.14,87.59
2011_2013,Landsat_Fourier_Terrain,100,20,90.71,88.16,92.92,91.56,90.01
2011_2013,Landsat_Fourier_Terrain,100,30,90.84,88.5,92.86,91.44,90.35
2011_2013,Landsat_Fourier_Terrain,100,40,91.05,88.75,93.02,91.63,90.57
2011_2013,Landsat_Fourier_Terrain,100,50,91.17,89.1,92.93,91.48,90.91
2011_2013,Landsat_Fourier_Terrain,100,60,91.1,89.17,92.73,91.21,91.0
2011_2013,Landsat_Fourier_Terrain,100,70,91.36,89.44,92.98,91.52,91.22
2011_2013,Landsat_Fourier_Terrain,100,80,91.24,89.29,92.88,91.41,91.1
2011_2013,Landsat_Fourier_Terrain,100,90,91.32,89.4,92.95,91.48,91.19
2011_2013,Landsat_Fourier_Terrain,100,100,91.27,89.33,92.92,91.44,91.13
2011_2013,Landsat_Fourier_Terrain,100,110,91.22,89.35,92.8,91.29,91.16
2011_2013,Landsat_Fourier_Terrain,100,120,91.25,89.38,92.83,91.33,91.19
2011_2013,Landsat_Fourier_Terrain_Climate,1,1,83.02,77.78,85.71,73.68,88.24
2011_2013,Landsat_Fourier_Terrain_Climate,1,10,88.68,80.95,93.75,89.47,88.24
2011_2013,Landsat_Fourier_Terrain_Climate,1,20,88.68,80.95,93.75,89.47,88.24
2011_2013,Landsat_Fourier_Terrain_Climate,1,30,84.91,73.91,93.33,89.47,82.35
2011_2013,Landsat_Fourier_Terrain_Climate,1,40,86.79,77.27,93.55,89.47,85.29
