param_n_estimators,split0_test_score,variable,value,year
118,0.9361302442078898,split3_test_score,0.9467752035065748,1993_1995
119,0.9373825923606762,split3_test_score,0.9467752035065748,1993_1995
120,0.9355040701314965,split3_test_score,0.9455228553537883,1993_1995
1,0.8710081402629931,split4_test_score,0.8872886662492173,1993_1995
2,0.8753913587977458,split4_test_score,0.8966812773951158,1993_1995
3,0.9079524107701941,split4_test_score,0.9204758922980588,1993_1995
4,0.9060738885410144,split4_test_score,0.9185973700688791,1993_1995
5,0.9185973700688791,split4_test_score,0.9323731997495304,1993_1995
6,0.9198497182216656,split4_test_score,0.9348778960551033,1993_1995
7,0.9286161552911709,split4_test_score,0.936756418284283,1993_1995
8,0.9248591108328115,split4_test_score,0.9355040701314965,1993_1995
9,0.9311208515967438,split4_test_score,0.9423919849718222,1993_1995
10,0.9254852849092048,split4_test_score,0.9430181590482154,1993_1995
11,0.9292423293675642,split4_test_score,0.9448966812773951,1993_1995
12,0.9323731997495304,split4_test_score,0.9380087664370695,1993_1995
13,0.9279899812147777,split4_test_score,0.9486537257357546,1993_1995
14,0.9380087664370695,split4_test_score,0.9486537257357546,1993_1995
15,0.936756418284283,split4_test_score,0.9555416405760802,1993_1995
16,0.9336255479023169,split4_test_score,0.9430181590482154,1993_1995
17,0.9248591108328115,split4_test_score,0.9461490294301816,1993_1995
18,0.9317470256731372,split4_test_score,0.9492798998121478,1993_1995
19,0.9323731997495304,split4_test_score,0.9505322479649343,1993_1995
20,0.9323731997495304,split4_test_score,0.9436443331246086,1993_1995
21,0.9348778960551033,split4_test_score,0.9461490294301816,1993_1995
22,0.9348778960551033,split4_test_score,0.9486537257357546,1993_1995
23,0.9348778960551033,split4_test_score,0.9467752035065748,1993_1995
24,0.9311208515967438,split4_test_score,0.9455228553537883,1993_1995
25,0.9386349405134627,split4_test_score,0.954915466499687,1993_1995
26,0.9336255479023169,split4_test_score,0.949906073888541,1993_1995
27,0.9336255479023169,split4_test_score,0.9461490294301816,1993_1995
28,0.9355040701314965,split4_test_score,0.947401377582968,1993_1995
29,0.9342517219787101,split4_test_score,0.9480275516593613,1993_1995
30,0.9323731997495304,split4_test_score,0.949906073888541,1993_1995
31,0.9317470256731372,split4_test_score,0.947401377582968,1993_1995
32,0.9317470256731372,split4_test_score,0.9467752035065748,1993_1995
33,0.9323731997495304,split4_test_score,0.949906073888541,1993_1995
34,0.9304946775203506,split4_test_score,0.949906073888541,1993_1995
35,0.9336255479023169,split4_test_score,0.949906073888541,1993_1995
36,0.9329993738259236,split4_test_score,0.949906073888541,1993_1995
37,0.9329993738259236,split4_test_score,0.947401377582968,1993_1995
38,0.9336255479023169,split4_test_score,0.9455228553537883,1993_1995
39,0.9336255479023169,split4_test_score,0.9467752035065748,1993_1995
40,0.9286161552911709,split4_test_score,0.9511584220413275,1993_1995
41,0.9361302442078898,split4_test_score,0.9492798998121478,1993_1995
42,0.9336255479023169,split4_test_score,0.9492798998121478,1993_1995
43,0.9398872886662493,split4_test_score,0.9530369442705072,1993_1995
44,0.9317470256731372,split4_test_score,0.9480275516593613,1993_1995
45,0.9304946775203506,split4_test_score,0.9542892924232936,1993_1995
46,0.9323731997495304,split4_test_score,0.9524107701941139,1993_1995
47,0.9342517219787101,split4_test_score,0.9524107701941139,1993_1995
48,0.9373825923606762,split4_test_score,0.9517845961177207,1993_1995
49,0.9329993738259236,split4_test_score,0.9486537257357546,1993_1995
50,0.9336255479023169,split4_test_score,0.9524107701941139,1993_1995
51,0.9342517219787101,split4_test_score,0.9536631183469004,1993_1995
52,0.9373825923606762,split4_test_score,0.9480275516593613,1993_1995
53,0.936756418284283,split4_test_score,0.9524107701941139,1993_1995
54,0.9386349405134627,split4_test_score,0.9505322479649343,1993_1995
55,0.9317470256731372,split4_test_score,0.9505322479649343,1993_1995
56,0.9329993738259236,split4_test_score,0.9511584220413275,1993_1995
57,0.9355040701314965,split4_test_score,0.9517845961177207,1993_1995
58,0.9361302442078898,split4_test_score,0.9511584220413275,1993_1995
59,0.9361302442078898,split4_test_score,0.947401377582968,1993_1995
60,0.9336255479023169,split4_test_score,0.9505322479649343,1993_1995
61,0.936756418284283,split4_test_score,0.9505322479649343,1993_1995
62,0.9380087664370695,split4_test_score,0.9536631183469004,1993_1995
63,0.9355040701314965,split4_test_score,0.9492798998121478,1993_1995
64,0.9311208515967438,split4_test_score,0.949906073888541,1993_1995
65,0.9336255479023169,split4_test_score,0.9536631183469004,1993_1995
66,0.936756418284283,split4_test_score,0.9517845961177207,1993_1995
67,0.9405134627426425,split4_test_score,0.9536631183469004,1993_1995
68,0.936756418284283,split4_test_score,0.9542892924232936,1993_1995
69,0.9342517219787101,split4_test_score,0.9505322479649343,1993_1995
70,0.9355040701314965,split4_test_score,0.9511584220413275,1993_1995
71,0.9317470256731372,split4_test_score,0.9536631183469004,1993_1995
72,0.9317470256731372,split4_test_score,0.9524107701941139,1993_1995
73,0.9336255479023169,split4_test_score,0.9486537257357546,1993_1995
74,0.9342517219787101,split4_test_score,0.9536631183469004,1993_1995
75,0.9336255479023169,split4_test_score,0.954915466499687,1993_1995
76,0.9329993738259236,split4_test_score,0.9536631183469004,1993_1995
77,0.9298685034439574,split4_test_score,0.9536631183469004,1993_1995
78,0.9342517219787101,split4_test_score,0.9511584220413275,1993_1995
79,0.9361302442078898,split4_test_score,0.9524107701941139,1993_1995
80,0.9386349405134627,split4_test_score,0.949906073888541,1993_1995
81,0.936756418284283,split4_test_score,0.9536631183469004,1993_1995
82,0.936756418284283,split4_test_score,0.9492798998121478,1993_1995
83,0.9336255479023169,split4_test_score,0.9505322479649343,1993_1995
84,0.9361302442078898,split4_test_score,0.9486537257357546,1993_1995
85,0.936756418284283,split4_test_score,0.9536631183469004,1993_1995
86,0.9348778960551033,split4_test_score,0.9486537257357546,1993_1995
87,0.9336255479023169,split4_test_score,0.954915466499687,1993_1995
88,0.9380087664370695,split4_test_score,0.9511584220413275,1993_1995
89,0.936756418284283,split4_test_score,0.9542892924232936,1993_1995
90,0.9361302442078898,split4_test_score,0.9524107701941139,1993_1995
91,0.9355040701314965,split4_test_score,0.954915466499687,1993_1995
92,0.9361302442078898,split4_test_score,0.9492798998121478,1993_1995
93,0.9348778960551033,split4_test_score,0.9511584220413275,1993_1995
94,0.9323731997495304,split4_test_score,0.9530369442705072,1993_1995
95,0.9342517219787101,split4_test_score,0.9511584220413275,1993_1995
96,0.9311208515967438,split4_test_score,0.9492798998121478,1993_1995
97,0.936756418284283,split4_test_score,0.9492798998121478,1993_1995
98,0.9380087664370695,split4_test_score,0.9530369442705072,1993_1995
99,0.9317470256731372,split4_test_score,0.9542892924232936,1993_1995
100,0.9329993738259236,split4_test_score,0.954915466499687,1993_1995
101,0.939261114589856,split4_test_score,0.9530369442705072,1993_1995
102,0.9348778960551033,split4_test_score,0.9530369442705072,1993_1995
103,0.9355040701314965,split4_test_score,0.9524107701941139,1993_1995
104,0.9348778960551033,split4_test_score,0.9536631183469004,1993_1995
105,0.9373825923606762,split4_test_score,0.9536631183469004,1993_1995
106,0.9342517219787101,split4_test_score,0.9517845961177207,1993_1995
107,0.9373825923606762,split4_test_score,0.954915466499687,1993_1995
108,0.9336255479023169,split4_test_score,0.9536631183469004,1993_1995
109,0.936756418284283,split4_test_score,0.9517845961177207,1993_1995
110,0.9336255479023169,split4_test_score,0.9530369442705072,1993_1995
111,0.9355040701314965,split4_test_score,0.9530369442705072,1993_1995
112,0.9342517219787101,split4_test_score,0.9530369442705072,1993_1995
113,0.9373825923606762,split4_test_score,0.9530369442705072,1993_1995
114,0.9336255479023169,split4_test_score,0.9530369442705072,1993_1995
115,0.9342517219787101,split4_test_score,0.954915466499687,1993_1995
116,0.9355040701314965,split4_test_score,0.9530369442705072,1993_1995
117,0.9361302442078898,split4_test_score,0.9511584220413275,1993_1995
118,0.9361302442078898,split4_test_score,0.9524107701941139,1993_1995
119,0.9373825923606762,split4_test_score,0.9536631183469004,1993_1995
120,0.9355040701314965,split4_test_score,0.9524107701941139,1993_1995
1,0.8753913587977458,split1_test_score,0.8922980588603632,1996_1998
2,0.867877269881027,split1_test_score,0.8885410144020037,1996_1998
3,0.8998121477770821,split1_test_score,0.9179711959924859,1996_1998
4,0.9192235441452724,split1_test_score,0.9167188478396995,1996_1998
5,0.9229805886036319,split1_test_score,0.9348778960551033,1996_1998
6,0.9286161552911709,split1_test_score,0.926111458985598,1996_1998
7,0.9223544145272385,split1_test_score,0.9373825923606762,1996_1998
8,0.9198497182216656,split1_test_score,0.9292423293675642,1996_1998
9,0.9311208515967438,split1_test_score,0.9329993738259236,1996_1998
10,0.9273638071383845,split1_test_score,0.9398872886662493,1996_1998
11,0.9348778960551033,split1_test_score,0.9436443331246086,1996_1998
12,0.9286161552911709,split1_test_score,0.9386349405134627,1996_1998
13,0.9323731997495304,split1_test_score,0.947401377582968,1996_1998
14,0.9348778960551033,split1_test_score,0.9423919849718222,1996_1998
15,0.936756418284283,split1_test_score,0.9405134627426425,1996_1998
16,0.9286161552911709,split1_test_score,0.9417658108954289,1996_1998
17,0.9311208515967438,split1_test_score,0.9380087664370695,1996_1998
18,0.9411396368190357,split1_test_score,0.939261114589856,1996_1998
19,0.9411396368190357,split1_test_score,0.9430181590482154,1996_1998
20,0.9355040701314965,split1_test_score,0.9448966812773951,1996_1998
21,0.9342517219787101,split1_test_score,0.9430181590482154,1996_1998
22,0.9323731997495304,split1_test_score,0.9467752035065748,1996_1998
23,0.9273638071383845,split1_test_score,0.9461490294301816,1996_1998
24,0.9380087664370695,split1_test_score,0.9436443331246086,1996_1998
25,0.939261114589856,split1_test_score,0.9461490294301816,1996_1998
26,0.936756418284283,split1_test_score,0.9486537257357546,1996_1998
27,0.936756418284283,split1_test_score,0.9461490294301816,1996_1998
28,0.9348778960551033,split1_test_score,0.9417658108954289,1996_1998
29,0.9348778960551033,split1_test_score,0.9480275516593613,1996_1998
30,0.9398872886662493,split1_test_score,0.9480275516593613,1996_1998
31,0.9411396368190357,split1_test_score,0.9436443331246086,1996_1998
32,0.9373825923606762,split1_test_score,0.9511584220413275,1996_1998
33,0.936756418284283,split1_test_score,0.9505322479649343,1996_1998
34,0.9298685034439574,split1_test_score,0.9517845961177207,1996_1998
35,0.9386349405134627,split1_test_score,0.9442705072010019,1996_1998
36,0.9329993738259236,split1_test_score,0.9448966812773951,1996_1998
37,0.939261114589856,split1_test_score,0.9461490294301816,1996_1998
38,0.9386349405134627,split1_test_score,0.9448966812773951,1996_1998
39,0.9373825923606762,split1_test_score,0.9467752035065748,1996_1998
40,0.9323731997495304,split1_test_score,0.9492798998121478,1996_1998
41,0.939261114589856,split1_test_score,0.9505322479649343,1996_1998
42,0.9423919849718222,split1_test_score,0.947401377582968,1996_1998
43,0.9311208515967438,split1_test_score,0.9467752035065748,1996_1998
44,0.9398872886662493,split1_test_score,0.9517845961177207,1996_1998
45,0.9373825923606762,split1_test_score,0.9480275516593613,1996_1998
46,0.9405134627426425,split1_test_score,0.9467752035065748,1996_1998
47,0.9380087664370695,split1_test_score,0.9480275516593613,1996_1998
48,0.9398872886662493,split1_test_score,0.949906073888541,1996_1998
49,0.9355040701314965,split1_test_score,0.947401377582968,1996_1998
50,0.9417658108954289,split1_test_score,0.9455228553537883,1996_1998
51,0.9386349405134627,split1_test_score,0.9524107701941139,1996_1998
52,0.9417658108954289,split1_test_score,0.9517845961177207,1996_1998
53,0.9380087664370695,split1_test_score,0.9461490294301816,1996_1998
54,0.9423919849718222,split1_test_score,0.9455228553537883,1996_1998
55,0.939261114589856,split1_test_score,0.9505322479649343,1996_1998
56,0.9373825923606762,split1_test_score,0.9448966812773951,1996_1998
57,0.9380087664370695,split1_test_score,0.9486537257357546,1996_1998
58,0.9405134627426425,split1_test_score,0.9467752035065748,1996_1998
59,0.9417658108954289,split1_test_score,0.9524107701941139,1996_1998
60,0.939261114589856,split1_test_score,0.947401377582968,1996_1998
61,0.9342517219787101,split1_test_score,0.9480275516593613,1996_1998
62,0.9373825923606762,split1_test_score,0.949906073888541,1996_1998
63,0.9348778960551033,split1_test_score,0.9492798998121478,1996_1998
64,0.9361302442078898,split1_test_score,0.9480275516593613,1996_1998
65,0.9386349405134627,split1_test_score,0.9492798998121478,1996_1998
66,0.939261114589856,split1_test_score,0.9455228553537883,1996_1998
67,0.936756418284283,split1_test_score,0.949906073888541,1996_1998
68,0.9423919849718222,split1_test_score,0.949906073888541,1996_1998
69,0.9405134627426425,split1_test_score,0.9517845961177207,1996_1998
70,0.936756418284283,split1_test_score,0.9505322479649343,1996_1998
71,0.9398872886662493,split1_test_score,0.9505322479649343,1996_1998
72,0.9386349405134627,split1_test_score,0.9542892924232936,1996_1998
73,0.9398872886662493,split1_test_score,0.9430181590482154,1996_1998
74,0.939261114589856,split1_test_score,0.9480275516593613,1996_1998
75,0.9436443331246086,split1_test_score,0.9505322479649343,1996_1998
76,0.9380087664370695,split1_test_score,0.9536631183469004,1996_1998
77,0.9342517219787101,split1_test_score,0.9486537257357546,1996_1998
78,0.9380087664370695,split1_test_score,0.9505322479649343,1996_1998
79,0.9411396368190357,split1_test_score,0.9536631183469004,1996_1998
80,0.9455228553537883,split1_test_score,0.9530369442705072,1996_1998
81,0.9430181590482154,split1_test_score,0.949906073888541,1996_1998
82,0.9411396368190357,split1_test_score,0.9480275516593613,1996_1998
83,0.9423919849718222,split1_test_score,0.9517845961177207,1996_1998
84,0.9436443331246086,split1_test_score,0.9505322479649343,1996_1998
85,0.9380087664370695,split1_test_score,0.949906073888541,1996_1998
86,0.9348778960551033,split1_test_score,0.9486537257357546,1996_1998
87,0.9423919849718222,split1_test_score,0.9505322479649343,1996_1998
88,0.9386349405134627,split1_test_score,0.9505322479649343,1996_1998
89,0.9398872886662493,split1_test_score,0.9517845961177207,1996_1998
90,0.9423919849718222,split1_test_score,0.9511584220413275,1996_1998
91,0.9411396368190357,split1_test_score,0.9480275516593613,1996_1998
92,0.9398872886662493,split1_test_score,0.9492798998121478,1996_1998
93,0.9380087664370695,split1_test_score,0.949906073888541,1996_1998
94,0.936756418284283,split1_test_score,0.949906073888541,1996_1998
95,0.9373825923606762,split1_test_score,0.9517845961177207,1996_1998
96,0.9380087664370695,split1_test_score,0.949906073888541,1996_1998
97,0.9380087664370695,split1_test_score,0.9517845961177207,1996_1998
98,0.936756418284283,split1_test_score,0.9492798998121478,1996_1998
99,0.9373825923606762,split1_test_score,0.9530369442705072,1996_1998
100,0.9380087664370695,split1_test_score,0.9524107701941139,1996_1998
101,0.9380087664370695,split1_test_score,0.9505322479649343,1996_1998
102,0.9398872886662493,split1_test_score,0.9505322479649343,1996_1998
103,0.939261114589856,split1_test_score,0.9524107701941139,1996_1998
104,0.939261114589856,split1_test_score,0.9511584220413275,1996_1998
105,0.9386349405134627,split1_test_score,0.9517845961177207,1996_1998
106,0.9398872886662493,split1_test_score,0.947401377582968,1996_1998
107,0.9380087664370695,split1_test_score,0.949906073888541,1996_1998
108,0.939261114589856,split1_test_score,0.9524107701941139,1996_1998
109,0.9417658108954289,split1_test_score,0.9517845961177207,1996_1998
110,0.9405134627426425,split1_test_score,0.9511584220413275,1996_1998
111,0.9405134627426425,split1_test_score,0.9505322479649343,1996_1998
112,0.9405134627426425,split1_test_score,0.9505322479649343,1996_1998
113,0.9373825923606762,split1_test_score,0.9530369442705072,1996_1998
114,0.9398872886662493,split1_test_score,0.9492798998121478,1996_1998
115,0.9417658108954289,split1_test_score,0.9524107701941139,1996_1998
116,0.9405134627426425,split1_test_score,0.9524107701941139,1996_1998
117,0.9411396368190357,split1_test_score,0.949906073888541,1996_1998
118,0.9386349405134627,split1_test_score,0.9524107701941139,1996_1998
119,0.9411396368190357,split1_test_score,0.9517845961177207,1996_1998
120,0.9436443331246086,split1_test_score,0.9511584220413275,1996_1998
1,0.8753913587977458,split2_test_score,0.8885410144020037,1996_1998
2,0.867877269881027,split2_test_score,0.8797745773324984,1996_1998
3,0.8998121477770821,split2_test_score,0.9079524107701941,1996_1998
4,0.9192235441452724,split2_test_score,0.9167188478396995,1996_1998
5,0.9229805886036319,split2_test_score,0.9217282404508453,1996_1998
6,0.9286161552911709,split2_test_score,0.9242329367564183,1996_1998
7,0.9223544145272385,split2_test_score,0.9355040701314965,1996_1998
8,0.9198497182216656,split2_test_score,0.9386349405134627,1996_1998
9,0.9311208515967438,split2_test_score,0.9448966812773951,1996_1998
10,0.9273638071383845,split2_test_score,0.9442705072010019,1996_1998
11,0.9348778960551033,split2_test_score,0.9411396368190357,1996_1998
12,0.9286161552911709,split2_test_score,0.9398872886662493,1996_1998
13,0.9323731997495304,split2_test_score,0.9448966812773951,1996_1998
14,0.9348778960551033,split2_test_score,0.9417658108954289,1996_1998
15,0.936756418284283,split2_test_score,0.9430181590482154,1996_1998
16,0.9286161552911709,split2_test_score,0.9380087664370695,1996_1998
17,0.9311208515967438,split2_test_score,0.9436443331246086,1996_1998
18,0.9411396368190357,split2_test_score,0.9373825923606762,1996_1998
19,0.9411396368190357,split2_test_score,0.9430181590482154,1996_1998
20,0.9355040701314965,split2_test_score,0.9448966812773951,1996_1998
21,0.9342517219787101,split2_test_score,0.9455228553537883,1996_1998
22,0.9323731997495304,split2_test_score,0.9455228553537883,1996_1998
23,0.9273638071383845,split2_test_score,0.9492798998121478,1996_1998
24,0.9380087664370695,split2_test_score,0.9492798998121478,1996_1998
25,0.939261114589856,split2_test_score,0.9430181590482154,1996_1998
26,0.936756418284283,split2_test_score,0.9436443331246086,1996_1998
27,0.936756418284283,split2_test_score,0.9411396368190357,1996_1998
28,0.9348778960551033,split2_test_score,0.9455228553537883,1996_1998
29,0.9348778960551033,split2_test_score,0.9417658108954289,1996_1998
30,0.9398872886662493,split2_test_score,0.9467752035065748,1996_1998
31,0.9411396368190357,split2_test_score,0.9448966812773951,1996_1998
32,0.9373825923606762,split2_test_score,0.9448966812773951,1996_1998
33,0.936756418284283,split2_test_score,0.947401377582968,1996_1998
34,0.9298685034439574,split2_test_score,0.9461490294301816,1996_1998
35,0.9386349405134627,split2_test_score,0.9461490294301816,1996_1998
36,0.9329993738259236,split2_test_score,0.9517845961177207,1996_1998
37,0.939261114589856,split2_test_score,0.9411396368190357,1996_1998
38,0.9386349405134627,split2_test_score,0.9461490294301816,1996_1998
39,0.9373825923606762,split2_test_score,0.9492798998121478,1996_1998
40,0.9323731997495304,split2_test_score,0.9461490294301816,1996_1998
41,0.939261114589856,split2_test_score,0.9492798998121478,1996_1998
42,0.9423919849718222,split2_test_score,0.9467752035065748,1996_1998
43,0.9311208515967438,split2_test_score,0.9461490294301816,1996_1998
44,0.9398872886662493,split2_test_score,0.9480275516593613,1996_1998
45,0.9373825923606762,split2_test_score,0.9461490294301816,1996_1998
46,0.9405134627426425,split2_test_score,0.9467752035065748,1996_1998
47,0.9380087664370695,split2_test_score,0.9455228553537883,1996_1998
48,0.9398872886662493,split2_test_score,0.9480275516593613,1996_1998
49,0.9355040701314965,split2_test_score,0.9448966812773951,1996_1998
50,0.9417658108954289,split2_test_score,0.9480275516593613,1996_1998
51,0.9386349405134627,split2_test_score,0.9461490294301816,1996_1998
52,0.9417658108954289,split2_test_score,0.949906073888541,1996_1998
53,0.9380087664370695,split2_test_score,0.9467752035065748,1996_1998
54,0.9423919849718222,split2_test_score,0.947401377582968,1996_1998
55,0.939261114589856,split2_test_score,0.9455228553537883,1996_1998
56,0.9373825923606762,split2_test_score,0.9442705072010019,1996_1998
57,0.9380087664370695,split2_test_score,0.9442705072010019,1996_1998
58,0.9405134627426425,split2_test_score,0.9461490294301816,1996_1998
59,0.9417658108954289,split2_test_score,0.9442705072010019,1996_1998
60,0.939261114589856,split2_test_score,0.9461490294301816,1996_1998
61,0.9342517219787101,split2_test_score,0.9448966812773951,1996_1998
62,0.9373825923606762,split2_test_score,0.9486537257357546,1996_1998
63,0.9348778960551033,split2_test_score,0.9455228553537883,1996_1998
64,0.9361302442078898,split2_test_score,0.9455228553537883,1996_1998
65,0.9386349405134627,split2_test_score,0.947401377582968,1996_1998
66,0.939261114589856,split2_test_score,0.9486537257357546,1996_1998
67,0.936756418284283,split2_test_score,0.9486537257357546,1996_1998
68,0.9423919849718222,split2_test_score,0.9492798998121478,1996_1998
69,0.9405134627426425,split2_test_score,0.9455228553537883,1996_1998
70,0.936756418284283,split2_test_score,0.947401377582968,1996_1998
71,0.9398872886662493,split2_test_score,0.9461490294301816,1996_1998
72,0.9386349405134627,split2_test_score,0.9492798998121478,1996_1998
73,0.9398872886662493,split2_test_score,0.9442705072010019,1996_1998
74,0.939261114589856,split2_test_score,0.9505322479649343,1996_1998
75,0.9436443331246086,split2_test_score,0.9492798998121478,1996_1998
76,0.9380087664370695,split2_test_score,0.9461490294301816,1996_1998
77,0.9342517219787101,split2_test_score,0.9505322479649343,1996_1998
78,0.9380087664370695,split2_test_score,0.9480275516593613,1996_1998
79,0.9411396368190357,split2_test_score,0.9486537257357546,1996_1998
80,0.9455228553537883,split2_test_score,0.949906073888541,1996_1998
81,0.9430181590482154,split2_test_score,0.9436443331246086,1996_1998
82,0.9411396368190357,split2_test_score,0.9511584220413275,1996_1998
83,0.9423919849718222,split2_test_score,0.9480275516593613,1996_1998
84,0.9436443331246086,split2_test_score,0.9461490294301816,1996_1998
85,0.9380087664370695,split2_test_score,0.9492798998121478,1996_1998
86,0.9348778960551033,split2_test_score,0.947401377582968,1996_1998
87,0.9423919849718222,split2_test_score,0.947401377582968,1996_1998
88,0.9386349405134627,split2_test_score,0.947401377582968,1996_1998
89,0.9398872886662493,split2_test_score,0.9467752035065748,1996_1998
90,0.9423919849718222,split2_test_score,0.9467752035065748,1996_1998
91,0.9411396368190357,split2_test_score,0.9455228553537883,1996_1998
92,0.9398872886662493,split2_test_score,0.9505322479649343,1996_1998
93,0.9380087664370695,split2_test_score,0.949906073888541,1996_1998
94,0.936756418284283,split2_test_score,0.949906073888541,1996_1998
95,0.9373825923606762,split2_test_score,0.9430181590482154,1996_1998
96,0.9380087664370695,split2_test_score,0.9486537257357546,1996_1998
97,0.9380087664370695,split2_test_score,0.9455228553537883,1996_1998
98,0.936756418284283,split2_test_score,0.9486537257357546,1996_1998
99,0.9373825923606762,split2_test_score,0.949906073888541,1996_1998
100,0.9380087664370695,split2_test_score,0.9442705072010019,1996_1998
101,0.9380087664370695,split2_test_score,0.9492798998121478,1996_1998
102,0.9398872886662493,split2_test_score,0.9467752035065748,1996_1998
103,0.939261114589856,split2_test_score,0.9461490294301816,1996_1998
104,0.939261114589856,split2_test_score,0.9455228553537883,1996_1998
105,0.9386349405134627,split2_test_score,0.9442705072010019,1996_1998
106,0.9398872886662493,split2_test_score,0.9480275516593613,1996_1998
107,0.9380087664370695,split2_test_score,0.9448966812773951,1996_1998
108,0.939261114589856,split2_test_score,0.9480275516593613,1996_1998
109,0.9417658108954289,split2_test_score,0.9480275516593613,1996_1998
110,0.9405134627426425,split2_test_score,0.9511584220413275,1996_1998
111,0.9405134627426425,split2_test_score,0.947401377582968,1996_1998
112,0.9405134627426425,split2_test_score,0.9511584220413275,1996_1998
113,0.9373825923606762,split2_test_score,0.9480275516593613,1996_1998
114,0.9398872886662493,split2_test_score,0.9461490294301816,1996_1998
115,0.9417658108954289,split2_test_score,0.9505322479649343,1996_1998
116,0.9405134627426425,split2_test_score,0.9442705072010019,1996_1998
117,0.9411396368190357,split2_test_score,0.9480275516593613,1996_1998
118,0.9386349405134627,split2_test_score,0.9467752035065748,1996_1998
119,0.9411396368190357,split2_test_score,0.9486537257357546,1996_1998
120,0.9436443331246086,split2_test_score,0.949906073888541,1996_1998
1,0.8753913587977458,split3_test_score,0.8797745773324984,1996_1998
2,0.867877269881027,split3_test_score,0.8716343143393863,1996_1998
3,0.8998121477770821,split3_test_score,0.9185973700688791,1996_1998
4,0.9192235441452724,split3_test_score,0.9135879774577332,1996_1998
5,0.9229805886036319,split3_test_score,0.9185973700688791,1996_1998
6,0.9286161552911709,split3_test_score,0.9242329367564183,1996_1998
7,0.9223544145272385,split3_test_score,0.9204758922980588,1996_1998
8,0.9198497182216656,split3_test_score,0.9204758922980588,1996_1998
9,0.9311208515967438,split3_test_score,0.9254852849092048,1996_1998
10,0.9273638071383845,split3_test_score,0.9298685034439574,1996_1998
11,0.9348778960551033,split3_test_score,0.9311208515967438,1996_1998
12,0.9286161552911709,split3_test_score,0.9267376330619912,1996_1998
13,0.9323731997495304,split3_test_score,0.9342517219787101,1996_1998
14,0.9348778960551033,split3_test_score,0.9242329367564183,1996_1998
15,0.936756418284283,split3_test_score,0.9380087664370695,1996_1998
16,0.9286161552911709,split3_test_score,0.9317470256731372,1996_1998
17,0.9311208515967438,split3_test_score,0.9373825923606762,1996_1998
18,0.9411396368190357,split3_test_score,0.9329993738259236,1996_1998
19,0.9411396368190357,split3_test_score,0.9386349405134627,1996_1998
20,0.9355040701314965,split3_test_score,0.9311208515967438,1996_1998
21,0.9342517219787101,split3_test_score,0.9329993738259236,1996_1998
22,0.9323731997495304,split3_test_score,0.9355040701314965,1996_1998
23,0.9273638071383845,split3_test_score,0.9348778960551033,1996_1998
24,0.9380087664370695,split3_test_score,0.9361302442078898,1996_1998
25,0.939261114589856,split3_test_score,0.9361302442078898,1996_1998
26,0.936756418284283,split3_test_score,0.9323731997495304,1996_1998
27,0.936756418284283,split3_test_score,0.9398872886662493,1996_1998
28,0.9348778960551033,split3_test_score,0.936756418284283,1996_1998
29,0.9348778960551033,split3_test_score,0.9342517219787101,1996_1998
30,0.9398872886662493,split3_test_score,0.9304946775203506,1996_1998
31,0.9411396368190357,split3_test_score,0.9329993738259236,1996_1998
32,0.9373825923606762,split3_test_score,0.9342517219787101,1996_1998
33,0.936756418284283,split3_test_score,0.9355040701314965,1996_1998
34,0.9298685034439574,split3_test_score,0.936756418284283,1996_1998
35,0.9386349405134627,split3_test_score,0.9348778960551033,1996_1998
36,0.9329993738259236,split3_test_score,0.9317470256731372,1996_1998
37,0.939261114589856,split3_test_score,0.9342517219787101,1996_1998
38,0.9386349405134627,split3_test_score,0.9405134627426425,1996_1998
39,0.9373825923606762,split3_test_score,0.9373825923606762,1996_1998
40,0.9323731997495304,split3_test_score,0.9361302442078898,1996_1998
41,0.939261114589856,split3_test_score,0.9317470256731372,1996_1998
42,0.9423919849718222,split3_test_score,0.9361302442078898,1996_1998
43,0.9311208515967438,split3_test_score,0.9361302442078898,1996_1998
44,0.9398872886662493,split3_test_score,0.9355040701314965,1996_1998
45,0.9373825923606762,split3_test_score,0.9386349405134627,1996_1998
46,0.9405134627426425,split3_test_score,0.9361302442078898,1996_1998
47,0.9380087664370695,split3_test_score,0.9398872886662493,1996_1998
48,0.9398872886662493,split3_test_score,0.9430181590482154,1996_1998
49,0.9355040701314965,split3_test_score,0.9373825923606762,1996_1998
50,0.9417658108954289,split3_test_score,0.9342517219787101,1996_1998
51,0.9386349405134627,split3_test_score,0.9336255479023169,1996_1998
52,0.9417658108954289,split3_test_score,0.939261114589856,1996_1998
53,0.9380087664370695,split3_test_score,0.9417658108954289,1996_1998
54,0.9423919849718222,split3_test_score,0.9398872886662493,1996_1998
55,0.939261114589856,split3_test_score,0.9398872886662493,1996_1998
56,0.9373825923606762,split3_test_score,0.9398872886662493,1996_1998
57,0.9380087664370695,split3_test_score,0.9386349405134627,1996_1998
58,0.9405134627426425,split3_test_score,0.9417658108954289,1996_1998
59,0.9417658108954289,split3_test_score,0.9329993738259236,1996_1998
60,0.939261114589856,split3_test_score,0.9380087664370695,1996_1998
61,0.9342517219787101,split3_test_score,0.9361302442078898,1996_1998
62,0.9373825923606762,split3_test_score,0.9361302442078898,1996_1998
63,0.9348778960551033,split3_test_score,0.9355040701314965,1996_1998
64,0.9361302442078898,split3_test_score,0.9398872886662493,1996_1998
