id,longitude,latitude,time,NDVI,NDBI,EVI,Fit_NDVI,Fit_NDBI,Fit_EVI,Y_fraction
LC08_123037_20180729,115.5211446653244,33.64599472481883,2018-07-29,0.2035764157772064,-0.25139942765235895,0.6641488075256348,0.3980373257035135,-0.2422285009781397,0.6057546596297616,2018.5727168949772
LC08_122037_20180807,115.5211446653244,33.64599472481883,2018-08-07,0.6600645184516907,-0.2142857015132904,0.7754583954811096,0.5186172053106803,-0.2921982090029971,0.7132855918638841,2018.5973744292237
LC08_122037_20180823,115.5211446653244,33.64599472481883,2018-08-23,0.6426200866699219,-0.3543766736984253,0.7834000587463379,0.6547905469952786,-0.2926591617507945,0.7831755097049813,2018.641210045662
LC08_122037_20180908,115.5211446653244,33.64599472481883,2018-09-08,0.6626371741294861,-0.2832573652267456,0.7052087783813477,0.6306797306046352,-0.18222783754051264,0.6697918605265683,2018.6850456621005
LC08_122037_20180924,115.5211446653244,33.64599472481883,2018-09-24,0.4362968802452088,-0.07553701102733612,0.4476231634616852,0.4601986875868311,-0.032609363030200456,0.4329184024461741,2018.728881278539
LC08_123037_20181001,115.5211446653244,33.64599472481883,2018-10-01,0.3650639355182648,0.06017988547682763,0.3117848336696625,0.36170151689754704,0.01875324355199837,0.3212795126892489,2018.7480593607306
LC08_123036_20181001,115.5211446653244,33.64599472481883,2018-10-01,0.36203497648239136,0.05826477333903313,0.31802839040756226,0.3616760993268349,0.018764049401163163,0.32125217932434497,2018.7480593607306
LC08_122037_20181010,115.5211446653244,33.64599472481883,2018-10-10,0.12644384801387787,0.048093076795339584,0.10567973554134368,0.23615074091246055,0.05564763627484482,0.1950815347935162,2018.772602739726
LC08_123037_20181017,115.5211446653244,33.64599472481883,2018-10-17,0.10811548680067062,0.034597694873809814,0.0930381491780281,0.1512072567322722,0.05681731348694896,0.12107093059813412,2018.7917808219179
LC08_123036_20181017,115.5211446653244,33.64599472481883,2018-10-17,0.10755230486392976,0.03694913163781166,0.09485547989606856,0.1512072567322722,0.05681731348694896,0.12107093059813412,2018.7917808219179
LC08_122037_20181026,115.5211446653244,33.64599472481883,2018-10-26,0.110113225877285,0.05163043737411499,0.08619889616966248,0.07166052620188346,0.022798265134266416,0.0662820077288897,2018.8164383561643
LC08_123036_20181102,115.5211446653244,33.64599472481883,2018-11-02,0.11815503239631653,0.016609640792012215,0.10798150300979614,0.038264543362583225,-0.026505091809198692,0.0565298562198775,2018.835616438356
LC08_123037_20181102,115.5211446653244,33.64599472481883,2018-11-02,0.11346503347158432,0.015773961320519447,0.10050219297409058,0.038264543362583225,-0.026505091809198692,0.0565298562198775,2018.835616438356
LC08_122037_20181111,115.5211446653244,33.64599472481883,2018-11-11,0.10826747864484787,-0.1116071566939354,0.12679463624954224,0.0333889818709725,-0.1065255218895409,0.08152495794056591,2018.8602739726027
LC08_122037_20181127,115.5211446653244,33.64599472481883,2018-11-27,0.09073441475629808,-0.2256942540407181,0.2638606429100037,0.10848561264961633,-0.2354995677034921,0.18974003366431447,2018.9041095890411
LC08_123036_20181204,115.5211446653244,33.64599472481883,2018-12-04,0.11054276674985886,-0.3061497509479523,0.10721401870250702,0.15915408032152012,-0.26273729721472705,0.24234690384547,2018.9232876712329
LC08_122037_20181213,115.5211446653244,33.64599472481883,2018-12-13,0.2560342252254486,-0.20982933044433594,0.2557412683963776,0.22355820803527227,-0.2561261841027367,0.2977850305739862,2018.9479452054795
LC08_123036_20181220,115.5211446653244,33.64599472481883,2018-12-20,0.2201489061117172,-0.2387122213840485,0.3805139660835266,0.2652025255192383,-0.21535111527273895,0.3254308874323257,2018.9671232876713
LC08_123037_20181220,115.5211446653244,33.64599472481883,2018-12-20,0.2193848043680191,-0.2377025038003921,0.3564707934856415,0.2652025255192383,-0.21535111527273895,0.3254308874323257,2018.9671232876713
LC08_122037_20181229,115.5211446653244,33.64599472481883,2018-12-29,0.3254673182964325,-0.13471797108650208,0.302121639251709,0.300549691189536,-0.12027198632526034,0.3382263176226061,2018.9917808219177
