year,seed,band,importance
1990_1992,0,B1,68.81295063424537
1990_1992,0,B2,60.794182280732706
1990_1992,0,B3,74.92279310809865
1990_1992,0,B4,83.55984350275571
1990_1992,0,B5,82.7995425353675
1990_1992,0,B6,65.24530695077054
1990_1992,0,B7,95.72618804557895
1990_1992,0,DEM,99.07191035534647
1990_1992,0,EVI_constant,79.83268550614875
1990_1992,0,EVI_cos_1,77.11019701894412
1990_1992,0,EVI_cos_2,77.58064087969503
1990_1992,0,EVI_cos_3,84.84425045553593
1990_1992,0,EVI_sin_1,97.65096317069496
1990_1992,0,EVI_sin_2,88.39333290314669
1990_1992,0,EVI_sin_3,84.99572505524945
1990_1992,0,EVI_t,48.35881607495337
1990_1992,0,Mean_EVI,78.31135278777397
1990_1992,0,Mean_NDBI,106.31026502528783
1990_1992,0,Mean_NDVI,68.473673028416
1990_1992,0,NDBI_constant,85.52084022955285
1990_1992,0,NDBI_cos_1,84.91305502065188
1990_1992,0,NDBI_cos_2,85.31639948074547
1990_1992,0,NDBI_cos_3,105.43867706994469
1990_1992,0,NDBI_sin_1,91.65090727465169
1990_1992,0,NDBI_sin_2,100.02551450183125
1990_1992,0,NDBI_sin_3,87.10622048159742
1990_1992,0,NDBI_t,57.55268536913723
1990_1992,0,NDVI_constant,77.87200631147947
1990_1992,0,NDVI_cos_1,76.02991469857159
1990_1992,0,NDVI_cos_2,79.19894453259384
1990_1992,0,NDVI_cos_3,93.06936368237731
1990_1992,0,NDVI_sin_1,85.90879441230118
1990_1992,0,NDVI_sin_2,83.92250269598149
1990_1992,0,NDVI_sin_3,85.45680030474058
1990_1992,0,NDVI_t,54.6124397077721
1990_1992,0,SLOPE,103.31294233696757
1990_1992,0,lrad,97.53420614128764
1990_1992,0,prec,98.06538520652765
1990_1992,0,pres,92.80712240501636
1990_1992,0,shum,105.36230331730835
1990_1992,0,srad,102.51911614060656
1990_1992,0,temp,104.38559657218221
1990_1992,0,wind,90.01194462096583
1990_1992,0,B6_VCID_1,
1990_1992,0,B6_VCID_2,
1990_1992,0,B8,
1990_1992,0,B10,
1990_1992,0,B11,
1990_1992,0,B9,
1990_1992,1,B1,61.84145204580301
1990_1992,1,B2,66.91748392895477
1990_1992,1,B3,74.15259836068877
1990_1992,1,B4,90.2711851565298
1990_1992,1,B5,92.34457299662421
1990_1992,1,B6,54.70831122134309
1990_1992,1,B7,108.4571011098152
1990_1992,1,DEM,107.47590938880491
1990_1992,1,EVI_constant,88.10383452459364
1990_1992,1,EVI_cos_1,90.16110011476567
1990_1992,1,EVI_cos_2,80.76251989964659
1990_1992,1,EVI_cos_3,82.97929287989045
1990_1992,1,EVI_sin_1,88.06625175467939
1990_1992,1,EVI_sin_2,89.93365366640394
1990_1992,1,EVI_sin_3,95.55934132210017
1990_1992,1,EVI_t,46.317187545577966
1990_1992,1,Mean_EVI,72.80026401033386
1990_1992,1,Mean_NDBI,97.73296043826242
1990_1992,1,Mean_NDVI,75.83502909522424
1990_1992,1,NDBI_constant,86.36502773711709
1990_1992,1,NDBI_cos_1,91.47843498134577
1990_1992,1,NDBI_cos_2,89.59499674803118
1990_1992,1,NDBI_cos_3,106.86118728633028
1990_1992,1,NDBI_sin_1,92.23173365461359
1990_1992,1,NDBI_sin_2,96.21338203911745
1990_1992,1,NDBI_sin_3,95.56283820289998
1990_1992,1,NDBI_t,52.33599870091502
1990_1992,1,NDVI_constant,78.68879963572715
1990_1992,1,NDVI_cos_1,84.84415044887545
1990_1992,1,NDVI_cos_2,83.26303961999652
1990_1992,1,NDVI_cos_3,87.09098944798342
1990_1992,1,NDVI_sin_1,87.71470784208073
1990_1992,1,NDVI_sin_2,84.05258690885651
1990_1992,1,NDVI_sin_3,89.98565043408391
1990_1992,1,NDVI_t,45.670516881822884
1990_1992,1,SLOPE,102.2979453079898
1990_1992,1,lrad,92.46669428632667
1990_1992,1,prec,102.19722670164114
1990_1992,1,pres,96.46066922995732
1990_1992,1,shum,105.16628559765378
1990_1992,1,srad,92.84799461412528
1990_1992,1,temp,101.32839829350168
1990_1992,1,wind,88.34033236508078
1990_1992,1,B6_VCID_1,
1990_1992,1,B6_VCID_2,
1990_1992,1,B8,
1990_1992,1,B10,
1990_1992,1,B11,
1990_1992,1,B9,
1990_1992,2,B1,62.51474197045896
1990_1992,2,B2,61.603014034408396
1990_1992,2,B3,84.04985541327247
1990_1992,2,B4,73.08481601968559
1990_1992,2,B5,84.52255408932737
1990_1992,2,B6,57.4432287818329
1990_1992,2,B7,102.6810171783057
1990_1992,2,DEM,94.10136339357399
1990_1992,2,EVI_constant,84.70064666446717
1990_1992,2,EVI_cos_1,78.92126288664146
1990_1992,2,EVI_cos_2,78.59343654107147
1990_1992,2,EVI_cos_3,87.71911183242402
1990_1992,2,EVI_sin_1,91.00200595639654
1990_1992,2,EVI_sin_2,94.97245840609287
1990_1992,2,EVI_sin_3,85.29886435049681
1990_1992,2,EVI_t,59.162979024250404
1990_1992,2,Mean_EVI,88.43212522309328
1990_1992,2,Mean_NDBI,107.5316326803118
1990_1992,2,Mean_NDVI,70.99190358907995
1990_1992,2,NDBI_constant,87.17908537348546
1990_1992,2,NDBI_cos_1,77.97877778973053
1990_1992,2,NDBI_cos_2,89.66637344097268
1990_1992,2,NDBI_cos_3,96.3151919150167
1990_1992,2,NDBI_sin_1,86.46948336148566
1990_1992,2,NDBI_sin_2,105.37605318839022
1990_1992,2,NDBI_sin_3,91.25070974089516
1990_1992,2,NDBI_t,59.419432337079925
1990_1992,2,NDVI_constant,88.76360083691344
1990_1992,2,NDVI_cos_1,85.87667022346722
1990_1992,2,NDVI_cos_2,77.80629661733086
1990_1992,2,NDVI_cos_3,87.65319358994779
1990_1992,2,NDVI_sin_1,87.13779131596009
1990_1992,2,NDVI_sin_2,94.99307324480378
1990_1992,2,NDVI_sin_3,82.86852206777158
1990_1992,2,NDVI_t,53.921228769862786
1990_1992,2,SLOPE,100.77933132914121
1990_1992,2,lrad,97.49384193324646
1990_1992,2,prec,100.6580643619136
1990_1992,2,pres,92.09699470128795
1990_1992,2,shum,103.25601524012997
1990_1992,2,srad,83.7158595158181
1990_1992,2,temp,100.64527727034968
1990_1992,2,wind,86.42267952228075
1990_1992,2,B6_VCID_1,
1990_1992,2,B6_VCID_2,
1990_1992,2,B8,
1990_1992,2,B10,
1990_1992,2,B11,
1990_1992,2,B9,
1990_1992,3,B1,58.914007739488405
1990_1992,3,B2,60.64673248335236
1990_1992,3,B3,65.45402486554603
1990_1992,3,B4,73.13830752320138
1990_1992,3,B5,80.81541298520773
1990_1992,3,B6,57.568726215547386
1990_1992,3,B7,100.67961396505956
1990_1992,3,DEM,97.76536752315371
1990_1992,3,EVI_constant,88.62666830064957
1990_1992,3,EVI_cos_1,81.20651835235026
1990_1992,3,EVI_cos_2,77.54845451980013
1990_1992,3,EVI_cos_3,79.15949605022962
1990_1992,3,EVI_sin_1,87.2223752442496
1990_1992,3,EVI_sin_2,87.48760386264718
1990_1992,3,EVI_sin_3,73.72739790775282
1990_1992,3,EVI_t,56.28110494521116
1990_1992,3,Mean_EVI,68.23173829794244
1990_1992,3,Mean_NDBI,96.57962168768009
1990_1992,3,Mean_NDVI,85.9001395883892
1990_1992,3,NDBI_constant,85.98017777671444
1990_1992,3,NDBI_cos_1,84.66964249705343
1990_1992,3,NDBI_cos_2,87.21113067391691
1990_1992,3,NDBI_cos_3,105.3669975173295
1990_1992,3,NDBI_sin_1,96.85232568060238
1990_1992,3,NDBI_sin_2,98.79674211477867
1990_1992,3,NDBI_sin_3,88.08276702820785
1990_1992,3,NDBI_t,64.36747766708888
1990_1992,3,NDVI_constant,77.58845039709979
1990_1992,3,NDVI_cos_1,86.77400188126123
1990_1992,3,NDVI_cos_2,77.9843921938978
1990_1992,3,NDVI_cos_3,81.0061058847065
1990_1992,3,NDVI_sin_1,83.15695804017035
1990_1992,3,NDVI_sin_2,78.00321591206232
1990_1992,3,NDVI_sin_3,81.04117263144954
1990_1992,3,NDVI_t,59.196699522440156
1990_1992,3,SLOPE,104.43569775671978
1990_1992,3,lrad,97.05542041144672
1990_1992,3,prec,90.2582944751623
1990_1992,3,pres,92.83624252874745
1990_1992,3,shum,107.31988834592104
1990_1992,3,srad,73.66440325615245
1990_1992,3,temp,89.32446310471872
1990_1992,3,wind,85.71050702625111
1990_1992,3,B6_VCID_1,
1990_1992,3,B6_VCID_2,
1990_1992,3,B8,
1990_1992,3,B10,
1990_1992,3,B11,
1990_1992,3,B9,
1990_1992,4,B1,62.39679153770936
1990_1992,4,B2,65.50360461156338
1990_1992,4,B3,67.77500090059097
1990_1992,4,B4,83.14429663577134
1990_1992,4,B5,84.65704283128079
1990_1992,4,B6,61.824532310150964
1990_1992,4,B7,103.46629625327583
1990_1992,4,DEM,94.82193366412369
1990_1992,4,EVI_constant,88.14505815508414
1990_1992,4,EVI_cos_1,77.97501417313306
1990_1992,4,EVI_cos_2,79.54495503688284
1990_1992,4,EVI_cos_3,83.76596172482066
1990_1992,4,EVI_sin_1,96.01327482924269
1990_1992,4,EVI_sin_2,92.97952179393349
1990_1992,4,EVI_sin_3,88.20726736123781
1990_1992,4,EVI_t,48.73997263662029
1990_1992,4,Mean_EVI,82.13365594686668
1990_1992,4,Mean_NDBI,109.98628550810542
1990_1992,4,Mean_NDVI,72.41353035431524
1990_1992,4,NDBI_constant,90.69867093250531
1990_1992,4,NDBI_cos_1,90.31950593358508
1990_1992,4,NDBI_cos_2,78.5799038456158
1990_1992,4,NDBI_cos_3,110.42381690536372
1990_1992,4,NDBI_sin_1,97.87610581635849
1990_1992,4,NDBI_sin_2,89.72404836534196
1990_1992,4,NDBI_sin_3,97.16355880940436
1990_1992,4,NDBI_t,59.27865906993968
1990_1992,4,NDVI_constant,90.6149869428727
1990_1992,4,NDVI_cos_1,89.28646987223479
1990_1992,4,NDVI_cos_2,82.11085538055146
1990_1992,4,NDVI_cos_3,88.27366055116072
1990_1992,4,NDVI_sin_1,79.93345937942917
1990_1992,4,NDVI_sin_2,94.62117712748862
1990_1992,4,NDVI_sin_3,83.2589063213689
1990_1992,4,NDVI_t,59.543309125099505
1990_1992,4,SLOPE,116.75883678989909
1990_1992,4,lrad,87.06848928932325
1990_1992,4,prec,120.67907181454672
1990_1992,4,pres,97.98883780568947
1990_1992,4,shum,111.93383460554942
1990_1992,4,srad,89.21805676439146
1990_1992,4,temp,96.72478268046197
1990_1992,4,wind,88.96785669124203
1990_1992,4,B6_VCID_1,
1990_1992,4,B6_VCID_2,
1990_1992,4,B8,
1990_1992,4,B10,
1990_1992,4,B11,
1990_1992,4,B9,
1990_1992,5,B1,62.04199107789209
1990_1992,5,B2,54.37526225860514
1990_1992,5,B3,70.05114358527533
1990_1992,5,B4,75.91667364519485
1990_1992,5,B5,83.30628215117075
1990_1992,5,B6,67.56035307746579
1990_1992,5,B7,104.56510828675445
1990_1992,5,DEM,93.40219878305243
1990_1992,5,EVI_constant,81.48153428625093
1990_1992,5,EVI_cos_1,79.65008314425853
1990_1992,5,EVI_cos_2,75.66084150940308
1990_1992,5,EVI_cos_3,98.86543429917135
1990_1992,5,EVI_sin_1,84.67245282456832
1990_1992,5,EVI_sin_2,92.82195145882228
1990_1992,5,EVI_sin_3,90.29041734158025
1990_1992,5,EVI_t,46.49457077828442
1990_1992,5,Mean_EVI,82.08420557744307
1990_1992,5,Mean_NDBI,111.87303093597401
1990_1992,5,Mean_NDVI,68.4861464283401
1990_1992,5,NDBI_constant,89.33727979078078
1990_1992,5,NDBI_cos_1,82.65068154944677
1990_1992,5,NDBI_cos_2,81.54619385343896
1990_1992,5,NDBI_cos_3,105.74808262410751
1990_1992,5,NDBI_sin_1,89.25089687144096
1990_1992,5,NDBI_sin_2,97.39871476547043
1990_1992,5,NDBI_sin_3,84.377265635364
1990_1992,5,NDBI_t,57.790340615155294
1990_1992,5,NDVI_constant,80.58169391632326
1990_1992,5,NDVI_cos_1,74.16216119544322
1990_1992,5,NDVI_cos_2,88.18953995650732
1990_1992,5,NDVI_cos_3,90.55405274709004
1990_1992,5,NDVI_sin_1,83.02769388361882
1990_1992,5,NDVI_sin_2,86.6103836554229
1990_1992,5,NDVI_sin_3,77.71186757954798
1990_1992,5,NDVI_t,46.65593235004046
1990_1992,5,SLOPE,113.10716089876937
1990_1992,5,lrad,105.71831877740658
1990_1992,5,prec,92.68177492576066
1990_1992,5,pres,99.27296134265691
1990_1992,5,shum,98.09685217781409
1990_1992,5,srad,79.31533827265415
1990_1992,5,temp,98.87711487089241
1990_1992,5,wind,89.4624086890941
1990_1992,5,B6_VCID_1,
1990_1992,5,B6_VCID_2,
1990_1992,5,B8,
1990_1992,5,B10,
1990_1992,5,B11,
1990_1992,5,B9,
1990_1992,6,B1,69.62870266735419
1990_1992,6,B2,73.96397839367214
1990_1992,6,B3,74.57547430799372
1990_1992,6,B4,91.4674751973152
1990_1992,6,B5,90.07144575705372
1990_1992,6,B6,70.03706908086069
1990_1992,6,B7,100.77620205196936
1990_1992,6,DEM,90.86754007860151
1990_1992,6,EVI_constant,80.90849357788943
1990_1992,6,EVI_cos_1,86.63732744990104
1990_1992,6,EVI_cos_2,74.418096654827
1990_1992,6,EVI_cos_3,84.74293541818705
1990_1992,6,EVI_sin_1,88.80345263762092
1990_1992,6,EVI_sin_2,99.50870162185782
1990_1992,6,EVI_sin_3,96.46357245005348
