index,feature_idx,cv_scores,avg_score,feature_names,ci_bound,std_dev,std_err,year
11,"(0, 4, 6, 7, 13, 14, 16, 17, 35, 36, 39)",[0.93390085 0.93386774 0.93837675 0.94138277],0.9368820264464833,"('B1', 'B5', 'B7', 'DEM', 'EVI_sin_2', 'EVI_sin_3', 'Mean_EVI', 'Mean_NDBI', 'SLOPE', 'lrad', 'shum')",0.005098401549285273,0.0031805745066660913,0.001836305547601329,1999_2001
12,"(0, 4, 6, 7, 13, 14, 16, 17, 22, 35, 36, 39)",[0.93640461 0.93737475 0.93687375 0.94188377],0.938134217859856,"('B1', 'B5', 'B7', 'DEM', 'EVI_sin_2', 'EVI_sin_3', 'Mean_EVI', 'Mean_NDBI', 'NDBI_cos_3', 'SLOPE', 'lrad', 'shum')",0.0035134424119822568,0.0021918174271221805,0.001265446381563504,1999_2001
13,"(0, 4, 6, 7, 13, 14, 16, 17, 18, 22, 35, 36, 39)",[0.93790686 0.93687375 0.93987976 0.94238477],0.9392612842108854,"('B1', 'B5', 'B7', 'DEM', 'EVI_sin_2', 'EVI_sin_3', 'Mean_EVI', 'Mean_NDBI', 'Mean_NDVI', 'NDBI_cos_3', 'SLOPE', 'lrad', 'shum')",0.0033694526478965994,0.002101991200520648,0.0012135851854548207,1999_2001
14,"(0, 4, 6, 7, 13, 14, 16, 17, 18, 22, 35, 36, 39, 42)",[0.93890836 0.94138277 0.93587174 0.94138277],0.9393864092732285,"('B1', 'B5', 'B7', 'DEM', 'EVI_sin_2', 'EVI_sin_3', 'Mean_EVI', 'Mean_NDBI', 'Mean_NDVI', 'NDBI_cos_3', 'SLOPE', 'lrad', 'shum', 'wind')",0.003633527751290924,0.002266731175115027,0.0013086978541331778,1999_2001
15,"(0, 3, 4, 6, 7, 13, 14, 16, 17, 18, 22, 35, 36, 39, 42)",[0.93740611 0.93787575 0.94038076 0.94138277],0.939261346930215,"('B1', 'B4', 'B5', 'B7', 'DEM', 'EVI_sin_2', 'EVI_sin_3', 'Mean_EVI', 'Mean_NDBI', 'Mean_NDVI', 'NDBI_cos_3', 'SLOPE', 'lrad', 'shum', 'wind')",0.0026721376337578723,0.0016669798865538113,0.0009624312862355349,1999_2001
16,"(0, 1, 3, 4, 6, 7, 13, 14, 16, 17, 18, 22, 35, 36, 39, 42)",[0.93990986 0.93537074 0.93937876 0.94639279],0.9402630373415836,"('B1', 'B2', 'B4', 'B5', 'B7', 'DEM', 'EVI_sin_2', 'EVI_sin_3', 'Mean_EVI', 'Mean_NDBI', 'Mean_NDVI', 'NDBI_cos_3', 'SLOPE', 'lrad', 'shum', 'wind')",0.006332032608461204,0.00395015992662904,0.0022806258969813482,1999_2001
17,"(0, 1, 3, 4, 6, 7, 12, 13, 14, 16, 17, 18, 22, 35, 36, 39, 42)",[0.9344016  0.93687375 0.94438878 0.94188377],0.9393869737471938,"('B1', 'B2', 'B4', 'B5', 'B7', 'DEM', 'EVI_sin_1', 'EVI_sin_2', 'EVI_sin_3', 'Mean_EVI', 'Mean_NDBI', 'Mean_NDVI', 'NDBI_cos_3', 'SLOPE', 'lrad', 'shum', 'wind')",0.006332397839506694,0.003950387771482196,0.002280757443268652,1999_2001
18,"(0, 1, 3, 4, 6, 7, 12, 13, 14, 16, 17, 18, 19, 22, 35, 36, 39, 42)",[0.93940911 0.93837675 0.93837675 0.94589178],0.940513601062917,"('B1', 'B2', 'B4', 'B5', 'B7', 'DEM', 'EVI_sin_1', 'EVI_sin_2', 'EVI_sin_3', 'Mean_EVI', 'Mean_NDBI', 'Mean_NDVI', 'NDBI_constant', 'NDBI_cos_3', 'SLOPE', 'lrad', 'shum', 'wind')",0.005023049766514676,0.003133567232524336,0.001809165885221716,1999_2001
19,"(0, 1, 3, 4, 5, 6, 7, 12, 13, 14, 16, 17, 18, 19, 22, 35, 36, 39, 42)",[0.93590386 0.94288577 0.94138277 0.94589178],0.9415160441062396,"('B1', 'B2', 'B4', 'B5', 'B6', 'B7', 'DEM', 'EVI_sin_1', 'EVI_sin_2', 'EVI_sin_3', 'Mean_EVI', 'Mean_NDBI', 'Mean_NDVI', 'NDBI_constant', 'NDBI_cos_3', 'SLOPE', 'lrad', 'shum', 'wind')",0.005809434672897351,0.0036241436929089375,0.0020924003366828594,1999_2001
20,"(0, 1, 3, 4, 5, 6, 7, 12, 13, 14, 16, 17, 18, 19, 22, 24, 35, 36, 39, 42)",[0.93740611 0.93987976 0.94338677 0.94338677],0.9410148539442431,"('B1', 'B2', 'B4', 'B5', 'B6', 'B7', 'DEM', 'EVI_sin_1', 'EVI_sin_2', 'EVI_sin_3', 'Mean_EVI', 'Mean_NDBI', 'Mean_NDVI', 'NDBI_constant', 'NDBI_cos_3', 'NDBI_sin_2', 'SLOPE', 'lrad', 'shum', 'wind')",0.0040523643386322136,0.0025280171800087527,0.001459551399394052,1999_2001
1,"(17,)",[0.72408613 0.72144289 0.73647295 0.72645291],0.7271137166671852,"('Mean_NDBI',)",0.009115752288088405,0.005686748887137292,0.00328324600080252,2002_2004
2,"(0, 17)",[0.78517777 0.78106212 0.78857715 0.79609218],0.7877273073939566,"('B1', 'Mean_NDBI')",0.008838891627805953,0.0055140328016189686,0.0031835283223351375,2002_2004
3,"(0, 12, 17)",[0.8237356  0.82915832 0.82364729 0.83116232],0.8269258848192127,"('B1', 'EVI_sin_1', 'Mean_NDBI')",0.005307915336024866,0.003311277081278411,0.0019117667142375288,2002_2004
4,"(0, 11, 12, 17)",[0.86129194 0.87274549 0.87625251 0.87675351],0.8717608602282181,"('B1', 'EVI_cos_3', 'EVI_sin_1', 'Mean_NDBI')",0.009999996608047096,0.0062383737276952445,0.0036017267509903385,2002_2004
5,"(0, 11, 12, 17, 39)",[0.8903355  0.89128257 0.89078156 0.90280561],0.89380131068346,"('B1', 'EVI_cos_3', 'EVI_sin_1', 'Mean_NDBI', 'shum')",0.008350602103988414,0.005209419444606337,0.003007659718665139,2002_2004
6,"(0, 11, 12, 14, 17, 39)",[0.90035053 0.90681363 0.90480962 0.90981964],0.9054483528900565,"('B1', 'EVI_cos_3', 'EVI_sin_1', 'EVI_sin_3', 'Mean_NDBI', 'shum')",0.005516209094609798,0.003441218556473861,0.001986788459920519,2002_2004
7,"(0, 7, 11, 12, 14, 17, 39)",[0.91036555 0.91783567 0.91482966 0.91583166],0.9147156355776149,"('B1', 'DEM', 'EVI_cos_3', 'EVI_sin_1', 'EVI_sin_3', 'Mean_NDBI', 'shum')",0.004383824362367119,0.0027347944005315194,0.001578934283325154,2002_2004
8,"(0, 6, 7, 11, 12, 14, 17, 39)",[0.91987982 0.92334669 0.91783567 0.9243487 ],0.9213527204634607,"('B1', 'B7', 'DEM', 'EVI_cos_3', 'EVI_sin_1', 'EVI_sin_3', 'Mean_NDBI', 'shum')",0.004202355264290529,0.002621587156749201,0.0015135740506532168,2002_2004
9,"(0, 6, 7, 8, 11, 12, 14, 17, 39)",[0.91687531 0.9258517  0.91883768 0.93537074],0.9242338583024838,"('B1', 'B7', 'DEM', 'EVI_constant', 'EVI_cos_3', 'EVI_sin_1', 'EVI_sin_3', 'Mean_NDBI', 'shum')",0.01161234044029085,0.007244214409179756,0.004182449139207298,2002_2004
10,"(0, 6, 7, 8, 11, 12, 14, 16, 17, 39)",[0.92188282 0.9238477  0.9253507  0.93186373],0.9257362371212129,"('B1', 'B7', 'DEM', 'EVI_constant', 'EVI_cos_3', 'EVI_sin_1', 'EVI_sin_3', 'Mean_EVI', 'Mean_NDBI', 'shum')",0.006003703105760271,0.003745335642785933,0.0021623705415679583,2002_2004
11,"(0, 6, 7, 8, 11, 12, 14, 16, 17, 23, 39)",[0.92689034 0.92635271 0.92735471 0.93486974],0.9288668724529681,"('B1', 'B7', 'DEM', 'EVI_constant', 'EVI_cos_3', 'EVI_sin_1', 'EVI_sin_3', 'Mean_EVI', 'Mean_NDBI', 'NDBI_sin_1', 'shum')",0.005584543081220352,0.0034838478656115178,0.002011400503026513,2002_2004
12,"(0, 6, 7, 8, 11, 12, 14, 16, 17, 23, 30, 39)",[0.92438658 0.92685371 0.92735471 0.93987976],0.9296186890556275,"('B1', 'B7', 'DEM', 'EVI_constant', 'EVI_cos_3', 'EVI_sin_1', 'EVI_sin_3', 'Mean_EVI', 'Mean_NDBI', 'NDBI_sin_1', 'NDVI_cos_3', 'shum')",0.00966570030529109,0.006029827129719348,0.003481322316510374,2002_2004
13,"(0, 6, 7, 8, 11, 12, 14, 16, 17, 23, 30, 35, 39)",[0.92288433 0.92885772 0.92735471 0.93537074],0.9286168732056,"('B1', 'B7', 'DEM', 'EVI_constant', 'EVI_cos_3', 'EVI_sin_1', 'EVI_sin_3', 'Mean_EVI', 'Mean_NDBI', 'NDBI_sin_1', 'NDVI_cos_3', 'SLOPE', 'shum')",0.007174478262626156,0.004475709188488241,0.0025840519047881675,2002_2004
14,"(0, 6, 7, 8, 11, 12, 14, 16, 17, 23, 30, 35, 36, 39)",[0.93039559 0.92935872 0.93186373 0.93937876],0.9327491989487238,"('B1', 'B7', 'DEM', 'EVI_constant', 'EVI_cos_3', 'EVI_sin_1', 'EVI_sin_3', 'Mean_EVI', 'Mean_NDBI', 'NDBI_sin_1', 'NDVI_cos_3', 'SLOPE', 'lrad', 'shum')",0.006299223603422527,0.003929692436180053,0.00226880898586099,2002_2004
15,"(0, 6, 7, 8, 11, 12, 13, 14, 16, 17, 23, 30, 35, 36, 39)",[0.93089634 0.93336673 0.93386774 0.93937876],0.9343773927424202,"('B1', 'B7', 'DEM', 'EVI_constant', 'EVI_cos_3', 'EVI_sin_1', 'EVI_sin_2', 'EVI_sin_3', 'Mean_EVI', 'Mean_NDBI', 'NDBI_sin_1', 'NDVI_cos_3', 'SLOPE', 'lrad', 'shum')",0.004967466179973885,0.0030988921021659803,0.001789146189375134,2002_2004
16,"(0, 6, 7, 8, 11, 12, 13, 14, 16, 17, 23, 30, 35, 36, 39, 42)",[0.93740611 0.93436874 0.93486974 0.93837675],0.9362553349061669,"('B1', 'B7', 'DEM', 'EVI_constant', 'EVI_cos_3', 'EVI_sin_1', 'EVI_sin_2', 'EVI_sin_3', 'Mean_EVI', 'Mean_NDBI', 'NDBI_sin_1', 'NDVI_cos_3', 'SLOPE', 'lrad', 'shum', 'wind')",0.0026947044472822737,0.001681057912989854,0.0009705592385880427,2002_2004
17,"(0, 6, 7, 8, 11, 12, 13, 14, 16, 17, 23, 30, 35, 36, 39, 41, 42)",[0.93289935 0.93486974 0.93737475 0.93937876],0.9361306488791303,"('B1', 'B7', 'DEM', 'EVI_constant', 'EVI_cos_3', 'EVI_sin_1', 'EVI_sin_2', 'EVI_sin_3', 'Mean_EVI', 'Mean_NDBI', 'NDBI_sin_1', 'NDVI_cos_3', 'SLOPE', 'lrad', 'shum', 'temp', 'wind')",0.003937039896403813,0.002456073458549905,0.001418014672443283,2002_2004
18,"(0, 6, 7, 8, 11, 12, 13, 14, 16, 17, 23, 30, 34, 35, 36, 39, 41, 42)",[0.9334001  0.93587174 0.93286573 0.93687375],0.9347528306487787,"('B1', 'B7', 'DEM', 'EVI_constant', 'EVI_cos_3', 'EVI_sin_1', 'EVI_sin_2', 'EVI_sin_3', 'Mean_EVI', 'Mean_NDBI', 'NDBI_sin_1', 'NDVI_cos_3', 'NDVI_t', 'SLOPE', 'lrad', 'shum', 'temp', 'wind')",0.002675259783344801,0.00166892760081017,0.0009635557995857479,2002_2004
19,"(0, 6, 7, 8, 11, 12, 13, 14, 16, 17, 23, 30, 31, 34, 35, 36, 39, 41, 42)",[0.93189785 0.93787575 0.93236473 0.93887776],0.9352540208107752,"('B1', 'B7', 'DEM', 'EVI_constant', 'EVI_cos_3', 'EVI_sin_1', 'EVI_sin_2', 'EVI_sin_3', 'Mean_EVI', 'Mean_NDBI', 'NDBI_sin_1', 'NDVI_cos_3', 'NDVI_sin_1', 'NDVI_t', 'SLOPE', 'lrad', 'shum', 'temp', 'wind')",0.005044734904101142,0.0031470952363730578,0.0018169762818853739,2002_2004
20,"(0, 6, 7, 8, 11, 12, 13, 14, 16, 17, 23, 30, 31, 34, 35, 36, 39, 40, 41, 42)",[0.93189785 0.93587174 0.93286573 0.93937876],0.9350035198087712,"('B1', 'B7', 'DEM', 'EVI_constant', 'EVI_cos_3', 'EVI_sin_1', 'EVI_sin_2', 'EVI_sin_3', 'Mean_EVI', 'Mean_NDBI', 'NDBI_sin_1', 'NDVI_cos_3', 'NDVI_sin_1', 'NDVI_t', 'SLOPE', 'lrad', 'shum', 'srad', 'temp', 'wind')",0.004681135121085953,0.0029202680260585717,0.0016860175309507735,2002_2004
1,"(0,)",[0.73810716 0.72194389 0.7244489  0.71543086],0.7249827020089252,"('B1',)",0.013243003077820094,0.008261483049902155,0.00476976946276654,2005_2007
2,"(0, 18)",[0.77265899 0.76803607 0.76803607 0.76152305],0.7675635447158714,"('B1', 'Mean_NDVI')",0.006356469564462866,0.003965404618230529,0.002289427423781181,2005_2007
3,"(0, 18, 39)",[0.78517777 0.80711423 0.81663327 0.81462926],0.8058886300392473,"('B1', 'Mean_NDVI', 'shum')",0.01999374253351201,0.012472848044667743,0.007201202176150219,2005_2007
4,"(0, 6, 18, 39)",[0.85978968 0.87274549 0.88276553 0.86122244],0.8691307878651645,"('B1', 'B7', 'Mean_NDVI', 'shum')",0.014968155229110594,0.009337697800637888,0.005391122338809662,2005_2007
5,"(0, 6, 13, 18, 39)",[0.87881823 0.89428858 0.91583166 0.89679359],0.8964330137490806,"('B1', 'B7', 'EVI_sin_2', 'Mean_NDVI', 'shum')",0.021073519023290917,0.01314645320171341,0.0075901082948980556,2005_2007
6,"(0, 6, 13, 18, 25, 39)",[0.89834752 0.91282565 0.92885772 0.90480962],0.9112101268134667,"('B1', 'B7', 'EVI_sin_2', 'Mean_NDVI', 'NDBI_sin_3', 'shum')",0.018284888769567263,0.011406800840522946,0.0065857195358683725,2005_2007
7,"(0, 6, 7, 13, 18, 25, 39)",[0.90185278 0.93086172 0.93587174 0.91332665],0.9204782248523086,"('B1', 'B7', 'DEM', 'EVI_sin_2', 'Mean_NDVI', 'NDBI_sin_3', 'shum')",0.021844549196668166,0.013627450802551226,0.007867812389221332,2005_2007
8,"(0, 6, 7, 13, 18, 25, 35, 39)",[0.90585879 0.93086172 0.93837675 0.92084168],0.9239847371257286,"('B1', 'B7', 'DEM', 'EVI_sin_2', 'Mean_NDVI', 'NDBI_sin_3', 'SLOPE', 'shum')",0.01951513553917893,0.012174275013459308,0.007028820956209267,2005_2007
9,"(0, 3, 6, 7, 13, 18, 25, 35, 39)",[0.90936405 0.93436874 0.94138277 0.9248497 ],0.9274913121184784,"('B1', 'B4', 'B7', 'DEM', 'EVI_sin_2', 'Mean_NDVI', 'NDBI_sin_3', 'SLOPE', 'shum')",0.019233226864203354,0.011998409786648952,0.006927285120169212,2005_2007
10,"(0, 3, 6, 7, 13, 18, 25, 35, 39, 40)",[0.9118678  0.94188377 0.94488978 0.92885772],0.9318747660569011,"('B1', 'B4', 'B7', 'DEM', 'EVI_sin_2', 'Mean_NDVI', 'NDBI_sin_3', 'SLOPE', 'shum', 'srad')",0.02088420624571641,0.013028352775860523,0.007521922982240481,2005_2007
11,"(0, 3, 6, 7, 13, 18, 25, 35, 36, 39, 40)",[0.91537306 0.93837675 0.94689379 0.92935872],0.9325005795266046,"('B1', 'B4', 'B7', 'DEM', 'EVI_sin_2', 'Mean_NDVI', 'NDBI_sin_3', 'SLOPE', 'lrad', 'shum', 'srad')",0.01870956475767669,0.011671729683086048,0.006738676274438276,2005_2007
12,"(0, 3, 6, 7, 13, 18, 25, 27, 35, 36, 39, 40)",[0.91337006 0.94238477 0.94739479 0.93286573],0.9340038364159465,"('B1', 'B4', 'B7', 'DEM', 'EVI_sin_2', 'Mean_NDVI', 'NDBI_sin_3', 'NDVI_constant', 'SLOPE', 'lrad', 'shum', 'srad')",0.020848093808248997,0.013005824480105054,0.007508916264621678,2005_2007
13,"(0, 3, 6, 7, 13, 17, 18, 25, 27, 35, 36, 39, 40)",[0.91837757 0.94038076 0.94539078 0.93086172],0.9337527082206476,"('B1', 'B4', 'B7', 'DEM', 'EVI_sin_2', 'Mean_NDBI', 'Mean_NDVI', 'NDBI_sin_3', 'NDVI_constant', 'SLOPE', 'lrad', 'shum', 'srad')",0.016506205929829626,0.010297191634416567,0.005945086362027567,2005_2007
14,"(0, 3, 6, 7, 13, 17, 18, 20, 25, 27, 35, 36, 39, 40)",[0.91637456 0.94288577 0.94739479 0.93737475],0.9360074681160018,"('B1', 'B4', 'B7', 'DEM', 'EVI_sin_2', 'Mean_NDBI', 'Mean_NDVI', 'NDBI_cos_1', 'NDBI_sin_3', 'NDVI_constant', 'SLOPE', 'lrad', 'shum', 'srad')",0.01903945443110159,0.011877527260064804,0.006857493560905533,2005_2007
15,"(0, 3, 6, 7, 13, 17, 18, 20, 25, 27, 30, 35, 36, 39, 40)",[0.91687531 0.93937876 0.95190381 0.93937876],0.9368841589036863,"('B1', 'B4', 'B7', 'DEM', 'EVI_sin_2', 'Mean_NDBI', 'Mean_NDVI', 'NDBI_cos_1', 'NDBI_sin_3', 'NDVI_constant', 'NDVI_cos_3', 'SLOPE', 'lrad', 'shum', 'srad')",0.020250765302287796,0.012633188507869507,0.007293774785741746,2005_2007
16,"(0, 3, 6, 7, 13, 17, 18, 20, 24, 25, 27, 30, 35, 36, 39, 40)",[0.91937907 0.93937876 0.95140281 0.93737475],0.9368838453070387,"('B1', 'B4', 'B7', 'DEM', 'EVI_sin_2', 'Mean_NDBI', 'Mean_NDVI', 'NDBI_cos_1', 'NDBI_sin_2', 'NDBI_sin_3', 'NDVI_constant', 'NDVI_cos_3', 'SLOPE', 'lrad', 'shum', 'srad')",0.018341409269802194,0.01144206045285702,0.0066060766825409714,2005_2007
17,"(0, 3, 6, 7, 13, 17, 18, 20, 21, 24, 25, 27, 30, 35, 36, 39, 40)",[0.91837757 0.94388778 0.95591182 0.93887776],0.9392637302647358,"('B1', 'B4', 'B7', 'DEM', 'EVI_sin_2', 'Mean_NDBI', 'Mean_NDVI', 'NDBI_cos_1', 'NDBI_cos_2', 'NDBI_sin_2', 'NDBI_sin_3', 'NDVI_constant', 'NDVI_cos_3', 'SLOPE', 'lrad', 'shum', 'srad')",0.021727961460565444,0.01355471899089347,0.007825820658182077,2005_2007
18,"(0, 3, 4, 6, 7, 13, 17, 18, 20, 21, 24, 25, 27, 30, 35, 36, 39, 40)",[0.92238358 0.94088176 0.95591182 0.94138277],0.9401399820171138,"('B1', 'B4', 'B5', 'B7', 'DEM', 'EVI_sin_2', 'Mean_NDBI', 'Mean_NDVI', 'NDBI_cos_1', 'NDBI_cos_2', 'NDBI_sin_2', 'NDBI_sin_3', 'NDVI_constant', 'NDVI_cos_3', 'SLOPE', 'lrad', 'shum', 'srad')",0.019070353585236437,0.011896803313739435,0.006868622595683494,2005_2007
19,"(0, 3, 4, 5, 6, 7, 13, 17, 18, 20, 21, 24, 25, 27, 30, 35, 36, 39, 40)",[0.92188282 0.94589178 0.95290581 0.93737475],0.9395137922314334,"('B1', 'B4', 'B5', 'B6', 'B7', 'DEM', 'EVI_sin_2', 'Mean_NDBI', 'Mean_NDVI', 'NDBI_cos_1', 'NDBI_cos_2', 'NDBI_sin_2', 'NDBI_sin_3', 'NDVI_constant', 'NDVI_cos_3', 'SLOPE', 'lrad', 'shum', 'srad')",0.01854635357729471,0.011569912414574004,0.006679892047054694,2005_2007
20,"(0, 3, 4, 5, 6, 7, 13, 17, 18, 20, 21, 24, 25, 27, 29, 30, 35, 36, 39, 40)",[0.92638958 0.94438878 0.95140281 0.94138277],0.9408909832684899,"('B1', 'B4', 'B5', 'B6', 'B7', 'DEM', 'EVI_sin_2', 'Mean_NDBI', 'Mean_NDVI', 'NDBI_cos_1', 'NDBI_cos_2', 'NDBI_sin_2', 'NDBI_sin_3', 'NDVI_constant', 'NDVI_cos_2', 'NDVI_cos_3', 'SLOPE', 'lrad', 'shum', 'srad')",0.01463165921368139,0.009127778939221632,0.005269925627663006,2005_2007
1,"(18,)",[0.72608913 0.74248497 0.71292585 0.74799599],0.7323739868319513,"('Mean_NDVI',)",0.022153763976298306,0.013820350603727903,0.007979183141357312,2008_2010
2,"(7, 18)",[0.78117176 0.7995992  0.77254509 0.79709419],0.7876025586475908,"('DEM', 'Mean_NDVI')",0.017959346661359853,0.011203715438127374,0.006468468124126805,2008_2010
3,"(7, 18, 36)",[0.84276415 0.86022044 0.84018036 0.85971944],0.8507210966750727,"('DEM', 'Mean_NDVI', 'lrad')",0.014900568917756396,0.009295534919426052,0.005366779587992198,2008_2010
4,"(6, 7, 18, 36)",[0.87230846 0.88877756 0.87925852 0.89579158],0.8840340295011656,"('B7', 'DEM', 'Mean_NDVI', 'lrad')",0.014360680651417925,0.008958732327522515,0.0051723265208929265,2008_2010
5,"(6, 7, 18, 24, 36)",[0.89484226 0.90781563 0.89378758 0.91683367],0.903319784285647,"('B7', 'DEM', 'Mean_NDVI', 'NDBI_sin_2', 'lrad')",0.015324389298136584,0.009559930001730176,0.005519428159932897,2008_2010
6,"(6, 7, 18, 24, 25, 36)",[0.90335503 0.91683367 0.90581162 0.92034068],0.9115852511231777,"('B7', 'DEM', 'Mean_NDVI', 'NDBI_sin_2', 'NDBI_sin_3', 'lrad')",0.011483286220408272,0.007163705536395158,0.004135967319832957,2008_2010
7,"(6, 7, 18, 24, 25, 33, 36)",[0.91437156 0.91883768 0.91533066 0.92635271],0.9187231498550432,"('B7', 'DEM', 'Mean_NDVI', 'NDBI_sin_2', 'NDBI_sin_3', 'NDVI_sin_3', 'lrad')",0.007547155884096575,0.0047081994956159594,0.0027182802461923347,2008_2010
8,"(6, 7, 15, 18, 24, 25, 33, 36)",[0.91437156 0.9243487  0.91983968 0.92985972],0.9221049133820972,"('B7', 'DEM', 'EVI_t', 'Mean_NDVI', 'NDBI_sin_2', 'NDBI_sin_3', 'NDVI_sin_3', 'lrad')",0.009142182968930448,0.005703237339227107,0.0032927656130550954,2008_2010
9,"(3, 6, 7, 15, 18, 24, 25, 33, 36)",[0.91637456 0.9238477  0.91583166 0.93036072],0.9216036605007712,"('B4', 'B7', 'DEM', 'EVI_t', 'Mean_NDVI', 'NDBI_sin_2', 'NDBI_sin_3', 'NDVI_sin_3', 'lrad')",0.009563675746388153,0.005966180375346692,0.0034445758457402748,2008_2010
10,"(3, 6, 7, 15, 18, 24, 25, 33, 36, 37)",[0.91437156 0.92334669 0.92034068 0.93486974],0.9232321678911153,"('B4', 'B7', 'DEM', 'EVI_t', 'Mean_NDVI', 'NDBI_sin_2', 'NDBI_sin_3', 'NDVI_sin_3', 'lrad', 'prec')",0.011950473140267608,0.007455154295930539,0.004304235339605692,2008_2010
11,"(3, 6, 7, 15, 18, 24, 25, 29, 33, 36, 37)",[0.91937907 0.92334669 0.9243487  0.93486974],0.9254860497158564,"('B4', 'B7', 'DEM', 'EVI_t', 'Mean_NDVI', 'NDBI_sin_2', 'NDBI_sin_3', 'NDVI_cos_2', 'NDVI_sin_3', 'lrad', 'prec')",0.009181154019746136,0.005727548945428416,0.003306801925439853,2008_2010
12,"(3, 6, 7, 15, 18, 24, 25, 29, 33, 36, 37, 42)",[0.92138207 0.92234469 0.92134269 0.93587174],0.9252352978365344,"('B4', 'B7', 'DEM', 'EVI_t', 'Mean_NDVI', 'NDBI_sin_2', 'NDBI_sin_3', 'NDVI_cos_2', 'NDVI_sin_3', 'lrad', 'prec', 'wind')",0.009864828559948738,0.006154050819085246,0.003553042897005504,2008_2010
13,"(3, 6, 7, 15, 18, 21, 24, 25, 29, 33, 36, 37, 42)",[0.91987982 0.92635271 0.92134269 0.93386774],0.925360736495525,"('B4', 'B7', 'DEM', 'EVI_t', 'Mean_NDVI', 'NDBI_cos_2', 'NDBI_sin_2', 'NDBI_sin_3', 'NDVI_cos_2', 'NDVI_sin_3', 'lrad', 'prec', 'wind')",0.00876298070909833,0.005466676717464924,0.003156187274401033,2008_2010
14,"(3, 6, 7, 15, 18, 21, 24, 25, 29, 33, 35, 36, 37, 42)",[0.92138207 0.92735471 0.91833667 0.93687375],0.9259868008425463,"('B4', 'B7', 'DEM', 'EVI_t', 'Mean_NDVI', 'NDBI_cos_2', 'NDBI_sin_2', 'NDBI_sin_3', 'NDVI_cos_2', 'NDVI_sin_3', 'SLOPE', 'lrad', 'prec', 'wind')",0.011338324149450262,0.007073272748223107,0.0040837559252382555,2008_2010
15,"(3, 6, 7, 15, 18, 21, 24, 25, 29, 31, 33, 35, 36, 37, 42)",[0.92388583 0.93036072 0.92134269 0.93787575],0.928366246764937,"('B4', 'B7', 'DEM', 'EVI_t', 'Mean_NDVI', 'NDBI_cos_2', 'NDBI_sin_2', 'NDBI_sin_3', 'NDVI_cos_2', 'NDVI_sin_1', 'NDVI_sin_3', 'SLOPE', 'lrad', 'prec', 'wind')",0.010258240467894137,0.0063994759534012,0.0036947391643687194,2008_2010
16,"(1, 3, 6, 7, 15, 18, 21, 24, 25, 29, 31, 33, 35, 36, 37, 42)",[0.92038057 0.93086172 0.91983968 0.93887776],0.9274899322932294,"('B2', 'B4', 'B7', 'DEM', 'EVI_t', 'Mean_NDVI', 'NDBI_cos_2', 'NDBI_sin_2', 'NDBI_sin_3', 'NDVI_cos_2', 'NDVI_sin_1', 'NDVI_sin_3', 'SLOPE', 'lrad', 'prec', 'wind')",0.012675743573582159,0.007907605251066136,0.004565458020348332,2008_2010
17,"(1, 3, 6, 7, 14, 15, 18, 21, 24, 25, 29, 31, 33, 35, 36, 37, 42)",[0.91887832 0.93186373 0.92284569 0.94338677],0.9292436274652459,"('B2', 'B4', 'B7', 'DEM', 'EVI_sin_3', 'EVI_t', 'Mean_NDVI', 'NDBI_cos_2', 'NDBI_sin_2', 'NDBI_sin_3', 'NDVI_cos_2', 'NDVI_sin_1', 'NDVI_sin_3', 'SLOPE', 'lrad', 'prec', 'wind')",0.015106913586906313,0.009424260479376638,0.005441099324681253,2008_2010
18,"(1, 3, 6, 7, 14, 15, 18, 21, 23, 24, 25, 29, 31, 33, 35, 36, 37, 42)",[0.91787682 0.93537074 0.91933868 0.94138277],0.9284922498978929,"('B2', 'B4', 'B7', 'DEM', 'EVI_sin_3', 'EVI_t', 'Mean_NDVI', 'NDBI_cos_2', 'NDBI_sin_1', 'NDBI_sin_2', 'NDBI_sin_3', 'NDVI_cos_2', 'NDVI_sin_1', 'NDVI_sin_3', 'SLOPE', 'lrad', 'prec', 'wind')",0.016228046198249777,0.010123665139398148,0.005844900793417151,2008_2010
19,"(1, 3, 6, 7, 14, 15, 18, 21, 23, 24, 25, 29, 31, 33, 35, 36, 37, 39, 42)",[0.92338508 0.93236473 0.92234469 0.93837675],0.9291178124902785,"('B2', 'B4', 'B7', 'DEM', 'EVI_sin_3', 'EVI_t', 'Mean_NDVI', 'NDBI_cos_2', 'NDBI_sin_1', 'NDBI_sin_2', 'NDBI_sin_3', 'NDVI_cos_2', 'NDVI_sin_1', 'NDVI_sin_3', 'SLOPE', 'lrad', 'prec', 'shum', 'wind')",0.010603024915010003,0.006614565450019099,0.0038189211431409248,2008_2010
20,"(1, 3, 6, 7, 14, 15, 17, 18, 21, 23, 24, 25, 29, 31, 33, 35, 36, 37, 39, 42)",[0.91787682 0.93587174 0.92134269 0.94639279],0.930371007412923,"('B2', 'B4', 'B7', 'DEM', 'EVI_sin_3', 'EVI_t', 'Mean_NDBI', 'Mean_NDVI', 'NDBI_cos_2', 'NDBI_sin_1', 'NDBI_sin_2', 'NDBI_sin_3', 'NDVI_cos_2', 'NDVI_sin_1', 'NDVI_sin_3', 'SLOPE', 'lrad', 'prec', 'shum', 'wind')",0.018356951893395076,0.011451756525614013,0.006611674712757303,2008_2010
